Date,WORLD ex USA
1994-11,1749.1357088389784
1994-12,1760.974542537743
1995-01,1691.4598837915494
1995-02,1690.2742580963375
1995-03,1794.493586956433
1995-04,1860.6685959014644
1995-05,1841.9935059577563
1995-06,1812.0670519778987
1995-07,1921.7804841941856
1995-08,1851.1943646595118
1995-09,1885.6576226776567
1995-10,1836.2596376497838
1995-11,1888.00086109686
1995-12,1961.8599240466274
1996-01,1973.3573401748822
1996-02,1979.0940647249183
1996-03,2020.994431294467
1996-04,2080.681406152714
1996-05,2045.137859066158
1996-06,2054.003342125393
1996-07,1993.8601141416955
1996-08,2001.420380472658
1996-09,2055.6245396593363
1996-10,2041.8951033175115
1996-11,2126.0774515837584
1996-12,2096.583878320777
1997-01,2031.240194576151
1997-02,2062.021108254309
1997-03,2064.0982603965904
1997-04,2076.7679833623524
1997-05,2213.6998918019813
1997-06,2331.910135382996
1997-07,2374.751706680695
1997-08,2199.845935656543
1997-09,2323.3206639868245
1997-10,2148.052562650237
1997-11,2124.019239710508
1997-12,2144.230714203636
1998-01,2235.624102773591
1998-02,2381.2010951136263
1998-03,2459.4034900159486
1998-04,2478.5006655562706
1998-05,2465.606479739245
1998-06,2478.6993377993076
1998-07,2494.9002242594884
1998-08,2176.272140646533
1998-09,2114.111584682013
1998-10,2334.221151649556
1998-11,2452.479601613246
1998-12,2546.5752544976826
1999-01,2547.0619815819655
1999-02,2482.979482621769
1999-03,2586.5640158510405
1999-04,2697.4757527551014
1999-05,2561.2119430293233
1999-06,2661.339764878643
1999-07,2737.946394131185
1999-08,2745.7283553412544
1999-09,2775.3736800440274
1999-10,2882.602247268505
1999-11,2983.405336317473
1999-12,3257.724568069143
2000-01,3059.78732091414
2000-02,3146.527572890209
2000-03,3275.669454650244
2000-04,3105.759480500216
2000-05,3030.5046919517968
2000-06,3161.4862669363206
2000-07,3040.6348032587666
2000-08,3080.3476325139923
2000-09,2920.7629749255016
2000-10,2841.150625871871
2000-11,2726.673421122686
2000-12,2822.1352999983583
2001-01,2827.3295425991832
2001-02,2603.414496599425
2001-03,2426.89113763656
2001-04,2595.7354377842967
2001-05,2510.290942902755
2001-06,2407.9176191945508
2001-07,2365.632588486113
2001-08,2302.4587062912724
2001-09,2070.0838138778563
2001-10,2120.787751886792
2001-11,2204.1447293222536
2001-12,2218.2791837154955
2002-01,2105.447748311101
2002-02,2118.2844563082263
2002-03,2230.88406833669
2002-04,2244.0577482926406
2002-05,2273.4634351052587
2002-06,2180.9872155616576
2002-07,1964.1715028869946
2002-08,1961.1232522162586
2002-09,1753.1302974113628
2002-10,1845.220791895451
2002-11,1930.1721576441296
2002-12,1867.7907607389714
2003-01,1796.6239562383707
2003-02,1761.2081009860199
2003-03,1727.2655085996175
2003-04,1893.0283408282437
2003-05,2010.4371949580702
2003-06,2059.275871884516
2003-07,2106.5198627374507
2003-08,2160.838013372705
2003-09,2225.6660105308947
2003-10,2365.039016066741
2003-11,2418.6478264884854
2003-12,2604.1098879063907
2004-01,2640.369228407617
2004-02,2701.096116466438
2004-03,2714.618470357433
2004-04,2643.5596620413003
2004-05,2655.9175029131475
2004-06,2717.2513723277784
2004-07,2634.3867204733842
2004-08,2645.340545595215
2004-09,2722.4491568920907
2004-10,2820.287161615412
2004-11,3007.8504053102624
2004-12,3134.9209414985853
2005-01,3073.2049392522945
2005-02,3209.918269105461
2005-03,3137.0574645248444
2005-04,3057.0675609336977
2005-05,3062.6417107813922
2005-06,3112.7044664030964
2005-07,3213.2303550797023
2005-08,3301.937856594803
2005-09,3452.6285631546207
2005-10,3341.0654357128697
2005-11,3429.541514221024
2005-12,3588.5562013822805
2006-01,3815.530617688746
2006-02,3802.7174987604494
2006-03,3923.3157506132684
2006-04,4110.919212156959
2006-05,3954.7346663321628
2006-06,3949.643227426078
2006-07,3986.648786666828
2006-08,4099.956110366484
2006-09,4096.653252747865
2006-10,4258.553429825095
2006-11,4385.396909020765
2006-12,4511.136885716459
2007-01,4538.658723278963
2007-02,4574.966760122904
2007-03,4692.192344994556
2007-04,4905.774400032787
2007-05,5014.617975022679
2007-06,5019.649813428491
2007-07,4950.260627425683
2007-08,4878.607135628271
2007-09,5155.777941409835
2007-10,5379.902710361718
2007-11,5169.518657506183
2007-12,5072.341924923838
2008-01,4615.012500484195
2008-02,4698.646935453774
2008-03,4631.574689997933
2008-04,4889.023671993992
2008-05,4963.213288458092
2008-06,4577.260032493155
2008-07,4414.372573316886
2008-08,4243.6556665373155
2008-09,3630.963898047821
2008-10,2875.652116815666
2008-11,2719.7058560181454
2008-12,2863.076194295077
2009-01,2595.930808560939
2009-02,2333.1401427214496
2009-03,2486.8836733380685
2009-04,2807.588597754351
2009-05,3162.653685964757
2009-06,3129.9034172229285
2009-07,3423.7940890389814
2009-08,3587.8806233395167
2009-09,3735.910800398466
2009-10,3675.937767233151
2009-11,3766.8898266741494
2009-12,3826.9380543315206
2010-01,3647.5526086961995
2010-02,3643.8971869827365
2010-03,3878.467247893183
2010-04,3820.638232857674
2010-05,3399.0317254303154
2010-06,3349.8606306705574
2010-07,3659.472441537041
2010-08,3550.09174986589
2010-09,3890.641089887437
2010-10,4029.241775836551
2010-11,3858.6055244081995
2010-12,4169.306470746844
2011-01,4259.121296727173
2011-02,4417.047476492311
2011-03,4328.562951404242
2011-04,4564.303592224173
2011-05,4428.997738252234
2011-06,4365.919338156792
2011-07,4293.8997454774035
2011-08,3930.880080877191
2011-09,3536.1297261003656
2011-10,3880.0304156396815
2011-11,3700.723659168229
2011-12,3660.3423169110124
2012-01,3857.96518995564
2012-02,4070.070514124937
2012-03,4039.9464858618267
2012-04,3971.37690320338
2012-05,3518.622427617474
2012-06,3749.1744359252166
2012-07,3795.8570363651957
2012-08,3904.1575598803506
2012-09,4022.693948744802
2012-10,4050.8836336800696
2012-11,4136.089092811211
2012-12,4261.070030734347
2013-01,4470.66976097381
2013-02,4426.115034867566
2013-03,4461.162107223783
2013-04,4664.404027040644
2013-05,4559.932801498086
2013-06,4389.13242730051
2013-07,4622.6347030116085
2013-08,4563.086917643871
2013-09,4885.536074860789
2013-10,5049.457962238639
2013-11,5080.401658122489
2013-12,5156.939003536213
2014-01,4948.767045347574
2014-02,5218.830327896862
2014-03,5195.3952041719585
2014-04,5277.406150379706
2014-05,5358.986184511047
2014-06,5435.164951158506
2014-07,5338.338347503914
2014-08,5342.59436854186
2014-09,5123.159880058492
2014-10,5041.697797693521
2014-11,5103.688341123825
2014-12,4934.004669126501
2015-01,4916.492163199168
2015-02,5210.224549095941
2015-03,5123.190761352881
2015-04,5344.988526507408
2015-05,5298.595616691673
2015-06,5147.969455867156
2015-07,5229.580101002646
2015-08,4848.6405026000875
2015-09,4603.874251116835
2015-10,4950.253414179637
2015-11,4871.473962351285
2015-12,4784.102691737904
2016-01,4454.778819455339
2016-02,4392.55582998479
2016-03,4690.7713624412345
2016-04,4841.596312941401
2016-05,4786.87400547325
2016-06,4641.386368431928
2016-07,4869.704823875353
2016-08,4874.203055804585
2016-09,4933.53912625721
2016-10,4837.650202883316
2016-11,4760.113646924657
2016-12,4915.588388461014
2017-01,5061.874757526779
2017-02,5120.276310101617
2017-03,5250.257784623461
2017-04,5361.880268
2017-05,5540.639246
2017-06,5545.861101
2017-07,5710.930152
2017-08,5709.602034
2017-09,5857.668867
2017-10,5937.674133
2017-11,5997.727194
2017-12,6105.497047
2018-01,6389.960377
2018-02,6086.405419
2018-03,5981.053915
2018-04,6118.377624544653
2018-05,6002.337267364827
2018-06,5936.474111714403
2018-07,6082.334857689635
2018-08,5967.321323846927
2018-09,6014.005641022158
2018-10,5536.105452266988
2018-11,5531.113360330952
2018-12,5245.233487293272
2019-01,5619.523271250569
2019-02,5763.931216459101
2019-03,5793.29197085258
2019-04,5957.382448781402
2019-05,5675.614382019755
2019-06,6012.902295093517
2019-07,5940.3788532192775
2019-08,5794.384599014338
2019-09,5956.960509487114
2019-10,6149.578518418498
2019-11,6226.36469936138
2019-12,6424.92808959626
2020-01,6300.585310383158
2020-02,5741.256608414325
2020-03,4930.445120965947
2020-04,5274.2729110025075
2020-05,5498.611943839135
2020-06,5686.877119983659
2020-07,5838.304723150196
2020-08,6139.558465136941
2020-09,5966.686392507171
2020-10,5732.134403887914
2020-11,6611.629820108909
2020-12,6912.347315037115
2021-01,6838.657767972361
2021-02,7012.913433206762
2021-03,7191.763657738244
2021-04,7417.994579905342
2021-05,7675.80881324047
2021-06,7597.775438
2021-07,7648.246049736888
2021-08,7770.998404959023
2021-09,7547.7235842778855
2021-10,7772.340625962382
2021-11,7408.646167932077
2021-12,7784.984974463785
2022-01,7441.3860972115135
2022-02,7325.597375925817
2022-03,7410.604209720197
2022-04,6923.956436457604
2022-05,6981.44166722213
2022-06,6324.536380924999
2022-07,6638.987078958337
2022-08,6328.840281854785
2022-09,5742.9873936666445
2022-10,6059.5477975550775
2022-11,6704.946982634789
2022-12,6672.440508842668
2023-01,7219.313202764873
2023-02,7050.787355459267
2023-03,7207.48442391467
2023-04,7412.137753141579
2023-05,7088.901803805421
2023-06,7425.91691281221
2023-07,7666.215401752874
