Date,HONG KONG-LISTED SOUTHBOUND
2007-12,2896.7148584550578
2008-01,2407.7690772775272
2008-02,2539.1864398773905
2008-03,2370.2234236061704
2008-04,2643.079980825936
2008-05,2563.9746790160066
2008-06,2283.115034311718
2008-07,2331.649055141827
2008-08,2186.7860102409463
2008-09,1852.140639480847
2008-10,1431.9338530923071
2008-11,1432.8103703487095
2008-12,1484.1356952558249
2009-01,1367.1198325881762
2009-02,1308.6461171133549
2009-03,1388.474888057674
2009-04,1603.8090709410476
2009-05,1911.2075678452436
2009-06,1930.4438772015556
2009-07,2176.230313003096
2009-08,2083.3150069148837
2009-09,2218.322758697398
2009-10,2295.86748547717
2009-11,2340.4322557647315
2009-12,2350.128534807597
2010-01,2167.2307779120683
2010-02,2225.8719672805273
2010-03,2292.6565522197507
2010-04,2283.624867733041
2010-05,2130.314574643453
2010-06,2167.630505648129
2010-07,2289.0787556205037
2010-08,2239.6434456196885
2010-09,2455.382463318216
2010-10,2527.463446503445
2010-11,2500.4390667196258
2010-12,2497.182207489103
2011-01,2524.6386163720263
2011-02,2504.2784983676775
2011-03,2550.9255135034837
2011-04,2604.3111170882185
2011-05,2606.110922480332
2011-06,2498.823566774658
2011-07,2496.5768964283366
2011-08,2278.9533902800135
2011-09,1922.3409917685153
2011-10,2199.856670712692
2011-11,1992.5239748621764
2011-12,2040.5667233758543
2012-01,2253.503629386071
2012-02,2415.2187858144275
2012-03,2284.79899908588
2012-04,2347.3611363830237
2012-05,2097.7431375606193
2012-06,2184.168896264869
2012-07,2209.5720288651887
2012-08,2184.4031090885346
2012-09,2343.9968757889496
2012-10,2449.7882556893787
2012-11,2508.987084327034
2012-12,2595.656813057135
2013-01,2731.6139708947308
2013-02,2654.4319580614774
2013-03,2562.0009308008234
2013-04,2610.3205118742912
2013-05,2596.2426716976215
2013-06,2433.019532512082
2013-07,2546.1579186441804
2013-08,2548.7142488690065
2013-09,2678.716564027479
2013-10,2738.4434932409463
2013-11,2831.265701065699
2013-12,2765.596829181
2014-01,2600.680325006967
2014-02,2681.7229505310333
2014-03,2628.3584923682424
2014-04,2614.43546178015
2014-05,2739.1592295419014
2014-06,2776.372575907326
2014-07,2977.2222181197576
2014-08,2977.2568245774482
2014-09,2784.212782100712
2014-10,2907.6122382321196
2014-11,2930.686004665188
2014-12,2899.9559386736946
2015-01,2975.1567994069956
2015-02,3014.461507055082
2015-03,3058.0204567129767
2015-04,3500.0319259757216
2015-05,3404.405279748543
2015-06,3239.368290303087
2015-07,3006.1124746083956
2015-08,2647.8779396484124
2015-09,2582.254643108834
2015-10,2807.384017662284
2015-11,2729.1165809138533
2015-12,2720.5170951182126
2016-01,2405.1848745195202
2016-02,2338.497216530237
2016-03,2580.7791049221537
2016-04,2604.00182568734
2016-05,2582.72953827729
2016-06,2611.483387063361
2016-07,2739.5379031732605
2016-08,2897.4006097819115
2016-09,2945.333388688
2016-10,2914.6313104841197
2016-11,2919.7930137728895
2016-12,2810.258804911328
2017-01,2983.9710781377603
2017-02,3048.670518438433
2017-03,3110.5130554345933
2017-04,3173.164835
2017-05,3319.884908
2017-06,3375.598785
2017-07,3603.940097
2017-08,3705.009182
2017-09,3723.057065
2017-10,3836.778223
2017-11,3949.210355
2017-12,4053.815982
2018-01,4445.473504
2018-02,4183.941941
2018-03,4051.7144778886977
2018-04,4120.873382015062
2018-05,4138.824268356632
2018-06,3914.8100741320177
2018-07,3862.5160154216906
2018-08,3754.0712999264806
2018-09,3747.930745018545
2018-10,3347.7382058383114
2018-11,3593.4405371033026
2018-12,3479.201159323538
2019-01,3760.2161554088975
2019-02,3866.12365498383
2019-03,3944.920696278839
2019-04,4029.8940963945865
2019-05,3663.4939623661853
2019-06,3905.4539742205816
2019-07,3844.604363736848
2019-08,3569.5619856476164
2019-09,3621.547811059605
2019-10,3741.950942018913
2019-11,3695.956230202904
2019-12,3991.9898276917893
2020-01,3750.663852588181
2020-02,3764.9088279716816
2020-03,3441.1453401579724
2020-04,3626.5385477171976
2020-05,3472.003509782202
2020-06,3783.9712941941425
2020-07,3964.4420603505964
2020-08,4107.161911650009
2020-09,3896.751333271053
2020-10,4090.0114227980166
2020-11,4394.072673366449
2020-12,4572.632052673314
2021-01,4851.945432388524
2021-02,4905.277766387589
2021-03,4770.178147941022
2021-04,4856.151418644762
2021-05,4992.736018163158
2021-06,4888.138459337663
2021-07,4378.010537106169
2021-08,4464.111877142498
2021-09,4273.12388618494
2021-10,4343.564041178682
2021-11,4107.8724271050205
2021-12,4092.6628569038585
2022-01,4131.929373707633
2022-02,3946.7188687201337
2022-03,3719.702409009745
2022-04,3578.887561571514
2022-05,3659.848857355146
2022-06,3750.879167889933
2022-07,3450.935964450773
2022-08,3421.252630990105
2022-09,2940.670907422908
2022-10,2521.521926158612
2022-11,3258.1640924161275
2022-12,3479.1942524653236
2023-01,3802.2999553082345
2023-02,3473.720536578941
2023-03,3572.6548318796495
2023-04,3519.8774161343267
2023-05,3236.4432309518543
2023-06,3375.7381236178967
2023-07,3617.218473761174
