Date,ACWI ex AUSTRALIA
2009-12,119.00136051089929
2010-01,113.97284134913325
2010-02,115.34110951931875
2010-03,122.68402338201714
2010-04,122.9232844389564
2010-05,111.58452644612508
2010-06,108.11490454633159
2010-07,116.76768186000592
2010-08,112.66959534193752
2010-09,123.28883717327122
2010-10,127.77729421222101
2010-11,124.98930211811319
2010-12,134.00135341547733
2011-01,136.28846480801633
2011-02,140.179603588254
2011-03,139.9277194625667
2011-04,145.56914094232047
2011-05,142.59038305897244
2011-06,140.31785914677448
2011-07,138.0614137352293
2011-08,127.83802316760462
2011-09,116.00292834342616
2011-10,128.1885097008534
2011-11,124.51792301966533
2011-12,124.3213321712448
2012-01,131.42720059973243
2012-02,138.1296396165709
2012-03,139.2057254147959
2012-04,137.47742192955388
2012-05,125.33069210702259
2012-06,131.44164595709128
2012-07,132.98345850069845
2012-08,135.9659231434317
2012-09,140.27216270563886
2012-10,139.18349341521872
2012-11,140.9698779969159
2012-12,144.1317274033068
2013-01,150.72714636608464
2013-02,150.49961662086332
2013-03,153.37759633033977
2013-04,157.66202904909406
2013-05,157.8924358232734
2013-06,153.4509118455788
2013-07,160.88757453489205
2013-08,157.36365731927762
2013-09,165.39355563075438
2013-10,171.96125593360685
2013-11,174.7094001546099
2013-12,177.9046537367559
2014-01,170.8600653407287
2014-02,178.97554076852006
2014-03,179.58978153418005
2014-04,181.249929444921
2014-05,185.16063313006399
2014-06,188.76182002937094
2014-07,186.24969048515808
2014-08,190.43012716130835
2014-09,184.71651351590242
2014-10,185.7877903199219
2014-11,189.31419797745886
2014-12,185.67933778228496
2015-01,182.78723792626892
2015-02,192.8650662886423
2015-03,189.92402530097397
2015-04,195.52132613996713
2015-05,195.39757723421266
2015-06,190.90879187330552
2015-07,192.61707226431434
2015-08,179.62538588122996
2015-09,173.1416875577186
2015-10,186.809943827082
2015-11,185.1997118091995
2015-12,181.65349701454338
2016-01,170.80756448239137
2016-02,169.6418465782012
2016-03,182.00477696199127
2016-04,184.62920555861285
2016-05,184.97826554094306
2016-06,183.82777402720518
2016-07,191.57709460316778
2016-08,192.36367426470179
2016-09,193.45635472067235
2016-10,190.1935542639573
2016-11,191.65750838497328
2016-12,195.7813150189558
2017-01,201.06068326151276
2017-02,206.65283433573538
2017-03,209.11044912495507
2017-04,212.489616
2017-05,217.504213
2017-06,218.371522
2017-07,224.388201
2017-08,225.280096
2017-09,229.792404
2017-10,234.599047
2017-11,239.216069
2017-12,242.90357
2018-01,256.759168
2018-02,245.933598
2018-03,240.860608
2018-04,243.08203802024602
2018-05,243.3153640667122
2018-06,241.90185428101972
2018-07,249.24012158911952
2018-08,251.34024968412012
2018-09,252.53075302901166
2018-10,233.61080672650687
2018-11,237.06797739193334
2018-12,220.180889
2019-01,237.59909535305604
2019-02,243.91959339235413
2019-03,247.0247159310844
2019-04,255.4806029469136
2019-05,239.97032679940557
2019-06,255.75220492751936
2019-07,256.4830398146161
2019-08,250.50782530182175
2019-09,255.7616028087075
2019-10,262.8153394629018
2019-11,269.31005056462675
2019-12,278.907607744556
2020-01,275.75922732561924
2020-02,253.65126491297175
2020-03,219.98769013406155
2020-04,243.3808640468759
2020-05,253.9551473560464
2020-06,261.89730616410293
2020-07,275.78823504893796
2020-08,292.6947514931157
2020-09,283.45140665723983
2020-10,276.4373187417141
2020-11,310.3320752236962
2020-12,324.6596614631175
2021-01,323.1521912425589
2021-02,330.6171516200662
2021-03,339.5712721871961
2021-04,354.38217619054706
2021-05,359.7834676610687
2021-06,364.709633
2021-07,367.35958871923674
2021-08,376.625109671098
2021-09,360.99899616593336
2021-10,379.5030877777929
2021-11,370.643503
2021-12,385.3995766099266
2022-01,366.73153623550064
2022-02,356.7208457290951
2022-03,363.85645442331685
2022-04,334.5752087859173
2022-05,335.05022631414965
2022-06,307.05473250215266
2022-07,328.5227262669036
2022-08,316.25899688214247
2022-09,286.1089588468581
2022-10,303.4182325088273
2022-11,326.6950126509605
2022-12,313.71377172017264
2023-01,335.9724332817795
2023-02,326.607516071075
2023-03,336.9208654582901
2023-04,341.8442886433349
2023-05,338.42484282665043
2023-06,358.1195451380336
2023-07,371.2075352278165
