Date,ANDEAN
2002-05,1000.0
2002-06,901.9121399925697
2002-07,872.4129548605529
2002-08,876.9568299641838
2002-09,770.5553286715068
2002-10,807.2861908749181
2002-11,854.0638172844751
2002-12,888.7097442129624
2003-01,878.7175488177903
2003-02,879.423340767538
2003-03,906.8609968467408
2003-04,1041.6926451152906
2003-05,1082.9565158158186
2003-06,1105.0524887109075
2003-07,1183.7101938587957
2003-08,1248.664039758697
2003-09,1360.2720771374943
2003-10,1498.3418417337703
2003-11,1508.4347005184493
2003-12,1618.0816851598847
2004-01,1536.371205972572
2004-02,1660.3858301673572
2004-03,1614.0681178552907
2004-04,1518.2788975544477
2004-05,1507.180732032375
2004-06,1538.875770849737
2004-07,1571.2858209177184
2004-08,1658.0719209422211
2004-09,1721.8391217653368
2004-10,1776.7029002516301
2004-11,1870.2681592175488
2004-12,1955.821415868894
2005-01,1889.766309942734
2005-02,2063.089954860594
2005-03,2018.1591353948672
2005-04,2013.0748587831156
2005-05,2049.646529605775
2005-06,2177.096447896669
2005-07,2329.600866070058
2005-08,2373.6880577630363
2005-09,2608.664869643985
2005-10,2438.754959671661
2005-11,2564.0320726851924
2005-12,2570.560717885035
2006-01,2750.1121607115206
2006-02,2829.5808193473063
2006-03,2805.2770899772354
2006-04,2918.6608351534314
2006-05,2639.4109289988824
2006-06,2605.5407639779146
2006-07,2710.6066566456066
2006-08,2798.1930703630223
2006-09,2888.1454960545116
2006-10,3085.17262959829
2006-11,3227.956779441116
2006-12,3379.3964161838494
2007-01,3519.8614081553947
2007-02,3534.815016229877
2007-03,3666.1515461606414
2007-04,4079.776132718757
2007-05,4205.608968580471
2007-06,4449.351688422202
2007-07,4591.374864100867
2007-08,4376.989959143483
2007-09,4608.671690734288
2007-10,5082.877596944853
2007-11,4619.578641057733
2007-12,4532.295333158357
2008-01,4373.164139528257
2008-02,4676.83126896105
2008-03,4826.475043873837
2008-04,5024.966531436765
2008-05,5045.044330455928
2008-06,4600.549350923159
2008-07,4564.674114621329
2008-08,4312.5598107269925
2008-09,3793.5264857743637
2008-10,2702.6314617191424
2008-11,2766.7768750595524
2008-12,2971.2783738698454
2009-01,2999.056924339989
2009-02,2914.4869002882433
2009-03,3155.2382887151143
2009-04,3414.406795484977
2009-05,4070.055373581773
2009-06,4175.195642141806
2009-07,4490.951548058168
2009-08,4478.990419493458
2009-09,5017.4230573714385
2009-10,4872.337845066891
2009-11,5215.7358955497975
2009-12,5401.609910181299
2010-01,5407.739373207219
2010-02,5519.888127203526
2010-03,5553.229597827103
2010-04,5676.072184445531
2010-05,5629.441787789381
2010-06,5730.185083821878
2010-07,6389.783355282261
2010-08,6844.821583782845
2010-09,7498.152613173762
2010-10,7928.401778141565
2010-11,7627.641579248397
2010-12,7880.612070058978
2011-01,7249.47140158886
2011-02,7128.582326598624
2011-03,7317.240371017549
2011-04,7687.562694559608
2011-05,7720.720596401799
2011-06,7546.448489999694
2011-07,7355.15683389487
2011-08,7262.2825188990455
2011-09,6106.393980445518
2011-10,6971.371705744535
2011-11,6484.362845205326
2011-12,6537.645689181438
2012-01,7095.170457540019
2012-02,7566.627352544089
2012-03,7636.109025363607
2012-04,7796.813920876864
2012-05,7027.294624855003
2012-06,7235.567085480231
2012-07,7220.935783400161
2012-08,7107.764016894045
2012-09,7369.660422365422
2012-10,7453.83722294556
2012-11,7317.366624989881
2012-12,7740.403976652505
2013-01,8063.1755151689995
2013-02,7800.699321341835
2013-03,7695.757266543873
2013-04,7330.198203836968
2013-05,6771.2928615881165
2013-06,6442.169123638831
2013-07,6193.586332683198
2013-08,6145.079567370571
2013-09,6415.858954614066
2013-10,6511.093691438742
2013-11,6007.409495706884
2013-12,5952.3543475543975
2014-01,5314.552596702513
2014-02,5629.4596687411085
2014-03,6017.662796671819
2014-04,6181.438011806671
2014-05,6234.600263823527
2014-06,6317.338933420742
2014-07,6156.092785958869
2014-08,6240.885862844963
2014-09,5871.338429041035
2014-10,5770.78159444444
2014-11,5517.84211230629
2014-12,5240.374064011046
2015-01,4940.95307832334
2015-02,5082.036130988986
2015-03,4885.222769475175
2015-04,5316.389046579173
2015-05,5039.59860298934
2015-06,4836.828880451876
2015-07,4496.285182805718
2015-08,4165.682664750683
2015-09,3986.0480021299427
2015-10,4236.409715522228
2015-11,3814.748022927027
2015-12,3811.2032896451396
2016-01,3822.450319245933
2016-02,3959.346736560178
2016-03,4474.228069468792
2016-04,4717.635240543842
2016-05,4356.629931757659
2016-06,4701.087210635686
2016-07,4768.833071926611
2016-08,4707.289829775704
2016-09,4692.59619049196
2016-10,4882.495309954589
2016-11,4681.74826887859
2016-12,4750.3633083099285
2017-01,4998.021978714942
2017-02,5034.825638255595
2017-03,5301.911101718496
2017-04,5227.995413
2017-05,5359.795686
2017-06,5330.314397
2017-07,5697.915466
2017-08,6003.774312
2017-09,6076.789139
2017-10,6187.895263
2017-11,5791.555254
2017-12,6434.127959
2018-01,6980.910196
2018-02,6683.110841
2018-03,6679.355003
2018-04,6925.623080170209
2018-05,6460.215084974785
2018-06,6277.773511690259
2018-07,6436.042900390358
2018-08,5977.548204420486
2018-09,6143.931467926714
2018-10,5641.891938076735
2018-11,5679.451195430414
2018-12,5534.445234236495
