Date,AC PACIFIC
2000-12,100.0
2001-01,102.53826475539515
2001-02,97.82197206705999
2001-03,92.4618195244063
2001-04,97.73501807107593
2001-05,97.46339952020459
2001-06,93.24961994035957
2001-07,87.2824499819
2001-08,85.53805289042879
2001-09,75.97059442040025
2001-10,77.34697545713323
2001-11,80.92642026769627
2001-12,79.06042474051839
2002-01,76.01444700327268
2002-02,78.01734705048155
2002-03,82.5922206487069
2002-04,85.73432516685236
2002-05,89.25873269154164
2002-06,84.61725241795561
2002-07,79.2746281534743
2002-08,78.58937716015198
2002-09,73.77340850516947
2002-10,71.77149654372725
2002-11,74.67695148390841
2002-12,72.11851708365998
2003-01,70.66029203277202
2003-02,70.03423986935087
2003-03,67.69732415827343
2003-04,68.75714657494983
2003-05,72.51924320314725
2003-06,77.19922112705466
2003-07,80.53971024040489
2003-08,87.40726679457845
2003-09,91.23447343928645
2003-10,96.67914546913829
2003-11,94.4652017037834
2003-12,100.85241396001423
2004-01,103.5230558039274
2004-02,104.93436893411716
2004-03,113.15550389261824
2004-04,106.84141120862952
2004-05,103.98631006935229
2004-06,107.34433458832294
2004-07,102.64238166705351
2004-08,104.53241025490415
2004-09,104.76632741529095
2004-10,107.47814989817948
2004-11,114.18289057930284
2004-12,119.21617217579077
2005-01,117.85925007862987
2005-02,121.96225009610978
2005-03,118.240653917329
2005-04,115.85025704334502
2005-05,115.84382209072915
2005-06,117.42675298168898
2005-07,120.55261279868056
2005-08,124.44627006718085
2005-09,135.0094081479936
2005-10,130.71622655009892
2005-11,137.05478852205584
2005-12,146.6607388275779
2006-01,155.17307420539942
2006-02,153.9296038282036
2006-03,156.83012867296742
2006-04,164.2783727983537
2006-05,153.97007358358772
2006-06,152.7671414518104
2006-07,152.54015842299088
2006-08,155.67215253795638
2006-09,155.05981073593114
2006-10,159.4820795342774
2006-11,164.44075040282956
2006-12,169.65044937969657
2007-01,169.74285651624785
2007-02,174.83007023808622
2007-03,175.89839225870597
2007-04,177.38238916859024
2007-05,182.3045976807609
2007-06,185.8118049794848
2007-07,189.5441560869102
2007-08,185.34692320880973
2007-09,198.9651513692668
2007-10,207.90393360869413
2007-11,196.42023005793348
2007-12,190.60812649017808
2008-01,173.98204021113682
2008-02,179.58192530123935
2008-03,171.0681821503558
2008-04,184.1296023344171
2008-05,185.37516617818298
2008-06,170.0575520143944
2008-07,164.3381732536833
2008-08,155.672227422425
2008-09,133.9750561643664
2008-10,108.08424280247212
2008-11,104.37356628238126
2008-12,113.23487172138377
2009-01,104.93346249448419
2009-02,95.1443631384723
2009-03,102.85053258099003
2009-04,115.44366067522473
2009-05,128.78674815133252
2009-06,130.66651085726255
2009-07,141.83835061251568
2009-08,144.29818980263698
2009-09,150.32570063284584
2009-10,148.609805482964
2009-11,149.86150187603175
2009-12,153.40901905606452
2010-01,149.03078680676032
2010-02,150.83715630814748
2010-03,160.3555339091869
2010-04,161.39037630127663
2010-05,145.75705184642004
2010-06,144.7447945897047
2010-07,153.5162222182803
2010-08,150.53999519122777
2010-09,163.4027700222287
2010-10,167.46971602626812
2010-11,167.35901494225297
2010-12,179.22162872580623
2011-01,179.0592318138568
2011-02,180.7050662251948
2011-03,178.3717630337157
2011-04,183.77320916570463
2011-05,180.20571738432494
2011-06,178.6680964792454
2011-07,181.71296374780212
2011-08,166.88095827183517
2011-09,151.72643193668998
2011-10,163.30830975781828
2011-11,153.33441908350164
2011-12,154.27802281961178
2012-01,165.81536250281164
2012-02,174.3949577197849
2012-03,172.31341254230227
2012-04,170.99466085167293
2012-05,154.27278142838813
2012-06,160.89953339940925
2012-07,163.33733448202247
2012-08,162.44677230407314
2012-09,169.18066934373246
2012-10,168.8093975961916
2012-11,172.6227861799987
2012-12,179.601462545419
2013-01,184.8767455554307
2013-02,188.49567332340564
2013-03,190.04474432145915
2013-04,199.45510897827168
2013-05,189.6905613478104
2013-06,184.48306342849955
