Date,ACWI ex HONG KONG
1998-12,1000.0
1999-01,1020.5767140056623
1999-02,994.1214632639392
1999-03,1038.598433976947
1999-04,1081.276939966416
1999-05,1043.9613969672248
1999-06,1095.5415246024788
1999-07,1090.7159733584172
1999-08,1089.262241220179
1999-09,1077.5795050337642
1999-10,1131.3095235937885
1999-11,1164.8644779944725
1999-12,1261.279474451998
2000-01,1192.7353062478498
2000-02,1195.7189644677715
2000-03,1275.0401067851021
2000-04,1218.241897147739
2000-05,1188.1748739311352
2000-06,1227.5495484754515
2000-07,1189.6725942904254
2000-08,1227.0639891164794
2000-09,1159.579417841802
2000-10,1136.733494993776
2000-11,1065.6885947944047
2000-12,1082.1145322057184
2001-01,1109.3276489219509
2001-02,1015.2034893152778
2001-03,946.9340184213838
2001-04,1016.1818238010885
2001-05,1004.2550780233394
2001-06,973.1344009072163
2001-07,957.7585621356184
2001-08,913.6311603885052
2001-09,830.4640108647844
2001-10,847.8695728633897
2001-11,899.2674974233433
2001-12,907.2186257207389
2002-01,882.1034394982288
2002-02,875.572558715802
2002-03,914.6872789186364
2002-04,884.7338602952091
2002-05,885.7356874659222
2002-06,831.3473956106574
2002-07,761.21558901028
2002-08,763.170545714147
2002-09,679.0220171575048
2002-10,728.9956330629655
2002-11,768.5687603607214
2002-12,731.8279147897538
2003-01,710.097509954928
2003-02,697.3540669775081
2003-03,694.5666522115907
2003-04,756.5274341678679
2003-05,799.9099457686343
2003-06,814.9047312515139
2003-07,832.5351154293252
2003-08,851.4887439381754
2003-09,856.3957826551883
2003-10,908.2059014069227
2003-11,921.9115560351175
2003-12,980.3982102108935
2004-01,996.4442631662394
2004-02,1014.3789575661891
2004-03,1008.9547788931061
2004-04,985.4282721083354
2004-05,993.1062959699996
2004-06,1012.8820797523026
2004-07,980.1947328238662
2004-08,985.7408452280747
2004-09,1006.2302817862397
2004-10,1031.0174323263575
2004-11,1086.9542933414502
2004-12,1129.1233084711923
2005-01,1105.342040146881
2005-02,1143.6504486666713
2005-03,1118.5371374659724
2005-04,1093.364899732372
2005-05,1113.921465898275
2005-06,1124.9747060108616
2005-07,1166.4139398092566
2005-08,1175.427761839767
2005-09,1210.780734514163
2005-10,1178.5058163662964
2005-11,1221.488760331915
2005-12,1251.6557808556543
2006-01,1313.2251130081788
2006-02,1311.2657453139568
2006-03,1338.9168870126755
2006-04,1383.2672626684493
2006-05,1328.9013061792393
2006-06,1328.2988583268266
2006-07,1337.2439499211355
2006-08,1371.813208129735
2006-09,1387.8209961708517
2006-10,1440.0724860374178
2006-11,1480.4768398210033
2006-12,1513.056685004036
2007-01,1528.0382079408496
2007-02,1520.2406394866202
2007-03,1550.7836329297943
2007-04,1619.879643154777
2007-05,1668.1688268783112
2007-06,1663.0525012315916
2007-07,1636.5722166632938
2007-08,1631.9407517512088
2007-09,1718.1841398776428
2007-10,1784.0861691123102
2007-11,1705.0667212071621
2007-12,1685.961122445389
2008-01,1548.491594465366
2008-02,1553.2670880034257
2008-03,1531.203037966484
2008-04,1616.246650811244
2008-05,1641.8400570960002
2008-06,1507.4130766282512
2008-07,1468.1088383933318
2008-08,1436.8982880316833
2008-09,1257.9507900325555
2008-10,1008.8441500294526
2008-11,942.0835710978697
2008-12,976.221318233933
2009-01,892.0610191182193
2009-02,804.2981449174259
2009-03,870.8805596124722
2009-04,973.2676586448972
2009-05,1069.4782030065776
2009-06,1063.6044105441288
2009-07,1156.6962000051583
2009-08,1199.3639873429208
2009-09,1253.9705059267076
2009-10,1234.0744271180859
2009-11,1285.4973311908734
2009-12,1312.115795805801
2010-01,1255.7090793281936
2010-02,1271.3869466746298
2010-03,1353.2841122981165
2010-04,1355.9049034109044
2010-05,1226.9586582227043
2010-06,1188.444817134645
2010-07,1285.4222711846653
2010-08,1239.905528101868
2010-09,1357.954150742824
2010-10,1407.236029757106
2010-11,1375.3139369966607
2010-12,1477.1303968926104
2011-01,1500.2909447527318
2011-02,1545.0453690403692
2011-03,1543.2654033236124
2011-04,1606.6727585119922
2011-05,1571.6791413590292
2011-06,1547.3093809763616
2011-07,1521.5121489029393
2011-08,1410.1576698837016
2011-09,1278.1271153467117
2011-10,1414.824764547097
2011-11,1373.1202781918055
2011-12,1370.0475021734094
2012-01,1449.1877598228232
2012-02,1521.546482572326
2012-03,1532.5393037060808
2012-04,1514.7014587572642
2012-05,1379.0160575167545
2012-06,1447.1935485897218
