Date,EM FAR EAST
2000-12,100.0
2001-01,121.91778520626714
2001-02,114.03631940443972
2001-03,103.20103645792244
2001-04,103.64024941797688
2001-05,103.99036016240201
2001-06,102.54127469696748
2001-07,96.56288323035051
2001-08,96.78244819782485
2001-09,82.050737031672
2001-10,87.44106885998848
2001-11,100.64113703829523
2001-12,111.06148708977175
2002-01,116.54053564622797
2002-02,119.39338442573884
2002-03,129.00868000318633
2002-04,129.99381020392977
2002-05,128.38609998700383
2002-06,121.91895005764329
2002-07,117.26386341284595
2002-08,115.27404943202748
2002-09,100.62825088772323
2002-10,105.87382866860665
2002-11,112.76754280430299
2002-12,104.43561422395393
2003-01,106.83991078822746
2003-02,100.29748166153959
2003-03,95.37923673418678
2003-04,100.51237796039871
2003-05,109.20079870370886
2003-06,117.0822514101657
2003-07,128.10002278088632
2003-08,136.28782815697005
2003-09,134.19899954122292
2003-10,147.9459775484628
2003-11,145.11272532848824
2003-12,154.25705434723776
2004-01,163.58133099111356
2004-02,170.47624121527164
2004-03,168.7435992720753
2004-04,157.44292042356864
2004-05,152.4711619413668
2004-06,150.0426375882764
2004-07,142.98009902186396
2004-08,150.26581897787648
2004-09,156.03690744754167
2004-10,156.99434213761944
2004-11,171.612105864969
2004-12,176.3531083900271
2005-01,180.02548201433615
2005-02,192.88369737389803
2005-03,182.10992862709097
2005-04,177.50918985225056
2005-05,183.2149945332913
2005-06,186.9284230049876
2005-07,199.22122595671874
2005-08,191.89341210049736
2005-09,203.4496418812368
2005-10,190.26984365222873
2005-11,206.48674636204245
2005-12,221.25885072020978
2006-01,238.3944592171791
2006-02,236.76646282119987
2006-03,238.8403643057031
2006-04,256.8764555492589
2006-05,239.37473380969752
2006-06,236.66892945456775
2006-07,236.06228664122943
2006-08,242.48818720915406
2006-09,250.85828541000902
2006-10,256.33955405971705
2006-11,278.1287913591181
2006-12,288.82919779890256
2007-01,280.57438027913145
2007-02,284.8549721081817
2007-03,290.30317195607375
2007-04,301.5080289348472
2007-05,321.0334268213719
2007-06,342.70602210569507
2007-07,370.4644932357206
2007-08,366.242753941193
2007-09,406.8461016216629
2007-10,448.9097434218657
2007-11,401.7030548153943
2007-12,394.22333264052895
2008-01,337.57755427541434
2008-02,368.35956604124846
2008-03,347.10914134970466
2008-04,374.5132518940813
2008-05,363.00620839432736
2008-06,321.3673166946127
2008-07,315.58976519779657
2008-08,290.7376480527352
2008-09,243.28210474894158
2008-10,186.2090672621434
2008-11,173.90846381611667
2008-12,194.22889126038413
2009-01,180.6990842796509
2009-02,170.1067715054361
2009-03,198.01348921661767
2009-04,230.3230451651684
2009-05,258.640650354915
2009-06,258.6095122196514
2009-07,292.9199378315859
2009-08,284.0832139286138
2009-09,309.36123366543546
2009-10,307.8559397487661
2009-11,314.87707148956235
2009-12,329.7587702656618
2010-01,309.7219528687133
2010-02,309.1835059259169
2010-03,332.3299607468465
2010-04,340.3901922476591
2010-05,310.76562991795635
2010-06,313.5194914448759
2010-07,333.59081347936797
2010-08,328.7028523644708
2010-09,363.08639031869603
2010-10,373.21267010203417
2010-11,368.9086287463162
2010-12,391.3330684480901
2011-01,393.07456981775744
2011-02,376.7647528837706
2011-03,401.49575172945583
2011-04,419.6071532613248
2011-05,414.6796782334236
2011-06,403.4342939321699
2011-07,408.08114222268915
2011-08,366.518219898515
2011-09,317.0455774499449
2011-10,356.89036281766874
2011-11,330.44577722255326
2011-12,335.43768914681715
2012-01,367.05060512990235
2012-02,388.5686155863202
2012-03,377.36651658023095
2012-04,378.97397325744333
2012-05,343.9035767364489
2012-06,350.6893396605269
2012-07,358.7801951635005
2012-08,355.44285030704265
2012-09,378.17431637815076
2012-10,378.2753717062136
2012-11,388.0279574531893
2012-12,403.2661247083567
2013-01,405.60445249264376
2013-02,409.18855487326744
2013-03,398.4288613944029
2013-04,403.01414353357575
2013-05,400.52608099169555
2013-06,377.44238009252405
2013-07,384.212408739242
2013-08,383.77866953996414
2013-09,402.3615306313677
2013-10,419.33626070112285
2013-11,421.64417910455177
2013-12,414.2448642793777
2014-01,393.95564356906823
2014-02,406.7632639603625
2014-03,409.1193230412412
2014-04,410.4360804547376
2014-05,424.65390578292306
2014-06,435.8436401160494
2014-07,451.72502194090384
2014-08,455.7758026068294
2014-09,427.02107064612784
2014-10,431.9503038128465
2014-11,431.9345042531461
2014-12,425.95903941569736
2015-01,433.3202614950412
2015-02,444.04265180417343
2015-03,448.1897788224133
2015-04,486.8057446623736
2015-05,470.5699183671891
2015-06,449.26917493026866
2015-07,411.95378192581137
2015-08,373.7905167293593
2015-09,367.0063060398445
2015-10,398.8641200848159
2015-11,386.58406326409767
2015-12,382.1040490950554
2016-01,353.9922307606958
2016-02,352.3163079449891
2016-03,391.8361591772934
2016-04,385.9438454392462
2016-05,379.6809706028224
2016-06,391.23729580556017
2016-07,409.70132451077137
2016-08,427.7978555292457
2016-09,434.83619468319665
2016-10,428.0418997522399
2016-11,416.18350429381303
2016-12,409.5644518546049
2017-01,434.41733641410576
2017-02,448.91082175376454
2017-03,462.2804263679171
2017-04,472.350677
2017-05,495.588057
2017-06,506.10921
2017-07,533.006163
2017-08,542.124153
2017-09,544.695712
2017-10,572.169081
2017-11,573.445004
2017-12,587.853227
2018-01,638.615803
2018-02,605.502479
2018-03,598.950891
2018-04,596.526858033664
2018-05,590.3368214746665
2018-06,560.1819020655744
2018-07,559.824505688155
2018-08,553.8446007630629
2018-09,550.2582368286644
2018-10,487.33848289854166
2018-11,509.0865248034926
2018-12,490.8131796254772
2019-01,533.4030280162585
2019-02,543.5120030997717
2019-03,548.1962053240595
2019-04,559.079443371409
2019-05,502.82248509644444
2019-06,539.8728400770292
2019-07,534.1058376600345
2019-08,513.3769566639088
2019-09,522.7981741606297
2019-10,546.3540611858733
2019-11,550.0523077746071
2019-12,593.504228179518
2020-01,563.9179834421861
2020-02,551.2726732671948
2020-03,496.4093356970249
2020-04,538.1147083211697
2020-05,538.1058650457999
2020-06,583.3715634021905
2020-07,639.2939599915404
2020-08,659.6214492572766
2020-09,650.9378983953017
2020-10,674.006510394427
2020-11,723.6188793676675
2020-12,771.7768306161765
2021-01,812.0098962488457
2021-02,815.2880033849848
2021-03,785.4190413733229
2021-04,807.9312283003214
2021-05,810.0057341326278
2021-06,811.6537961618706
2021-07,735.4241451112254
2021-08,745.1169328199088
2021-09,708.1333792665894
2021-10,719.8028082902597
2021-11,692.880793
2021-12,700.199159880554
2022-01,673.0032477034296
2022-02,659.3322656539278
2022-03,630.4487733714122
2022-04,594.0574680804251
2022-05,604.2204026416196
2022-06,577.1705117082845
2022-07,558.1787139947919
2022-08,555.7104804163855
2022-09,473.73488003454145
2022-10,436.17830910219874
2022-11,533.8807360369437
2022-12,535.4354526568244
2023-01,595.6873153544926
2023-02,552.078189625784
2023-03,574.6643734890882
2023-04,553.7631963069941
2023-05,543.2584282362773
2023-06,555.5286071800062
2023-07,594.3556125977148
