Date,EM ASIA
2000-12,99.99999999999999
2001-01,119.53003288664581
2001-02,112.33597014954374
2001-03,100.24742061585704
2001-04,100.29910623864801
2001-05,101.1272312385581
2001-06,99.1353473911051
2001-07,93.6620889023525
2001-08,93.65658168204851
2001-09,79.57233503415381
2001-10,84.93805400338738
2001-11,97.0604611647216
2001-12,105.87072171665496
2002-01,110.81509025808101
2002-02,114.01735779804092
2002-03,122.11515579564542
2002-04,122.41461657295419
2002-05,120.2430712006013
2002-06,114.86381318666204
2002-07,110.22763387489013
2002-08,109.01031148275392
2002-09,95.83355832205433
2002-10,100.45483262121773
2002-11,107.26930806351596
2002-12,100.5871773275634
2003-01,102.26567215824225
2003-02,96.66913585316809
2003-03,91.78669983233375
2003-04,95.90505683279298
2003-05,104.13456052076353
2003-06,112.23921647617553
2003-07,122.5734916284731
2003-08,131.08829549404618
2003-09,129.86223108166146
2003-10,143.12460922750233
2003-11,140.99520224560902
2003-12,151.22706793770973
2004-01,159.03809382276154
2004-02,164.88800774703
2004-03,163.74467146452454
2004-04,153.66384589670662
2004-05,146.75000185135278
2004-06,144.66217114701718
2004-07,139.44396722972618
2004-08,145.79194259708797
2004-09,152.02207455133052
2004-10,153.41929815750848
2004-11,168.16544838991084
2004-12,173.62321939104342
2005-01,176.57762199373167
2005-02,188.4746396225225
2005-03,178.37848619178692
2005-04,173.35446936435594
2005-05,179.8620228935261
2005-06,184.7605842957327
2005-07,196.61606401880564
2005-08,190.3232505796179
2005-09,202.54124554658048
2005-10,188.68120955516403
2005-11,205.01844610833552
2005-12,220.21228128735783
2006-01,237.2342517356214
2006-02,236.65157228281566
2006-03,241.1278645172062
2006-04,257.99274614307296
2006-05,238.04562968368285
2006-06,236.21056626951113
2006-07,235.7523927098938
2006-08,243.91116879748503
2006-09,253.66414707549572
2006-10,260.6783168106943
2006-11,281.74600789100697
2006-12,292.20174096812775
2007-01,286.0123731452619
2007-02,286.57639649333106
2007-03,292.49766393229015
2007-04,306.723659435606
2007-05,326.73953057515496
2007-06,346.35854051919875
2007-07,373.48948577783585
2007-08,368.1592926249591
2007-09,411.4463551725471
2007-10,457.3304401093624
2007-11,414.4109339157434
2007-12,412.2245676378035
2008-01,353.1584821159516
2008-02,379.1578898386325
2008-03,353.6411458574166
2008-04,382.908992048779
2008-05,367.212338312364
2008-06,321.42715783261974
2008-07,318.68561863589434
2008-08,296.194649143017
2008-09,247.11478711503023
2008-10,187.6404951932258
2008-11,174.3653060632357
2008-12,193.92966098608198
2009-01,181.54775628868146
2009-02,169.90177320373755
2009-03,196.9387999042072
2009-04,229.78621827014405
2009-05,264.48470185769145
2009-06,263.6904007027284
2009-07,297.1750083350774
2009-08,288.9381445167348
2009-09,315.45564084733536
2009-10,312.43829057331914
2009-11,322.0453821904553
2009-12,336.7309435290178
2010-01,316.6231955368087
2010-02,316.7246570985742
2010-03,341.19753446888495
2010-04,349.21389769320655
2010-05,319.1647621965454
2010-06,323.4817549428457
2010-07,341.5967001809838
2010-08,336.6024565571548
2010-09,374.4705392132687
2010-10,384.2921817187005
2010-11,376.94556972365154
2010-12,400.6415732319869
2011-01,394.9529569774765
2011-02,379.71376953056586
2011-03,406.78839238638636
2011-04,422.21853756528685
2011-05,415.68564354242096
2011-06,406.6623395212941
2011-07,409.5848677464597
2011-08,366.7840944690578
2011-09,320.3243799340235
2011-10,358.9469063896557
2011-11,328.5625599673683
2011-12,330.76570036359743
2012-01,365.92691354260194
2012-02,386.94247335311286
2012-03,374.71980980672777
2012-04,374.1812141838057
2012-05,338.63044995241086
2012-06,347.206535214854
2012-07,354.1931095317075
2012-08,351.66696998332384
2012-09,377.3020662228362
2012-10,375.7304684348668
2012-11,386.2109417415281
2012-12,399.6490017661027
2013-01,403.90555707639965
2013-02,403.6839072608769
2013-03,394.25130403266286
2013-04,400.08145028812766
2013-05,396.57669582830823
2013-06,373.3391597964667
2013-07,378.21387004817757
2013-08,373.6514781072644
2013-09,393.2183015843583
2013-10,412.1546146771462
2013-11,412.81087910933434
2013-12,407.5709550067317
2014-01,388.07428472942803
2014-02,400.7589932002562
2014-03,406.32048255918784
2014-04,407.0092453581192
2014-05,423.7269007003234
2014-06,435.5054941216456
2014-07,450.2423022975726
2014-08,455.0739505626853
2014-09,428.7288541726529
2014-10,435.010718524092
2014-11,435.7902482007972
2014-12,427.52115309345857
2015-01,437.766030902746
2015-02,448.2927435277565
2015-03,449.8811410139922
2015-04,481.1885090235008
2015-05,467.96998019700067
2015-06,449.1843634464783
2015-07,416.93069903867365
2015-08,378.55131654754086
2015-09,372.76355218676946
2015-10,401.7200972020767
2015-11,388.52705655300133
2015-12,385.6629064168575
2016-01,357.51241610366196
2016-02,352.82440438776337
2016-03,393.15344420221993
2016-04,388.14604061984244
2016-05,383.4574094772699
2016-06,394.33599308412647
2016-07,413.397501500421
2016-08,430.0342858584402
2016-09,435.77110332926947
2016-10,429.5153768300021
2016-11,415.2108813606199
2016-12,409.3424778674615
2017-01,433.34754263004373
2017-02,449.10632351118994
2017-03,464.10954410219216
2017-04,474.075841
2017-05,495.541549
2017-06,504.210304
2017-07,532.349886
2017-08,539.710062
2017-09,539.586629
2017-10,568.166305
2017-11,568.823932
2017-12,584.682897
2018-01,631.531027
2018-02,597.720109
2018-03,589.573937
2018-04,590.1137452915731
2018-05,582.1956718936642
2018-06,555.1022834312663
2018-07,558.9613495825868
2018-08,554.3522886828307
2018-09,544.9689528555389
2018-10,485.4507166679229
2018-11,510.487106803461
2018-12,494.3313960110109
2019-01,530.5293925915655
2019-02,539.409557949571
2019-03,549.2346782166952
2019-04,559.1716964482788
2019-05,509.99507270843156
2019-06,542.3826231459142
2019-07,533.7906349874316
2019-08,513.682028837446
2019-09,523.8969536505739
2019-10,547.4103138313437
2019-11,550.3116355667786
2019-12,589.4499302110864
2020-01,562.9980369275909
2020-02,546.889893657955
2020-03,482.797803709737
2020-04,527.0861064318841
2020-05,525.5285265619946
2020-06,568.846911430671
2020-07,623.8427169727003
2020-08,643.8776173773932
2020-09,636.6531098148532
2020-10,657.63156390372
2020-11,706.8637944625061
2020-12,756.709432047918
2021-01,789.506126752436
2021-02,796.8563580911341
2021-03,773.0914915660924
2021-04,791.7048571745976
2021-05,801.5316002924569
2021-06,802.2310772419218
2021-07,737.1973071294094
2021-08,756.6678208415877
2021-09,725.3272748917362
2021-10,734.5390471999834
2021-11,707.848207
2021-12,718.2454825591868
2022-01,693.1979673628786
2022-02,676.9076161777698
2022-03,655.8037563243037
2022-04,622.4760407499024
2022-05,624.9468193898116
2022-06,594.6793026123238
2022-07,587.0933616080729
2022-08,589.229882779674
2022-09,511.26238243237964
2022-10,481.3141602442278
2022-11,571.3461801210605
2022-12,566.6553576517377
