Date,EMERGING MARKETS HORIZON
2003-05,1000.0
2003-06,1040.2795476501065
2003-07,1058.2957766374582
2003-08,1112.0327006021216
2003-09,1156.3294168618545
2003-10,1249.3816660302546
2003-11,1235.567276419852
2003-12,1357.5212997975266
2004-01,1381.9003315683685
2004-02,1449.4538810196166
2004-03,1455.9659850304986
2004-04,1404.2827100007446
2004-05,1368.2819571020714
2004-06,1407.5695311507154
2004-07,1400.107376363827
2004-08,1405.0778728962225
2004-09,1483.3960031229026
2004-10,1531.570758491832
2004-11,1661.616079625465
2004-12,1754.654792851213
2005-01,1794.5764827842463
2005-02,1928.9237057166717
2005-03,1817.9555432293032
2005-04,1771.1601490743903
2005-05,1812.6270756862255
2005-06,1863.4556671270525
2005-07,1992.4701674096698
2005-08,2017.8888197029316
2005-09,2139.566751410531
2005-10,2046.0431322660686
2005-11,2141.4923318961255
2005-12,2217.28806987188
2006-01,2408.97913038838
2006-02,2423.9183387231856
2006-03,2403.286870651927
2006-04,2567.060752649076
2006-05,2288.2244670916534
2006-06,2238.3661356881935
2006-07,2370.283254490966
2006-08,2424.743773132041
2006-09,2468.3840635704587
2006-10,2630.8305312395537
2006-11,2768.4828041483092
2006-12,2868.0297600644367
2007-01,2958.0637878024754
2007-02,2928.807928427335
2007-03,3088.8946325545626
2007-04,3272.1426526724554
2007-05,3470.034795793935
2007-06,3527.608972201627
2007-07,3604.5347340554904
2007-08,3450.7108392362934
2007-09,3686.4021358132495
2007-10,3985.879356137741
2007-11,3794.470163362608
2007-12,3849.1745028961277
2008-01,3638.451433253852
2008-02,3799.292525411127
2008-03,3725.041060895833
2008-04,3784.579973724399
2008-05,3861.6221169883997
2008-06,3597.6832711035513
2008-07,3573.9953727094094
2008-08,3349.0496801456316
2008-09,2920.8036986066795
2008-10,2076.328309627723
2008-11,1965.142910573949
2008-12,2092.145967170388
2009-01,1913.0806044709132
2009-02,1806.3612913251634
2009-03,1949.2197518916375
2009-04,2247.66329196421
2009-05,2540.5507513335397
2009-06,2621.3464546250557
2009-07,2954.186823122012
2009-08,3020.3281010966234
2009-09,3159.366636503113
2009-10,3162.1962891791504
2009-11,3289.5972352389167
2009-12,3424.8139573919984
2010-01,3379.5381927265394
2010-02,3384.265748357291
2010-03,3686.9000887486945
2010-04,3728.390229313107
2010-05,3465.8426878396444
2010-06,3469.4949036700864
2010-07,3774.779042410747
2010-08,3808.885107686027
2010-09,4242.9347234248135
2010-10,4438.49419871542
2010-11,4255.981234223114
2010-12,4458.535500842557
2011-01,4242.306665400351
2011-02,4273.124971692941
2011-03,4484.806428290955
2011-04,4705.870475678341
2011-05,4589.064991170624
2011-06,4573.058632752746
2011-07,4602.312709749586
2011-08,4288.939917562977
2011-09,3724.246760692837
2011-10,4139.036659544175
2011-11,3934.0119307310806
2011-12,3920.255003811749
2012-01,4244.206884323459
2012-02,4448.28537812198
2012-03,4492.738286317321
2012-04,4491.803422764191
2012-05,4028.2154209671066
2012-06,4318.17420364074
2012-07,4413.1302611841365
2012-08,4405.352952279873
2012-09,4611.212174383755
2012-10,4681.180752380518
2012-11,4660.948494881841
2012-12,4882.628999580258
2013-01,4998.256952390476
2013-02,5004.504646160001
2013-03,5071.16372796296
2013-04,5089.752896591353
2013-05,4899.36304927174
2013-06,4640.911494278779
2013-07,4575.358489861523
2013-08,4257.375187606729
2013-09,4449.302058680995
2013-10,4688.4602270442165
2013-11,4515.265051761976
2013-12,4409.702469572727
2014-01,4168.778169073292
2014-02,4329.79394492587
2014-03,4527.906980843406
2014-04,4618.071805652642
2014-05,4696.199110077518
2014-06,4699.582512885431
2014-07,4753.360792576686
2014-08,4846.547529655501
2014-09,4677.06097694208
2014-10,4638.925156674035
2014-11,4570.379801988969
2014-12,4286.1076772992365
2015-01,4156.80556161185
2015-02,4280.27607454866
2015-03,4176.745531013597
2015-04,4260.275823412242
2015-05,4144.728428656095
2015-06,4041.944785190221
2015-07,3903.5024913357
2015-08,3571.500799053791
2015-09,3407.8894339242347
2015-10,3609.8126477173537
2015-11,3441.3761415172917
2015-12,3399.4250685556553
2016-01,3334.1970383608686
2016-02,3411.968949192394
2016-03,3790.408273238576
2016-04,3788.604349734488
2016-05,3573.4682389203012
2016-06,3676.6055405795328
2016-07,3768.4422902058122
2016-08,3815.7422339606474
2016-09,3737.4554435203836
2016-10,3774.638158295798
2016-11,3449.414627918981
2016-12,3546.58485062342
2017-01,3655.408004450573
2017-02,3735.491991000619
2017-03,3887.3872152987456
2017-04,4001.333362
2017-05,4074.714225
2017-06,4139.174049
2017-07,4284.118323
2017-08,4362.849025
2017-09,4293.269482
2017-10,4266.561662
2017-11,4203.136974
2017-12,4450.555563
2018-01,4741.350557
2018-02,4557.553185
2018-03,4466.070679
2018-04,4465.6088355467145
2018-05,4108.054622908904
2018-06,3990.166826275567
2018-07,4202.843951932901
2018-08,4025.7690771397747
2018-09,4011.023509415758
2018-10,3682.4929770509602
2018-11,3813.169439604816
2018-12,3803.78073660183
2019-01,4142.452674704058
2019-02,4030.4616999092764
2019-03,3975.4821320374826
2019-04,4103.235484407623
2019-05,3895.1380758374685
2019-06,4104.034350606782
2019-07,4041.9802021765713
2019-08,3793.26486972501
2019-09,3798.8594676295247
2019-10,3836.1083144662166
2019-11,3790.1229738838438
2019-12,3993.3051906555324
2020-01,3793.1920215961645
2020-02,3395.113743113747
2020-03,2675.6525669198472
2020-04,2940.0239982608164
2020-05,3025.548999658356
2020-06,3156.394967599195
2020-07,3254.9041830880624
2020-08,3265.75632562201
2020-09,3173.4216356772195
2020-10,3153.0443579911102
2020-11,3597.8887778321646
2020-12,3799.531000812438
2021-01,3776.4789439722676
2021-02,3859.152209862566
2021-03,3977.4113689929814
2021-04,4033.610483515041
2021-05,4169.170317327137
2021-06,4057.8259112276514
2021-07,4003.190246223197
2021-08,4225.543032135618
2021-09,4121.826624687439
2021-10,4220.68203739744
2021-11,4013.755695771828
2021-12,4189.881176099065
2022-01,4336.7028562897995
2022-02,4476.548557057785
2022-03,4713.99404278208
2022-04,4519.011999934023
2022-05,4449.177967842946
2022-06,3977.3945558128007
2022-07,4083.9893284945515
2022-08,4088.537579933895
2022-09,3808.2167709452524
2022-10,3988.1357418899183
2022-11,4211.254360499561
2022-12,4103.23305993634
