Date,FM EMEA
2002-05,240.37827424365815
2002-06,245.87378942305432
2002-07,242.11543526387092
2002-08,250.3385156803838
2002-09,241.80869747022635
2002-10,243.83726162826252
2002-11,257.60944883671004
2002-12,267.44356210059783
2003-01,273.5221365308753
2003-02,266.83852754173336
2003-03,275.0505481188691
2003-04,302.3575769538374
2003-05,312.25650561330593
2003-06,308.61680065186994
2003-07,321.0511328306162
2003-08,325.86600395756705
2003-09,349.141257667649
2003-10,356.9421813525234
2003-11,367.99334234259794
2003-12,384.4282973750135
2004-01,395.125604015262
2004-02,399.65752377786436
2004-03,380.54074644720635
2004-04,385.8798469164628
2004-05,390.0316815377604
2004-06,395.4312722973951
2004-07,404.50737280994946
2004-08,404.83816725348964
2004-09,416.33244692386404
2004-10,421.27258970388505
2004-11,452.03840771238737
2004-12,471.41097903790796
2005-01,503.22282204923687
2005-02,575.0555850357706
2005-03,620.6817893808691
2005-04,667.0041903921189
2005-05,632.6832268532654
2005-06,744.561764973767
2005-07,707.3049494384807
2005-08,782.1038493430623
2005-09,846.2976665842403
2005-10,857.3257974638083
2005-11,846.8276008011201
2005-12,814.7494223034714
2006-01,806.8079679842859
2006-02,758.7246769387651
2006-03,734.7969912562793
2006-04,723.5189863310412
2006-05,679.244714676788
2006-06,662.7953222642672
2006-07,658.1272409921612
2006-08,706.3323990257884
2006-09,711.0997439943001
2006-10,743.1138184303534
2006-11,690.9504694029278
2006-12,739.7872699210664
2007-01,753.1489834612552
2007-02,777.1675490309769
2007-03,801.0500700530062
2007-04,833.8008028718504
2007-05,908.616677491513
2007-06,936.6361917570366
2007-07,954.4875874860992
2007-08,938.620012686566
2007-09,972.0490175524102
2007-10,1015.1254657399048
2007-11,1000.0
2007-12,1058.4429311937345
2008-01,1048.8395922363793
2008-02,1099.2673643174928
2008-03,1047.1353271649352
2008-04,1083.125478940817
2008-05,1088.4241705134514
2008-06,1072.6889913230534
2008-07,1040.100571722212
2008-08,950.5534777176869
2008-09,823.1335989046345
2008-10,618.3952371098281
2008-11,541.0268618948714
2008-12,485.76923419558557
2009-01,395.4082683544153
2009-02,370.464511403429
2009-03,400.7162792022678
2009-04,444.5140191484713
2009-05,525.4059248102809
2009-06,537.755433603486
2009-07,545.5118163402572
2009-08,573.0277395789321
2009-09,588.7106851614557
2009-10,567.9350845354519
2009-11,533.5732348143716
2009-12,525.7845989056723
2010-01,513.7460867101138
2010-02,547.6182524290234
2010-03,590.8992629811316
2010-04,589.0344949210726
2010-05,534.3206586
2010-06,524.8648802523826
2010-07,554.1141113119525
2010-08,557.3012023676021
2010-09,599.2307047516639
2010-10,620.2836339958626
2010-11,610.5331183879712
2010-12,639.9791321764603
2011-01,643.0843933910943
2011-02,611.1862627901917
2011-03,615.2988815423992
2011-04,652.667853284381
2011-05,624.7538046528103
2011-06,612.852350899131
2011-07,595.2821880780762
2011-08,568.3730182060755
2011-09,544.6532140125169
2011-10,563.3606301033092
2011-11,547.7276578380172
2011-12,546.4323426306108
2012-01,546.0430299934828
2012-02,564.4620783793385
2012-03,577.6968924753825
2012-04,580.6587148528932
2012-05,553.0072899249152
2012-06,551.6281777033772
2012-07,558.3382529781027
2012-08,569.2163096728016
2012-09,594.4113083748049
2012-10,593.8298141921401
2012-11,605.2826917896637
2012-12,611.8989797232995
2013-01,656.8367195500308
2013-02,661.3851474535303
2013-03,664.7367295048463
2013-04,691.3192409439514
2013-05,722.3979684639143
2013-06,682.5322189184867
2013-07,718.0546848277515
2013-08,699.5009975919569
2013-09,724.0881294081868
2013-10,738.5135848669275
2013-11,746.2232904247743
2013-12,766.5876663253865
2014-01,779.2851929870025
2014-02,803.7550548241944
2014-03,821.9901394875286
2014-04,872.7555883501904
2014-05,931.1756651127718
2014-06,920.0825041258561
2014-07,930.7188568630914
2014-08,933.5738855138679
2014-09,930.4910687101135
2014-10,874.9125467295412
2014-11,830.2956524480363
2014-12,790.2754723067853
2015-01,749.0286312447525
2015-02,764.0592050375984
2015-03,750.8090938283858
2015-04,782.3142131177116
2015-05,756.2489465509478
2015-06,754.1544712936505
2015-07,727.039112208863
2015-08,684.9741315681524
2015-09,693.6268939634958
2015-10,683.5297981285335
2015-11,664.0947880162729
2015-12,663.1029688298185
2016-01,604.6950121861543
2016-02,624.4191602941212
2016-03,652.1915337390963
2016-04,667.5244586449347
2016-05,672.3273442213249
2016-06,627.8067638518246
2016-07,633.2603465344832
2016-08,625.2953747011993
2016-09,642.993847601002
2016-10,644.8544378218708
2016-11,640.6532362453601
2016-12,662.0034020600307
2017-01,700.454213255296
2017-02,692.4803567547748
2017-03,695.2145345359859
2017-04,699.973117
2017-05,734.378336
2017-06,744.310393
2017-07,785.385363
2017-08,800.652946
2017-09,793.67892
2017-10,784.499917
2017-11,787.336989
2017-12,794.49242
2018-01,844.065865
2018-02,842.202023
2018-03,850.012087
