Date,AC AMERICAS
2000-12,100.0
2001-01,103.94545628442577
2001-02,94.30174878518895
2001-03,88.16338116631923
2001-04,94.95317266674039
2001-05,95.588727253152
2001-06,93.35868911870533
2001-07,92.35887943015315
2001-08,86.29960908555748
2001-09,79.44033553152777
2001-10,80.58381199559729
2001-11,86.76821679020071
2001-12,87.46994607211863
2002-01,86.25306452448186
2002-02,84.644203217475
2002-03,87.78883671271888
2002-04,82.345117570065
2002-05,81.67286166321168
2002-06,75.41880737303576
2002-07,69.78159386939419
2002-08,70.16758193644644
2002-09,62.249070764414434
2002-10,67.76230639135201
2002-11,71.78169610102938
2002-12,67.61803137586394
2003-01,66.08641726768674
2003-02,65.17371864343772
2003-03,65.7337487549359
2003-04,71.22084312540375
2003-05,75.0755826551687
2003-06,76.0302479263283
2003-07,77.39255728305514
2003-08,78.93825046813551
2003-09,78.14030469230994
2003-10,82.62239526335885
2003-11,83.48784273004517
2003-12,87.86495053422459
2004-01,89.38500531431268
2004-02,90.51448814659105
2004-03,89.13260117596354
2004-04,87.32969218152289
2004-05,88.47707200115879
2004-06,90.22162543884512
2004-07,87.35159247759525
2004-08,87.78794230596621
2004-09,89.07603912147403
2004-10,90.64101932725251
2004-11,94.38686373725271
2004-12,97.64802542252544
2005-01,95.14169110172769
2005-02,97.47474034907684
2005-03,95.90412909712973
2005-04,93.92739459738358
2005-05,96.96800688615008
2005-06,97.54664367278443
2005-07,101.32829922543762
2005-08,100.85302171523178
2005-09,102.32327239634948
2005-10,100.16831353447249
2005-11,104.32247892856115
2005-12,104.63516568366391
2006-01,108.23872209202356
2006-02,108.17563805517213
2006-03,109.42214444698212
2006-04,111.28113239826956
2006-05,107.57498010220937
2006-06,107.64895994987225
2006-07,108.05435857015938
2006-08,110.66521643526306
2006-09,112.96454597152186
2006-10,117.0332159077338
2006-11,119.4721786795859
2006-12,120.93813457537944
2007-01,122.92618680968103
2007-02,120.76688028105968
2007-03,122.40260093382363
2007-04,127.80849702515091
2007-05,132.95449996850854
2007-06,131.043869129404
2007-07,127.4475502951297
2007-08,128.94171622450384
2007-09,134.77560800438775
2007-10,138.36989889689633
2007-11,131.60052840737708
2007-12,131.23164038995736
2008-01,123.18432693491378
2008-02,120.86733283399452
2008-03,119.65422538925824
2008-04,126.05220898912157
2008-05,129.14337809527862
2008-06,119.09869228513031
2008-07,116.54062730938925
2008-08,117.10787745303526
2008-09,105.19106504763998
2008-10,85.6300087236874
2008-11,79.37553033016252
2008-12,80.16227885509396
2009-01,74.10709911764506
2009-02,66.69275059477047
2009-03,72.47835215229823
2009-04,79.9003432525029
2009-05,85.79886574851805
2009-06,85.41273356224661
2009-07,92.20339196549347
2009-08,94.89217197087542
2009-09,99.20774945088299
2009-10,97.1814708295179
2009-11,103.161812237998
2009-12,105.33355023885433
2010-01,100.90330591365192
2010-02,104.24619587308614
2010-03,110.71587926019825
2010-04,112.31128976640922
2010-05,103.27612700298216
2010-06,97.87217962891857
2010-07,104.98201071471523
2010-08,100.63799222319415
2010-09,109.71690334309288
2010-10,113.86984837059505
2010-11,113.75704841757103
2010-12,121.3904674710821
2011-01,123.50597024078667
2011-02,127.91252480443886
2011-03,128.26419763923425
2011-04,131.71573908401282
2011-05,129.84351753762058
2011-06,127.5559860054615
2011-07,124.8989055181156
2011-08,118.15093682822342
2011-09,108.0989379162256
2011-10,120.26714905943012
2011-11,119.19630122488061
2011-12,119.77149908844481
2012-01,126.0116513698521
2012-02,131.44353477743084
2012-03,134.40269571900717
2012-04,133.43522378989636
2012-05,124.14506606102026
2012-06,128.88229061694813
2012-07,130.6692324579365
2012-08,133.6500771677304
2012-09,137.2086170880488
2012-10,134.93703485173234
2012-11,135.43138702641767
2012-12,137.0655208521918
2013-01,143.77434159413775
2013-02,144.92098368781677
2013-03,149.67708919121384
2013-04,152.04112344230245
2013-05,154.19283496101195
2013-06,151.07157657323532
2013-07,158.61397921646588
2013-08,154.3184138119761
2013-09,159.75118427467072
2013-10,166.68188013226325
2013-11,170.38714786133522
2013-12,174.4157704066487
2014-01,167.9653013206675
2014-02,175.55082872301907
2014-03,177.26922257614336
2014-04,178.69154637794136
2014-05,182.48149573137457
2014-06,186.91793985970116
2014-07,184.57522204596404
2014-08,191.92205240083604
2014-09,187.2720000011616
2014-10,190.8950866810005
2014-11,195.027660742063
2014-12,193.5808668213507
2015-01,187.21021496840606
2015-02,197.9536679551962
2015-03,194.4642259466744
2015-04,197.3568559314249
2015-05,198.67720834709908
2015-06,194.8563260366791
2015-07,197.4813277258989
2015-08,185.13287619954824
2015-09,179.7194690566795
2015-10,194.00696807538932
2015-11,194.12721483464682
2015-12,190.13465579122013
2016-01,180.2538338134555
2016-02,180.246980204072
2016-03,193.2880115631985
2016-04,195.07264252794377
2016-05,197.31566726150893
2016-06,198.22929690423098
2016-07,205.7235181709727
2016-08,205.9397524547237
2016-09,206.1444578416958
2016-10,202.8889278055014
2016-11,209.123867115265
2016-12,212.87706275562556
2017-01,217.70145347427191
2017-02,225.42162651075301
2017-03,225.7035432246483
2017-04,227.609783
2017-05,230.1475
2017-06,231.800794
2017-07,237.018593
2017-08,237.870097
2017-09,242.829554
2017-10,247.588837
2017-11,254.242329
2017-12,257.496966
2018-01,271.98496
2018-02,261.334704
2018-03,255.156678
2018-04,256.2608583358223
2018-05,261.17108288560826
2018-06,262.5721004087594
2018-07,272.06868336249755
2018-08,279.5051798880498
2018-09,280.842247362203
2018-10,261.7596649481448
2018-11,266.2113319618518
2018-12,242.6971219930605
2019-01,263.5459687335824
2019-02,271.63289432072344
