Date,EFM ASIA
2015-02,1081.3933410862717
2015-03,1084.6346572548864
2015-04,1159.9999875416916
2015-05,1128.2033504142553
2015-06,1083.407134560382
2015-07,1006.3858892982197
2015-08,913.8300726647768
2015-09,899.5142786820055
2015-10,969.1285140805352
2015-11,937.088431048575
2015-12,930.3159269128014
2016-01,862.4646111786773
2016-02,851.250336951366
2016-03,948.030250342414
2016-04,936.2959092868265
2016-05,925.2070448182363
2016-06,951.4889951310984
2016-07,997.4310415124415
2016-08,1037.3469692386664
2016-09,1051.080827472366
2016-10,1035.9437592464944
2016-11,1001.696132867885
2016-12,987.9993777042489
2017-01,1045.5780477671374
2017-02,1083.3902218822966
2017-03,1119.3592171763348
2017-04,1143.323205
2017-05,1194.794501
2017-06,1215.769742
2017-07,1283.273055
2017-08,1301.044786
2017-09,1300.965388
2017-10,1369.868049
2017-11,1372.34087
2017-12,1410.856175
2018-01,1523.975747
2018-02,1442.78997
2018-03,1423.698424
2018-04,1424.3824792808928
2018-05,1404.579832470845
2018-06,1339.6111298467722
2018-07,1348.7097087923034
2018-08,1337.7286440671696
2018-09,1315.2487981915647
2018-10,1171.8455460156113
2018-11,1232.1188874057746
2018-12,1193.0635425061907
2019-01,1280.204883399037
2019-02,1302.05651749372
2019-03,1325.615648451017
2019-04,1349.3443029299365
2019-05,1231.1877295094991
2019-06,1308.8974095662675
2019-07,1288.4806329514065
2019-08,1240.1466515176614
2019-09,1264.710301006474
2019-10,1321.07001815888
2019-11,1327.9353208401828
2019-12,1421.6577578474335
2020-01,1357.9435708014646
2020-02,1318.8385441990258
2020-03,1163.6212426661343
2020-04,1270.5549366809416
2020-05,1267.484692372853
2020-06,1371.283381831956
2020-07,1503.1957130992416
2020-08,1551.841706505925
2020-09,1534.6223963333343
2020-10,1585.3254747172014
2020-11,1703.8468829211213
2020-12,1824.0554633370382
2021-01,1902.675066768058
2021-02,1920.749639781847
2021-03,1863.640894963162
2021-04,1908.889400764444
2021-05,1932.7532124735835
2021-06,1934.8004335733374
2021-07,1778.1788124309046
2021-08,1825.0598345784906
2021-09,1750.0081740297878
2021-10,1772.5265803239784
2021-11,1708.349215
2021-12,1733.3365622750598
2022-01,1672.9241215540408
2022-02,1633.5390270771923
2022-03,1582.6426108002897
2022-04,1502.0333807386576
2022-05,1507.2805959286152
2022-06,1434.0219373933453
2022-07,1415.6143564124784
2022-08,1421.155906785347
2022-09,1233.2704138383374
2022-10,1160.5022239183804
2022-11,1376.5754822997021
2022-12,1365.0522583057154
2023-01,1482.7998663556782
2023-02,1380.7611093029648
2023-03,1430.5427238485133
2023-04,1396.880098206457
2023-05,1382.241147077119
2023-06,1419.7856228876258
2023-07,1508.4799769798888
