Date,EFM ASIA
2002-05,295.91325555431064
2002-06,282.44746797492206
2002-07,270.25138930229394
2002-08,266.9423266251627
2002-09,233.54718661660078
2002-10,244.67695129368846
2002-11,261.47087931307215
2002-12,242.79965326292813
2003-01,245.97114440111181
2003-02,231.45555739024056
2003-03,218.68868247575824
2003-04,229.05730051506785
2003-05,247.4505448548459
2003-06,267.3627293794382
2003-07,291.33593326080046
2003-08,311.7312304401334
2003-09,307.44884601421444
2003-10,338.1039309189373
2003-11,332.2529480897298
2003-12,355.0152791187055
2004-01,376.21208993922835
2004-02,391.7078007261401
2004-03,390.37386320154206
2004-04,367.14582340985254
2004-05,352.52623069867053
2004-06,347.5979623758627
2004-07,333.7728319073839
2004-08,349.3836841310266
2004-09,364.0705785245171
2004-10,368.94487594921617
2004-11,403.8309741617864
2004-12,417.95770255416926
2005-01,424.9327949562771
2005-02,454.39894670269143
2005-03,429.91777665349935
2005-04,418.0002914423604
2005-05,434.99882279529294
2005-06,446.0930221560044
2005-07,475.30511232826336
2005-08,459.581749248012
2005-09,487.83641135388297
2005-10,453.46937316337227
2005-11,492.14182542651173
2005-12,531.7090769652104
2006-01,572.5584471034957
2006-02,569.7927303075664
2006-03,577.3765004565646
2006-04,619.2077004565881
2006-05,572.8963521117518
2006-06,569.0912205755063
2006-07,567.8882811345105
2006-08,588.473990171137
2006-09,609.9316007920629
2006-10,625.3827443702276
2006-11,676.2262865112579
2006-12,702.3825546336313
2007-01,686.6718147812167
2007-02,687.1704904744859
2007-03,700.5178082715612
2007-04,732.5373808667042
2007-05,780.4951750734065
2007-06,828.442181063326
2007-07,893.8682550625061
2007-08,881.7091663779063
2007-09,987.4084765371413
2007-10,1099.311775147952
2007-11,1000.0000000000001
2007-12,993.9351532946722
2008-01,851.4771015444194
2008-02,913.6402728015288
2008-03,852.2818283812013
2008-04,923.082458253695
2008-05,886.4973188844385
2008-06,776.0618191561473
2008-07,769.5986535173254
2008-08,715.545140622654
2008-09,597.0056086932605
2008-10,453.3345181459966
2008-11,421.24654222167413
2008-12,468.4316821418061
2009-01,438.5549537931708
2009-02,410.30127631810376
2009-03,475.5657917339476
2009-04,554.8788806183632
2009-05,638.7386710679953
2009-06,636.8618927497895
2009-07,717.5912571831041
2009-08,698.1332843631644
2009-09,762.0759869215143
2009-10,754.8058548603968
2009-11,777.6741895241889
2009-12,812.9889275402973
2010-01,764.6700334355147
2010-02,764.9151561141468
2010-03,823.8905252309283
2010-04,843.3182202134915
2010-05,770.7241988772278
2010-06,781.2720578314163
2010-07,824.9842537070313
2010-08,812.8716711014495
2010-09,903.9620053053642
2010-10,927.7057427750887
2010-11,910.2045768977459
2010-12,967.2522609570475
2011-01,953.4160843619574
2011-02,915.6704149588517
2011-03,980.9478459564084
2011-04,1017.8806300591566
2011-05,1001.9318000562585
2011-06,980.4469970004477
2011-07,987.4769196922385
2011-08,884.6484603666762
2011-09,773.2739158227953
2011-10,865.5185945513631
2011-11,792.4309472372189
2011-12,797.4208650692698
2012-01,881.6071768068988
2012-02,932.3506541775754
2012-03,903.2450100906083
2012-04,902.0611829011283
2012-05,816.5048900246351
2012-06,837.0127842198616
2012-07,853.7746480091248
2012-08,847.8585862339327
2012-09,909.4504706465503
2012-10,905.513411942617
2012-11,930.5718672327224
2012-12,963.0602985423469
2013-01,973.5254503029323
2013-02,973.0318156475597
2013-03,950.3810668215655
2013-04,964.3585091829664
2013-05,956.5156838614862
2013-06,900.431516641462
2013-07,912.2882837611531
2013-08,901.1426532142785
2013-09,948.042997120786
2013-10,993.6982345806575
2013-11,995.2876612354627
2013-12,982.8617338594787
2014-01,936.3957870185899
2014-02,966.83684963453
2014-03,980.3584125263748
2014-04,982.1787947730119
2014-05,1022.3274583435839
2014-06,1050.571172552999
2014-07,1086.0682965178485
2014-08,1097.6004802719547
2014-09,1034.5108263256225
2014-10,1049.5704393713675
2014-11,1051.192022438175
2014-12,1031.557538311998
2015-01,1056.216839830177
