Date,ACWI ex FINLAND
1998-12,1000.0
1999-01,1019.1464106125064
1999-02,993.2636599305459
1999-03,1037.771844778089
1999-04,1082.6374785889916
1999-05,1044.9441383854091
1999-06,1096.194500647152
1999-07,1090.8557642404894
1999-08,1089.8388331783399
1999-09,1077.2076045110225
1999-10,1129.5980414933874
1999-11,1162.3120910840305
1999-12,1255.5675800056345
2000-01,1186.0469674820597
2000-02,1188.2471698353058
2000-03,1267.239841711916
2000-04,1208.641608902533
2000-05,1179.092747965227
2000-06,1219.6143321156017
2000-07,1184.7289520891247
2000-08,1222.5685092105964
2000-09,1155.46668397947
2000-10,1132.0234578480888
2000-11,1060.6085870205745
2000-12,1077.0955140282638
2001-01,1106.9223070519315
2001-02,1016.3340681868303
2001-03,946.8996721827099
2001-04,1013.4439168019513
2001-05,1002.6104320067673
2001-06,972.815750773447
2001-07,957.6130248849593
2001-08,914.6121303929151
2001-09,830.3686310809506
2001-10,846.5498806400495
2001-11,898.0820617707055
2001-12,905.7451564893116
2002-01,881.2203345781056
2002-02,874.7975437839201
2002-03,914.2541397123299
2002-04,885.9765640516748
2002-05,887.0965299592945
2002-06,832.1962527330508
2002-07,762.576852130922
2002-08,764.076107441839
2002-09,679.6548662176872
2002-10,728.7541626442705
2002-11,767.8888938473129
2002-12,731.6760513847363
2003-01,710.5313036172362
2003-02,697.9081844261452
2003-03,694.7378569826562
2003-04,755.7536000653964
2003-05,799.2691958171027
2003-06,814.6928956184029
2003-07,832.8177095289637
2003-08,852.060903137514
2003-09,857.5462276408573
2003-10,909.051053783413
2003-11,922.379772187576
2003-12,981.1959897699953
2004-01,997.0243947457383
2004-02,1014.7294928949641
2004-03,1009.1898940742668
2004-04,986.9600579577997
2004-05,994.7333413073268
2004-06,1014.2893013192371
2004-07,982.3944882157613
2004-08,988.363828102239
2004-09,1008.4141719667459
2004-10,1032.6833981185846
2004-11,1088.7646612758726
2004-12,1131.246006942971
2005-01,1107.329317349249
2005-02,1145.4376256817677
2005-03,1120.275085761571
2005-04,1095.3606033205144
2005-05,1115.6536351188406
2005-06,1126.9229309574205
2005-07,1168.870506384587
2005-08,1177.7727464213835
2005-09,1213.021877056047
2005-10,1180.4545339386157
2005-11,1223.5949271776017
2005-12,1253.431158081758
2006-01,1315.1383731463936
2006-02,1312.9133945106385
2006-03,1339.870001443616
2006-04,1384.209927689188
2006-05,1329.8248712325355
2006-06,1329.49264764115
2006-07,1338.6903523950664
2006-08,1373.2020216061962
2006-09,1389.5234165719446
2006-10,1441.641673735699
2006-11,1482.347942968059
2006-12,1515.363230487385
2007-01,1530.170265803257
2007-02,1521.9744171062937
2007-03,1552.1570930340638
2007-04,1620.5978672480237
2007-05,1668.421257716884
2007-06,1663.47051932486
2007-07,1637.7929068522112
2007-08,1632.5083662749933
2007-09,1719.3276572996651
2007-10,1786.4748773298522
2007-11,1707.1288831977433
2007-12,1688.5460787801358
2008-01,1550.1707058748839
2008-02,1554.1868985008534
2008-03,1531.9895750216174
2008-04,1618.3123120313187
2008-05,1643.7657755568257
2008-06,1509.3119500727746
2008-07,1469.7161363104067
2008-08,1438.3839654312346
2008-09,1259.7172478517293
2008-10,1009.9463833970847
2008-11,943.7127177481794
2008-12,977.7917669666873
2009-01,894.6753494366709
2009-02,807.483945803998
2009-03,873.7932611670798
2009-04,976.2650219128636
2009-05,1073.6266182610289
2009-06,1067.8601953838795
2009-07,1162.3693984065123
2009-08,1203.6639619388918
2009-09,1258.905417592385
2009-10,1239.8623998070182
2009-11,1290.8480119151225
2009-12,1317.6624190206858
2010-01,1260.328714777252
2010-02,1276.6062791510249
2010-03,1358.383234701447
2010-04,1361.290661778757
2010-05,1232.4519562987348
2010-06,1194.6875177973886
2010-07,1291.6941323072372
2010-08,1246.5681517740056
2010-09,1365.4078740697973
2010-10,1414.7252150688992
2010-11,1383.6967208857197
2010-12,1484.7471545081037
2011-01,1507.8586974652897
2011-02,1552.4023303058798
2011-03,1550.5777187649433
2011-04,1613.8358060090582
2011-05,1579.657990968137
2011-06,1554.9531253771686
2011-07,1530.1415553699
2011-08,1418.1772831738954
2011-09,1284.5424925221753
2011-10,1422.0136813003407
2011-11,1379.6089070385585
2011-12,1377.2006175627457
2012-01,1457.2146516674215
2012-02,1530.3890699674475
2012-03,1540.5495507840624
2012-04,1523.288617403091
2012-05,1387.0752494302246
2012-06,1455.6493451285012
2012-07,1475.5970605860389
2012-08,1507.551552403165
2012-09,1555.0082506296735
2012-10,1544.4957332129366
2012-11,1564.073864366651
2012-12,1599.4057870550164
2013-01,1672.979454559557
2013-02,1672.8039092279614
2013-03,1703.5877175125884
2013-04,1752.134628246011
2013-05,1747.342571830255
2013-06,1696.3341631008966
2013-07,1777.4758758622718
2013-08,1740.2364803473913
2013-09,1829.514901249298
2013-10,1902.8875933367729
2013-11,1929.7003296614635
2013-12,1963.0208228891436
2014-01,1884.7357629367273
2014-02,1975.4278281077798
2014-03,1984.391831308899
2014-04,2003.1973687077284
2014-05,2045.7730991135334
2014-06,2084.443170880209
2014-07,2059.127259423549
2014-08,2104.731552563547
2014-09,2036.4335609417512
2014-10,2050.849767646911
2014-11,2085.063846526898
2014-12,2044.9910157708796
2015-01,2012.8618819457342
2015-02,2125.0122519181264
2015-03,2092.1487276227213
2015-04,2153.1543562831416
2015-05,2150.322972985773
2015-06,2099.6958720685757
2015-07,2117.757412390274
2015-08,1972.6424892996513
2015-09,1901.0405713675673
2015-10,2050.1318924410775
2015-11,2033.1521107961987
2015-12,1996.3805802840004
2016-01,1875.8442372055872
2016-02,1863.3195017022288
2016-03,2001.5488055832782
2016-04,2031.2516149646729
2016-05,2033.831165398595
2016-06,2021.550108844479
2016-07,2108.613513904165
2016-08,2115.8259656246846
2016-09,2128.5903378439148
2016-10,2092.8150889975727
2016-11,2108.964416061761
2016-12,2154.303405633236
2017-01,2213.439085084602
2017-02,2275.4884243731262
2017-03,2303.099523146449
2017-04,2338.655579
2017-05,2389.901608
2017-06,2400.857504
2017-07,2467.998803
2017-08,2477.486651
2017-09,2525.427575
2017-10,2578.245671
2017-11,2628.300614
2017-12,2670.832819
2018-01,2821.412756
2018-02,2702.316145
2018-03,2644.398299
2018-04,2669.358311310447
2018-05,2672.868875539696
2018-06,2658.4367706771186
