Date,FM AFRICA
2002-05,132.4439777937594
2002-06,142.15407523804834
2002-07,137.78777201465672
2002-08,144.38274425622475
2002-09,139.3846337839773
2002-10,135.57710592076833
2002-11,142.8076278973768
2002-12,151.4024316665628
2003-01,174.22268754250575
2003-02,178.76288582828445
2003-03,172.7103109679588
2003-04,184.0397225622582
2003-05,194.4249851040495
2003-06,199.61350863970102
2003-07,194.48508296120127
2003-08,203.13195201853966
2003-09,226.39584480223502
2003-10,251.34518363824012
2003-11,260.75331479974705
2003-12,277.1887952090409
2004-01,317.11082802843396
2004-02,348.9298383013536
2004-03,312.80906550185733
2004-04,362.3909677635012
2004-05,392.8803996359381
2004-06,403.9015639762995
2004-07,381.8227206554669
2004-08,341.0187493335652
2004-09,333.3399107975174
2004-10,340.0211417584496
2004-11,340.2536048026845
2004-12,336.4984060380516
2005-01,322.3768328482407
2005-02,310.33837008888094
2005-03,297.4702771264584
2005-04,322.78286061919476
2005-05,326.9469475700548
2005-06,325.25002406789577
2005-07,337.4908482711713
2005-08,364.5547981969058
2005-09,395.4412794610291
2005-10,420.6554070029934
2005-11,402.0098604913744
2005-12,402.081929250459
2006-01,413.2573658753984
2006-02,407.6453382510145
2006-03,410.3365022089377
2006-04,423.1546869493662
2006-05,448.8090874164136
2006-06,460.01418062319755
2006-07,510.2190566544952
2006-08,611.2579404482143
2006-09,591.6105868411355
2006-10,601.336939841072
2006-11,557.2286196285174
2006-12,592.9696119721578
2007-01,674.9917947723111
2007-02,714.9886358291996
2007-03,736.0145453895104
2007-04,790.3993892867951
2007-05,820.3348845475132
2007-06,875.2698770722184
2007-07,894.257403805767
2007-08,859.2914411128936
2007-09,905.8316236040113
2007-10,916.3016552339789
2007-11,999.9999999999999
2007-12,1053.8045560696619
2008-01,1041.5566106828678
2008-02,1118.350019530447
2008-03,1094.0260081222375
2008-04,1064.2991028462104
2008-05,1044.544859869661
2008-06,1011.8830179502587
2008-07,957.7944511471798
2008-08,881.2276617016057
2008-09,814.0409970121948
2008-10,583.2651674346836
2008-11,549.7278586375477
2008-12,487.89045659415865
2009-01,331.18292125451524
2009-02,358.59429809745126
2009-03,341.39316445789694
2009-04,379.40496398399375
2009-05,513.7767506865838
2009-06,487.29992335569784
2009-07,451.16296861812435
2009-08,425.6642462368274
2009-09,440.3613143584837
2009-10,433.1357687356068
2009-11,427.7729656261924
2009-12,429.5533507823357
2010-01,462.69502357842816
2010-02,466.97469854427794
2010-03,517.4407772145448
2010-04,525.1420583954663
2010-05,499.4937083772158
2010-06,500.9558923917459
2010-07,521.1325339035842
2010-08,489.69452781503423
2010-09,491.3491577510005
2010-10,526.507438838051
2010-11,525.9608478483209
2010-12,537.2055481557576
2011-01,555.8874733760608
2011-02,536.6739524759682
2011-03,516.192590739825
2011-04,542.8227179949713
2011-05,543.0273830372918
2011-06,531.4246742063355
2011-07,511.6651411613375
2011-08,453.73251842530067
2011-09,421.5662485170016
2011-10,444.5878703404872
2011-11,424.3475416204285
2011-12,446.40379602312066
2012-01,448.7414103705684
2012-02,459.2369612814541
2012-03,476.40451543957505
2012-04,512.3879914684333
2012-05,503.67010955432386
2012-06,495.57031069204214
2012-07,542.1697198065981
2012-08,573.8326817198022
2012-09,616.9765349751084
2012-10,631.6605890362083
2012-11,633.606556892306
