Date,FM AFRICA
2012-12,684.5665103238586
2013-01,753.5796251196258
2013-02,776.3664039694797
2013-03,801.1955596795642
2013-04,806.4646097462035
2013-05,887.2207726420163
2013-06,792.7249479715862
2013-07,834.293216772888
2013-08,791.9661814933214
2013-09,832.239844206743
2013-10,871.6939843962369
2013-11,889.6549155914952
2013-12,893.5115771186686
2014-01,849.4145302535202
2014-02,828.5286526579981
2014-03,834.0838562435713
2014-04,874.2577020854716
2014-05,922.8660524429597
2014-06,923.1305043501291
2014-07,934.380980658393
2014-08,929.0972464174996
2014-09,933.6534218871378
2014-10,858.1097763443288
2014-11,803.4619154016873
2014-12,775.0026196412102
2015-01,702.5103313982711
2015-02,704.6889350039772
2015-03,732.3910075901553
2015-04,763.3121842724041
2015-05,740.5491868956644
2015-06,728.2270150988003
2015-07,666.8802920228406
2015-08,647.8701424862677
2015-09,679.7106802683486
2015-10,651.093104842105
2015-11,624.8346139331119
2015-12,633.0118045774675
2016-01,576.5369067498451
2016-02,589.1948362644307
2016-03,612.7144707104947
2016-04,638.4246713463457
2016-05,669.5665817765646
2016-06,584.666057751677
2016-07,571.4415939027247
2016-08,562.9471209826534
2016-09,585.5152720023432
2016-10,585.0868343704559
2016-11,568.5989250056465
2016-12,589.0617473915283
2017-01,593.7863620428833
2017-02,574.088574831019
2017-03,582.7705219132391
2017-04,599.489553
2017-05,658.255683
2017-06,699.950297
2017-07,737.229445
2017-08,729.244276
2017-09,717.51071
2017-10,717.528816
2017-11,740.339967
2017-12,743.389658
2018-01,799.152455
2018-02,789.436058
2018-03,789.772116
2018-04,788.6352192255623
2018-05,740.4610537947436
2018-06,740.8071754165417
2018-07,733.369740996576
2018-08,707.1175899632427
2018-09,676.7712018092444
2018-10,652.2119199344964
2018-11,658.080977111075
2018-12,648.0586953834738
2019-01,657.2447955299713
2019-02,672.5832816178118
2019-03,667.4829303002588
2019-04,671.173584879747
2019-05,655.501448208257
2019-06,669.6471011209535
2019-07,656.072744282568
2019-08,655.1077687277948
2019-09,655.8690586697339
2019-10,666.5914396641828
2019-11,684.4377672063417
2019-12,718.1073260808033
2020-01,729.0640241654202
2020-02,678.8330434409446
2020-03,518.0172360908222
2020-04,539.2478745768733
2020-05,572.8436264323772
2020-06,577.9933471142169
2020-07,581.1317958653221
2020-08,611.2959273657606
2020-09,613.784771977923
2020-10,646.995383507084
2020-11,693.3427903941902
2020-12,726.3771242214368
2021-01,735.3572677121747
2021-02,727.3740638276727
2021-03,719.773248145583
2021-04,760.1665537179106
2021-05,784.8916992486006
2021-06,798.7936979651583
2021-07,810.1822200608611
2021-08,820.5313413301864
2021-09,836.4380164142756
2021-10,847.9650896976663
2021-11,793.9972406637067
2021-12,811.5435822484733
2022-01,809.9262467010284
2022-02,781.8986590544816
2022-03,764.6720703008056
2022-04,770.0180758312828
2022-05,721.8637604256527
2022-06,692.5541306825418
2022-07,689.0827845579591
2022-08,684.5999375142497
2022-09,640.1262602587948
2022-10,615.9738891147406
2022-11,627.8151185946533
2022-12,629.5184694551137
2023-01,626.8044068345239
2023-02,642.7665818011975
2023-03,610.5460131260927
2023-04,604.5336645009439
2023-05,634.8491220620523
2023-06,612.0522854752479
2023-07,649.0348579598468
