Date,AC EUROPE
2000-12,100.0
2001-01,100.14837731265408
2001-02,91.20148027412218
2001-03,84.40019162444788
2001-04,90.49722212033983
2001-05,86.12296403630839
2001-06,82.85369727780457
2001-07,82.94410710910424
2001-08,80.807376766469
2001-09,72.68263251862331
2001-10,75.10049019522829
2001-11,78.1875208059767
2001-12,80.25067675508137
2002-01,76.1895039614573
2002-02,76.07895440477775
2002-03,80.24963326220266
2002-04,79.71038919247641
2002-05,79.45159955071662
2002-06,76.62168785705354
2002-07,68.12837048272179
2002-08,68.13989461347516
2002-09,59.25045992311146
2002-10,64.97471605047308
2002-11,68.188513040454
2002-12,65.70003302838934
2003-01,62.60820902531028
2003-02,60.63689815645747
2003-03,59.68374116851096
2003-04,67.77997686935545
2003-05,72.2224433846413
2003-06,72.9267933445425
2003-07,74.36136486832288
2003-08,74.3542096492245
2003-09,75.897545608118
2003-10,80.89331203940833
2003-11,84.30567867560487
2003-12,91.27285079596086
2004-01,92.36888760449456
2004-02,95.14716173528767
2004-03,92.36874031294262
2004-04,91.41600005141865
2004-05,92.8301744848571
2004-06,94.08203011278789
2004-07,91.5000325352939
2004-08,91.63575237076414
2004-09,95.3691507708898
2004-10,98.84975171495223
2004-11,106.01312158169968
2004-12,110.53171354750667
2005-01,108.55688116772869
2005-02,114.16644708381826
2005-03,111.12373985861655
2005-04,108.25443499245921
2005-05,108.6770152961091
2005-06,110.2748183613673
2005-07,114.43874228223928
2005-08,116.34791655227531
2005-09,119.43405859461686
2005-10,115.51444056018467
2005-11,117.64870411930792
2005-12,121.79653371221549
2006-01,130.02014124688205
2006-02,130.3093811175149
2006-03,135.11744680103791
2006-04,142.22395901412594
2006-05,137.83949562059934
2006-06,138.29243577335396
2006-07,140.59352011851126
2006-08,144.98217949942452
2006-09,145.85150305593368
2006-10,152.15636266944662
2006-11,157.86816074424215
2006-12,162.95636730762016
2007-01,163.68719891994687
2007-02,162.99251912579234
2007-03,169.0269633768874
2007-04,179.5835238961768
2007-05,182.3833067821202
2007-06,182.8923203026259
2007-07,179.5244052145042
2007-08,177.2683905350967
2007-09,186.5538882396471
2007-10,195.70375215604625
2007-11,189.65111485464496
2007-12,186.81215775969576
2008-01,166.74019726664176
2008-02,169.796628612241
2008-03,170.24901089349478
2008-04,177.83909084288922
2008-05,179.66416431203112
2008-06,164.17312033509492
2008-07,159.0335021657071
2008-08,151.9362108869642
2008-09,128.60242094648032
2008-10,100.42414857818409
2008-11,93.20613118356086
2008-12,97.8323089768199
2009-01,86.89446731277938
2009-02,78.155380907795
2009-03,83.85742743333549
2009-04,95.84446609952884
2009-05,107.94336165335578
2009-06,105.53288238707307
2009-07,116.7268470251398
2009-08,123.97737799032434
2009-09,129.9926213382933
2009-10,128.71925745411414
2009-11,132.39905591081913
2009-12,134.54557244589674
2010-01,127.06994965684613
2010-02,124.2755433454826
2010-03,132.6013635294104
2010-04,129.23119492346177
2010-05,113.48227924253864
2010-06,112.43619645550112
2010-07,125.63001920879543
2010-08,121.02347569477517
2010-09,134.23724793178184
2010-10,140.08628807684096
2010-11,129.67027036716934
2010-12,140.55701124036167
2011-01,145.94982702221128
2011-02,150.79043381689544
2011-03,150.03819036108817
2011-04,161.69910582812955
2011-05,156.0561925027266
2011-06,153.1985752609204
2011-07,148.27682224170843
2011-08,133.14615379344866
2011-09,117.96742829414106
2011-10,132.38111945958147
2011-11,126.52737381272833
2011-12,124.03075619388576
2012-01,130.46874336592478
2012-02,138.86902956919897
2012-03,137.77010888733534
2012-04,134.57754088274527
2012-05,117.68966406585085
2012-06,127.25191738292627
2012-07,128.74367840515131
2012-08,134.29962293487034
2012-09,138.38343338878246
2012-10,140.25901583505643
2012-11,143.7538227310098
2012-12,148.05477168626206
2013-01,156.5453706699386
2013-02,152.0760153029843
2013-03,151.65139978439575
2013-04,157.86119627728118
2013-05,158.01029577126903
2013-06,150.22945358683992
2013-07,160.95740193552157
2013-08,158.83175203637612
2013-09,170.41274601604368
2013-10,177.76234009756837
2013-11,179.48070617641218
2013-12,183.11034147930954
2014-01,175.62837081800612
2014-02,188.08184554568578
2014-03,186.29299157631013
2014-04,190.5427054574014
2014-05,192.78309369657734
2014-06,192.7612259236025
2014-07,185.29350483313627
2014-08,185.95935022462243
2014-09,178.81857975769378
2014-10,174.1948525770742
2014-11,178.3431865233907
2014-12,169.89330777554355
2015-01,169.68679084216413
2015-02,180.52099854068894
2015-03,175.66827232339125
2015-04,183.7530527644362
2015-05,182.081561398002
2015-06,176.52034997922328
2015-07,181.58710224450235
2015-08,168.640874154903
2015-09,160.78403193725399
2015-10,172.22090937531698
2015-11,168.9589396381209
2015-12,164.40542894042215
2016-01,153.74871691237743
2016-02,151.14335515349677
2016-03,161.10118025026836
2016-04,165.1048925181003
2016-05,163.78055289066052
2016-06,156.6977492603451
2016-07,163.10092960857844
2016-08,163.660266393133
2016-09,165.11669847267441
2016-10,159.9920569133455
2016-11,156.5684844218806
2016-12,165.00264482076912
2017-01,168.41113867263087
2017-02,170.22169093459993
2017-03,176.91444245141255
2017-04,183.216941
2017-05,191.687451
2017-06,189.635021
2017-07,195.425545
2017-08,195.973831
2017-09,202.110011
2017-10,203.018469
2017-11,203.452482
2017-12,206.787785
2018-01,218.31805
2018-02,205.743559
2018-03,202.984069
2018-04,208.02793231036384
2018-05,201.05935478559076
2018-06,199.71705008506513
2018-07,206.38692279819338
2018-08,200.2867040302218
2018-09,201.4151065944811
2018-10,186.1858742176943
2018-11,184.6692691863035
2018-12,176.271968
2019-01,188.20781928399091
2019-02,194.12351322238035
2019-03,195.16392446876378
2019-04,202.06223735815735
2019-05,191.49177863978665
2019-06,204.42044993336535
2019-07,200.6327393428098
2019-08,195.31417880018114
2019-09,200.67443823012684
2019-10,207.36292400476302
2019-11,210.30696071693194
2019-12,218.7355591599317
2020-01,213.14635229443883
2020-02,192.93941499870627
2020-03,164.48813879460536
2020-04,174.47371050810995
2020-05,182.62310627257267
2020-06,189.77263103529737
2020-07,196.96786749241326
2020-08,204.81741077262242
2020-09,197.71120507705712
2020-10,186.3006528763311
2020-11,218.325467423289
2020-12,229.01668991184405
2021-01,225.63392141574724
2021-02,231.06018453293953
2021-03,238.09172223600882
2021-04,248.6851911714784
2021-05,259.5185027803739
2021-06,256.2674327478765
2021-07,260.8548359704944
2021-08,265.08476053871516
2021-09,253.13403429494292
2021-10,264.4557529948741
2021-11,250.2597981745151
2021-12,266.1440844732563
2022-01,253.87465937228043
2022-02,243.57586295209998
2022-03,240.67463718799615
2022-04,226.7269430454308
2022-05,228.3677249330267
2022-06,205.63174078474123
2022-07,215.71251299644132
2022-08,202.35362080222134
2022-09,184.7173129625064
2022-10,198.12366039719916
2022-11,220.73173329257378
2022-12,220.93209908024863
2023-01,239.93847418450525
2023-02,238.5453313496822
2023-03,243.98020895510265
2023-04,254.14978814733163
2023-05,239.39842343545516
2023-06,250.93689108965626
2023-07,258.8816098705904
