Date,EM LATIN AMERICA ex BRAZIL
1998-12,1000.0
1999-01,965.6639302532292
1999-02,1024.3471072520817
1999-03,1176.6481491322518
1999-04,1357.330021030478
1999-05,1317.1513619429647
1999-06,1382.599925777952
1999-07,1288.2020122754095
1999-08,1253.860317413255
1999-09,1256.321187525973
1999-10,1278.2467491636792
1999-11,1406.2522619482486
1999-12,1561.6676190942592
2000-01,1494.2381394838924
2000-02,1636.4155809749213
2000-03,1626.1229960090939
2000-04,1473.8934764155392
2000-05,1373.7199472859033
2000-06,1471.7755481313363
2000-07,1431.8904734470643
2000-08,1471.7230564363497
2000-09,1383.0795747771053
2000-10,1374.5179411204754
2000-11,1265.6577423547633
2000-12,1254.855311247451
2001-01,1447.5415924238766
2001-02,1332.3722674204587
2001-03,1293.3382084124635
2001-04,1385.7683221202553
2001-05,1492.1967742972706
2001-06,1480.1582755404452
2001-07,1408.0940136608838
2001-08,1395.8941888002973
2001-09,1178.031509007752
2001-10,1215.3994295273071
2001-11,1263.3705268297085
2001-12,1381.5128018165176
2002-01,1434.2598879672128
2002-02,1395.685766616785
2002-03,1502.3339303690614
2002-04,1477.1183411507573
2002-05,1361.513836367704
2002-06,1230.0355793866615
2002-07,1155.6802475156044
2002-08,1178.009108439562
2002-09,1055.0738450481472
2002-10,1124.7188080132382
2002-11,1180.9874403453634
2002-12,1158.3207757116782
2003-01,1114.0762620430653
2003-02,1102.6210292403928
2003-03,1117.9672160033494
2003-04,1284.3225638600063
2003-05,1330.8817886389727
2003-06,1385.5317163559034
2003-07,1446.7106560352097
2003-08,1445.031002240677
2003-09,1509.02371665389
2003-10,1587.5199841598258
2003-11,1615.800569118716
2003-12,1701.9794323328
2004-01,1791.0276234125522
2004-02,1891.7743575729633
2004-03,1942.2727670561574
2004-04,1807.8370020278048
2004-05,1809.8245722232768
2004-06,1847.8355607746614
2004-07,1842.767487217201
2004-08,1895.6695927613669
2004-09,2018.7334139125835
2004-10,2108.666663079972
2004-11,2251.7172624842865
2004-12,2400.3777093867675
2005-01,2373.1025503298547
2005-02,2581.2422048574
2005-03,2393.608384779177
2005-04,2349.509551960492
2005-05,2509.0840747501147
2005-06,2650.66841037708
2005-07,2898.5860554574424
2005-08,2907.3088067204153
2005-09,3258.1118108176674
2005-10,3113.4502147242497
2005-11,3338.520998408406
2005-12,3448.3842252448853
2006-01,3762.990332185807
2006-02,3748.773590893896
2006-03,3772.662500152823
2006-04,3999.4286004669025
2006-05,3554.2758713824396
2006-06,3623.4209361111343
2006-07,3814.2760126077915
2006-08,3921.2523143718095
2006-09,4072.546123116984
2006-10,4360.535630229927
2006-11,4598.644370127877
2006-12,4858.985521573946
2007-01,4981.609396996299
2007-02,4852.801045795761
2007-03,5146.445290179013
2007-04,5373.088896209201
2007-05,5870.542026735863
2007-06,5923.446687060908
2007-07,5808.0697651578
2007-08,5685.8278283085665
2007-09,5834.266367917979
2007-10,6204.622085609495
2007-11,5765.029379060761
2007-12,5677.333497127374
2008-01,5545.459571320204
2008-02,5711.083967821423
2008-03,5992.1593428816905
2008-04,6006.159402576258
2008-05,6311.287207620024
2008-06,5864.790906302309
2008-07,5595.812667219799
2008-08,5322.555824948839
2008-09,4654.421129153425
2008-10,3221.48446750715
2008-11,3168.2160026890206
2008-12,3340.506516491314
2009-01,3072.5022712222067
2009-02,2780.5257870955857
2009-03,3097.3633772519966
2009-04,3471.33487452253
2009-05,4085.7042260858293
2009-06,4149.761242096994
2009-07,4541.961655042542
2009-08,4680.093122279042
2009-09,4935.49835745616
2009-10,4895.492634765462
2009-11,5331.300513154466
2009-12,5496.32191472122
2010-01,5285.363049009813
2010-02,5464.754840065293
2010-03,5822.042029799326
2010-04,5874.810199472013
2010-05,5617.479852953096
2010-06,5559.409266395734
2010-07,6012.258348700966
2010-08,6015.626026219492
2010-09,6635.413030771265
2010-10,7108.079315304316
2010-11,7069.278416486055
2010-12,7404.172159867839
2011-01,7035.397452736391
2011-02,7024.408123654298
2011-03,7211.195175318511
2011-04,7432.117319778596
2011-05,7301.823488211395
2011-06,7275.327030127808
2011-07,7166.479554797278
2011-08,6944.4150696281695
2011-09,5858.9908044792965
2011-10,6679.520336772764
2011-11,6414.014725726626
2011-12,6359.015492349276
2012-01,6860.631616494898
2012-02,7173.706946860671
2012-03,7381.686754637032
2012-04,7426.39510267651
2012-05,6611.277878241757
2012-06,7153.209679911426
2012-07,7237.604419031207
2012-08,7096.102022220536
2012-09,7481.229094039784
2012-10,7507.956835471214
2012-11,7525.73348514711
2012-12,7886.498117151473
2013-01,8277.132627280806
2013-02,8018.709294972673
2013-03,8146.345766967657
2013-04,7891.055964424358
2013-05,7370.077856621549
2013-06,7066.783713626786
2013-07,7041.654840001467
2013-08,6732.45756219295
2013-09,6981.288387132527
2013-10,7192.985711042867
2013-11,7097.117091782379
2013-12,7127.464995340531
2014-01,6555.461186247069
2014-02,6535.398032647932
2014-03,6930.954182512492
2014-04,7015.244534981615
2014-05,7170.648485153078
2014-06,7344.64333217008
2014-07,7339.456198597782
2014-08,7612.5134354270995
2014-09,7248.911272742184
2014-10,7183.844381411351
2014-11,6862.085377460917
2014-12,6398.31393476667
2015-01,6020.674235062663
2015-02,6370.8188548129165
2015-03,6164.32399835435
2015-04,6387.051533576401
2015-05,6281.987613831403
2015-06,6159.132636846001
2015-07,5910.993797795244
2015-08,5509.9287966823285
2015-09,5307.627006716246
2015-10,5672.3927167449
2015-11,5384.918924580106
2015-12,5189.922712205136
2016-01,5072.485457232943
2016-02,5162.040530219411
2016-03,5770.928293062393
2016-04,5863.263604098798
2016-05,5406.613702273702
2016-06,5587.2601417067335
2016-07,5605.562574646659
2016-08,5631.184851983793
2016-09,5501.709376198849
2016-10,5757.253203275615
2016-11,5195.418387356855
2016-12,5242.704388895477
2017-01,5416.25306071112
2017-02,5546.210102073469
2017-03,5997.995003156488
2017-04,6001.050194
2017-05,6068.884109
2017-06,6285.219622
2017-07,6609.612276
2017-08,6776.733323
2017-09,6652.95609
2017-10,6385.227744
2017-11,6202.432368
2017-12,6465.681483
2018-01,6990.676824
2018-02,6574.111872
2018-03,6601.533752
2018-04,6788.064267817913
2018-05,6055.317245767785
2018-06,6296.40473792604
2018-07,6684.356603939888
2018-08,6369.237478308265
2018-09,6499.852532504841
2018-10,5601.308869849822
2018-11,5457.241369275167
2018-12,5501.681901612376
2019-01,6077.377905282312
2019-02,5928.589662782988
2019-03,5905.9208865126375
2019-04,6040.831747661398
2019-05,5572.206810025052
2019-06,5914.082548526789
2019-07,5686.576674761948
2019-08,5333.7331971865915
2019-09,5483.804628774328
2019-10,5552.184956345411
2019-11,5348.102677732148
2019-12,5704.221357971479
2020-01,5590.31042996698
2020-02,5011.781174274743
2020-03,3614.0607577807896
2020-04,3892.205164861934
2020-05,4020.2316178373444
2020-06,4085.6354470051006
2020-07,4292.840207073183
2020-08,4251.015815115183
2020-09,4184.270442979387
2020-10,4238.399393677979
2020-11,5033.173508579562
2020-12,5482.8728369346045
2021-01,5225.227085864004
2021-02,5379.098978820543
2021-03,5659.734505214043
2021-04,5621.1703364590385
2021-05,5912.933345997616
2021-06,5785.946467494666
2021-07,5787.857716679603
2021-08,6170.242488426708
2021-09,5813.274628843758
2021-10,5834.153512931448
2021-11,5537.534935950476
2021-12,5997.946913565606
2022-01,5950.974988251086
2022-02,6251.611355390643
2022-03,6878.622731438912
2022-04,6072.009722423732
2022-05,6546.538200114432
