Date,ACWI FM ex USA
2002-05,410.23813578774593
2002-06,392.19457561024177
2002-07,354.71650678279696
2002-08,355.3185066835124
2002-09,317.59273720083223
2002-10,334.89771228475576
2002-11,350.683107048316
2002-12,339.2918770753153
2003-01,326.8737235557379
2003-02,320.52130559873785
2003-03,314.06527893982275
2003-04,343.73367746956137
2003-05,364.95288775772326
2003-06,374.5232666211461
2003-07,383.77954834596807
2003-08,394.48967261024933
2003-09,405.4566236260849
2003-10,431.278957370077
2003-11,440.3472072765073
2003-12,473.780300426691
2004-01,481.09675605971637
2004-02,493.2000387704714
2004-03,496.1049567006793
2004-04,480.2527796444821
2004-05,481.74787873433706
2004-06,491.67145789783814
2004-07,477.2994301598931
2004-08,481.00374044580644
2004-09,495.875360020582
2004-10,513.4251937129636
2004-11,547.9919495806399
2004-12,571.2231198915446
2005-01,560.6751674317268
2005-02,588.21863686704
2005-03,572.8859222290982
2005-04,559.0788811680143
2005-05,561.8769791497253
2005-06,572.853635125504
2005-07,593.5953914339041
2005-08,608.9416971466812
2005-09,640.5761778889779
2005-10,618.4395149345095
2005-11,638.4300723533627
2005-12,668.4646598333131
2006-01,713.8036042091618
2006-02,711.2556733106142
2006-03,730.4088039368551
2006-04,767.1755670244667
2006-05,732.1032379674073
2006-06,731.5029890907089
2006-07,739.7957804877598
2006-08,760.6932770579399
2006-09,760.6597522480926
2006-10,791.2261522228878
2006-11,818.1390959058847
2006-12,843.1217052620943
2007-01,845.6437512188897
2007-02,850.8317425936248
2007-03,873.4120013780042
2007-04,913.0901518883563
2007-05,937.4885925008058
2007-06,945.3666406070777
2007-07,942.7378573909853
2007-08,927.9808145548598
2007-09,989.3074200853792
2007-10,1044.9803390859302
2007-11,1000.0
2007-12,985.4562349326726
2008-01,890.4556911703675
2008-02,916.2224291793187
2008-03,895.7130687530475
2008-04,949.9333150948706
2008-05,965.8800267345555
2008-06,887.1634705315333
2008-07,855.2932163726922
2008-08,814.9242605793924
2008-09,692.6553183202485
2008-10,539.9263004045309
2008-11,508.3096163423395
2008-12,536.4558162461992
2009-01,488.60649032289245
2009-02,443.1057931552314
2009-03,478.6818590779549
2009-04,543.816079713657
2009-05,617.6431591803482
2009-06,611.0598042304572
2009-07,670.3549160980987
2009-08,695.2774717833067
2009-09,730.8514473668118
2009-10,721.6872597855307
2009-11,741.8191302371484
2009-12,757.2997569430476
2010-01,720.4534084573085
2010-02,720.772034961969
2010-03,769.8638333848942
2010-04,763.1494566338312
2010-05,682.9337108137453
2010-06,674.1939231356681
2010-07,734.9025827022921
2010-08,714.8898824213678
2010-09,785.8669127334663
2010-10,812.6758824647599
2010-11,781.5056572611871
2010-12,842.5047376988964
2011-01,850.7326212839962
2011-02,872.5254348155947
2011-03,870.6111114491409
2011-04,913.1272880506024
2011-05,886.7322872415893
2011-06,873.8997773071673
2011-07,861.9074237732831
2011-08,788.2458761229311
2011-09,700.8966667422412
2011-10,774.2915843359132
2011-11,734.8941954847702
2011-12,726.6770790126747
2012-01,775.6511005965086
2012-02,819.0595697561319
2012-03,807.996870018445
2012-04,795.2920111877454
2012-05,705.3033442398331
2012-06,746.576205475789
2012-07,757.1073959235803
2012-08,772.9341693644903
2012-09,801.8318919995621
2012-10,804.8892548874147
2012-11,820.2160550744738
2012-12,848.564104838699
2013-01,883.2561910535709
2013-02,873.9742659602318
2013-03,875.7485853895678
2013-04,907.9393081932031
2013-05,887.3898308810302
2013-06,848.8225157333765
2013-07,886.0449795063724
2013-08,873.7642513886283
2013-09,934.2358677942049
2013-10,968.4628802218926
2013-11,970.2325448899837
2013-12,978.8818774620661
2014-01,934.7972743221508
2014-02,981.6407642843304
2014-03,984.3647233445936
2014-04,997.7136782574822
2014-05,1017.4530998581719
2014-06,1034.4656780177852
2014-07,1024.3572981593306
2014-08,1029.9478930123976
2014-09,980.3900016205437
2014-10,970.4819824696832
2014-11,977.200257009575
2014-12,941.9438813250583
2015-01,940.3450765528132
2015-02,990.4985058949908
2015-03,974.4763740988545
2015-04,1023.6417653946698
2015-05,1007.55295778056
2015-06,979.5861310996575
2015-07,976.7238397854479
2015-08,902.1645224407997
2015-09,860.4490759660341
2015-10,924.3281415185045
2015-11,905.1334177219278
2015-12,888.1583707864415
2016-01,827.7410958572194
2016-02,818.4788682898677
2016-03,884.7884051134856
2016-04,908.0947523248807
2016-05,892.8922760937406
2016-06,879.1364264945979
2016-07,922.4365394369167
2016-08,928.1848487670878
2016-09,939.6974101645513
2016-10,926.2406921985538
2016-11,904.843826666937
2016-12,927.9970795436277
2017-01,961.0400431004487
2017-02,976.2514208913766
2017-03,1000.9971869651097
2017-04,1022.368501
2017-05,1055.60556
2017-06,1058.901268
2017-07,1097.837606
2017-08,1103.773411
2017-09,1124.275016
2017-10,1145.38408
2017-11,1154.711621
2017-12,1180.580527
2018-01,1246.345288
2018-02,1187.812546
2018-03,1167.055503
2018-04,1185.3465771843223
2018-05,1157.4967104679322
2018-06,1135.6317007342104
2018-07,1162.8726722819042
2018-08,1138.3174608234542
2018-09,1143.4717220922842
2018-10,1050.748346231497
2018-11,1060.7666543823912
2018-12,1012.853284
2019-01,1089.2138454127396
2019-02,1110.423378916858
2019-03,1117.0770606068
2019-04,1146.4275545835837
2019-05,1085.372909366172
2019-06,1150.525637312144
2019-07,1136.8071884198093
2019-08,1101.782301489086
2019-09,1129.8782950639593
2019-10,1169.1522205385381
2019-11,1179.4904745312508
2019-12,1230.5694302219838
2020-01,1197.680470569551
2020-02,1103.13921947067
2020-03,942.9637395545186
2020-04,1014.3836093215481
2020-05,1047.7031889061477
2020-06,1094.9016620975171
2020-07,1143.4443353951708
2020-08,1192.5983152181211
2020-09,1163.4618905081998
2020-10,1138.6314657409246
2020-11,1291.2551390208419
2020-12,1361.059767826602
2021-01,1364.024084858055
2021-02,1390.9551321377346
2021-03,1408.5032643551663
2021-04,1450.1204266348254
2021-05,1495.5177259343773
2021-06,1485.986031
2021-07,1461.5615259342876
2021-08,1489.3718359728653
2021-09,1441.905017652912
2021-10,1476.4081397214832
2021-11,1409.922587
2021-12,1468.0457054505396
2022-01,1413.9570151769851
2022-02,1385.8390517213734
2022-03,1388.0324296855
2022-04,1301.0578571412495
2022-05,1310.0407930694428
2022-06,1197.5028070720293
2022-07,1238.396031831466
2022-08,1198.8033610195873
2022-09,1079.04206087315
2022-10,1110.9787262998448
2022-11,1241.8746476985752
2022-12,1232.5596339441386
2023-01,1332.3878188929782
2023-02,1285.6613470550387
2023-03,1317.0388217335826
2023-04,1339.8703188328702
2023-05,1291.2761320436357
2023-06,1349.1232847145816
2023-07,1404.0958723216202
