Date,SELECT OECD COUNTRIES
1998-12,1000.0
1999-01,1022.1214386036696
1999-02,994.2022583452306
1999-03,1035.24913914454
1999-04,1073.18658543896
1999-05,1034.8684310959254
1999-06,1082.3000478182237
1999-07,1078.7995357210925
1999-08,1076.8648948726016
1999-09,1066.7063986625083
1999-10,1121.4450910140545
1999-11,1151.2820576698743
1999-12,1243.6805249062854
2000-01,1172.5364386029555
2000-02,1175.2633056853838
2000-03,1257.8134882693387
2000-04,1204.7130564218426
2000-05,1176.943631275269
2000-06,1215.4032000859502
2000-07,1179.2821279153275
2000-08,1218.2224923365093
2000-09,1153.7335964924516
2000-10,1134.3442437538108
2000-11,1064.7451124315564
2000-12,1080.6945488594465
2001-01,1101.4613527403458
2001-02,1007.2501201653043
2001-03,941.9065657804539
2001-04,1012.338544803649
2001-05,999.2751295121134
2001-06,967.568308462133
2001-07,954.8204751639832
2001-08,908.8202703782042
2001-09,829.6577543001956
2001-10,845.4149290755738
2001-11,894.7066112174936
2001-12,899.6226382216619
2002-01,871.6742608347362
2002-02,864.3259527034953
2002-03,902.2596010629131
2002-04,870.8956665385076
2002-05,872.751204493346
2002-06,819.6467643139887
2002-07,750.0652357614404
2002-08,751.6268131545121
2002-09,668.6879860495975
2002-10,718.0778606577793
2002-11,756.9302186463549
2002-12,720.2255379307384
2003-01,698.1137350730012
2003-02,685.8701516425205
2003-03,683.8684815430856
2003-04,745.0712658472079
2003-05,787.2837471990174
2003-06,800.7270221541474
2003-07,816.5387747889483
2003-08,833.4952446810925
2003-09,838.1392947039279
2003-10,887.8951543025738
2003-11,901.5217113544137
2003-12,958.3840302492816
2004-01,973.1091753928602
2004-02,989.3071815859781
2004-03,983.1372056157289
2004-04,963.1839586446531
2004-05,972.0926603852233
2004-06,992.2080064864926
2004-07,959.3011579089392
2004-08,963.0025347186739
2004-09,981.1202878639319
2004-10,1005.3936546461862
2004-11,1058.0099478451395
2004-12,1098.5411757626593
2005-01,1073.8048679064307
2005-02,1107.9024103227232
2005-03,1086.4536882725215
2005-04,1062.1623554772054
2005-05,1081.2076138834739
2005-06,1090.2962329168918
2005-07,1128.0100750481224
2005-08,1136.880862814787
2005-09,1166.4292598680006
2005-10,1138.5762510597528
2005-11,1176.5208925497068
2005-12,1202.6074354062846
2006-01,1256.1495596417055
2006-02,1254.1042009571966
2006-03,1281.7577375137457
2006-04,1320.243174177423
2006-05,1275.6233713618312
2006-06,1275.0941451248093
2006-07,1282.961796778561
2006-08,1316.123585256994
2006-09,1331.751267151369
2006-10,1380.5764994638525
2006-11,1413.756716539105
2006-12,1441.7320232313084
2007-01,1458.5295916215864
2007-02,1451.136025395041
2007-03,1477.4668076165026
2007-04,1542.9042580596404
2007-05,1586.062711760771
2007-06,1573.40193063877
2007-07,1537.061308203501
2007-08,1536.1012879099278
2007-09,1607.061167554653
2007-10,1654.8813612851882
2007-11,1587.4834116787395
2007-12,1566.598309203868
2008-01,1448.0625612089568
2008-02,1439.5875135154117
2008-03,1426.4243834229137
2008-04,1500.840981919245
2008-05,1524.1297898694183
2008-06,1401.7662081526687
2008-07,1368.6120698523744
2008-08,1346.5173700067946
2008-09,1187.3667147920867
2008-10,959.8956759971109
2008-11,895.7359179680755
2008-12,926.230119397003
2009-01,844.1107407463475
2009-02,756.0308043720752
2009-03,815.6186420068732
2009-04,908.3492947690852
2009-05,988.7068525414891
2009-06,984.5938694942829
2009-07,1069.393511592975
2009-08,1115.0001570726513
2009-09,1160.147542022024
2009-10,1138.1853678354291
2009-11,1184.8760926536438
2009-12,1207.5058333309173
2010-01,1158.167831159175
2010-02,1173.3710864781206
2010-03,1247.680026683337
2010-04,1249.2357759821493
2010-05,1128.3634583670237
2010-06,1089.3090927272103
2010-07,1178.6621912789906
2010-08,1134.049509499258
2010-09,1240.43926977748
2010-10,1286.9283559875144
2010-11,1258.7542288502536
2010-12,1353.1324458858169
2011-01,1382.940051156283
2011-02,1429.7297380264797
2011-03,1419.3172556600991
2011-04,1480.9635058927834
2011-05,1448.7220468839362
2011-06,1426.4056943661778
2011-07,1400.1241384917962
2011-08,1299.3186613496503
2011-09,1186.4031136461917
2011-10,1310.2227943438543
2011-11,1277.91718364028
2011-12,1276.025135580885
2012-01,1340.9497653988249
2012-02,1405.8903713155528
2012-03,1424.688962955331
2012-04,1408.2931698737145
2012-05,1285.305888392116
2012-06,1351.53761641718
2012-07,1368.5625644890113
2012-08,1402.4363011863957
2012-09,1441.7894296806396
2012-10,1431.4235095344375
2012-11,1449.6551823866282
2012-12,1478.766059651657
2013-01,1551.076100708254
2013-02,1554.619675409832
2013-03,1589.575634148931
2013-04,1636.9032539877687
2013-05,1637.5192938280475
2013-06,1595.2780923633732
2013-07,1677.9275588708274
2013-08,1643.4597971322573
2013-09,1725.9673833937222
2013-10,1794.2376050558507
2013-11,1825.9942546643147
2013-12,1862.8411832245035
2014-01,1792.927747337731
2014-02,1881.8094755238233
2014-03,1885.8869954182142
2014-04,1904.737342715855
2014-05,1942.5868732244971
2014-06,1977.135158289064
2014-07,1944.549194582976
2014-08,1987.3738635394884
2014-09,1932.0990207379466
2014-10,1941.8195851371079
2014-11,1978.7715147049023
2014-12,1945.5037856395293
2015-01,1909.1105351766969
2015-02,2020.9155621204325
2015-03,1989.0275617691896
2015-04,2035.358012990154
2015-05,2040.637603452803
2015-06,1992.5252247530934
2015-07,2025.476449728673
2015-08,1893.6381379655945
2015-09,1825.0771866367568
2015-10,1970.100307350258
2015-11,1959.333419820592
2015-12,1923.7861342866788
2016-01,1810.3282331040818
2016-02,1796.2275900849734
2016-03,1920.4367303290903
2016-04,1950.0819864560267
2016-05,1958.3606513458417
2016-06,1937.2755769288212
2016-07,2018.7932236895974
2016-08,2021.5557459121035
2016-09,2031.1758697007856
2016-10,1992.422925107777
2016-11,2018.0632496155972
2016-12,2068.305809974307
2017-01,2118.446851041652
2017-02,2177.7183119859915
2017-03,2202.8204962988807
2017-04,2235.4907
2017-05,2284.633596
2017-06,2294.26464
2017-07,2349.578019
2017-08,2352.086441
2017-09,2404.353451
2017-10,2452.014707
2017-11,2502.078624
2017-12,2537.284532
2018-01,2671.086088
2018-02,2558.024026
2018-03,2504.610824
2018-04,2532.7235903202945
2018-05,2543.175011591131
2018-06,2541.588908821617
2018-07,2619.977510130751
2018-08,2652.4808031997745
2018-09,2667.59914846331
2018-10,2468.6156032030262
2018-11,2495.6856148024754
2018-12,2306.81060349842
2019-01,2487.9557801712767
2019-02,2558.5419867473947
2019-03,2589.3745205011696
2019-04,2680.033751544088
2019-05,2524.5747029022996
2019-06,2690.8965887668096
2019-07,2702.2257229183015
2019-08,2647.8590068761255
2019-09,2707.4168782734623
2019-10,2775.9583155199034
2019-11,2852.1634667265207
2019-12,2940.7859992031235
2020-01,2921.9492442217625
2020-02,2672.2386632073485
2020-03,2317.6069157262405
2020-04,2570.54994467824
2020-05,2698.3988673198314
2020-06,2769.522209017181
2020-07,2904.9898256856527
2020-08,3095.747415379903
2020-09,2992.6865430746966
2020-10,2902.039255579993
2020-11,3276.959087947411
2020-12,3424.0916023764607
2021-01,3390.055458460309
2021-02,3474.1835363801943
2021-03,3588.33141677052
2021-04,3754.407080352922
2021-05,3809.172063556378
2021-06,3866.722284
2021-07,3932.062399845851
2021-08,4029.364987134067
2021-09,3860.1598329475282
2021-10,4073.9893861401156
2021-11,3984.069992082582
2021-12,4157.907651078124
2022-01,3933.0264200328693
2022-02,3835.555479019952
2022-03,3941.2684653231554
2022-04,3613.386239736838
2022-05,3617.565473211743
2022-06,3295.597840717132
2022-07,3558.831713191703
2022-08,3410.1519380694
2022-09,3089.131592996259
2022-10,3318.1399755409266
2022-11,3548.5045510619966
2022-12,3394.186030650506
2023-01,3638.531328356405
2023-02,3551.076885699385
2023-03,3661.1350776975337
2023-04,3724.9353558035677
2023-05,3693.513988422662
2023-06,3915.2174480286035
2023-07,4048.663078430607
