Date,EUROPE ex EMU
1987-12,30.92143473
1988-01,30.687948470000002
1988-02,30.99407956
1988-03,32.248560760000004
1988-04,32.95893945
1988-05,32.19571512
1988-06,31.33843548
1988-07,31.5344725
1988-08,29.61970313
1988-09,31.05898038
1988-10,33.69161181
1988-11,34.19352839
1988-12,33.94396697
1989-01,36.80621383
1989-02,36.38508276
1989-03,36.65609333
1989-04,37.3052833
1989-05,34.967718
1989-06,36.21743079
1989-07,41.29104699
1989-08,40.42068479
1989-09,40.26456992
1989-10,36.97224225
1989-11,38.78686856
1989-12,42.31338476
1990-01,42.60847502
1990-02,41.68842482
1990-03,40.55613772
1990-04,38.57164623
1990-05,44.13470178
1990-06,46.31390783
1990-07,48.25228902
1990-08,44.92008169
1990-09,40.31930336
1990-10,43.198139850000004
1990-11,44.474280470000004
1990-12,44.19233686
1991-01,46.2209236
1991-02,49.91873815
1991-03,47.31011025
1991-04,46.55565066
1991-05,47.450513640000004
1991-06,43.65738603
1991-07,48.058539950000004
1991-08,48.9596464
1991-09,50.35663402
1991-10,49.22320982
1991-11,47.086732399999995
1991-12,50.97642922
1992-01,50.64471175
1992-02,50.00468667
1992-03,47.83548074
1992-04,52.17046487
1992-05,55.40441163
1992-06,53.79205644
1992-07,52.30649913
1992-08,51.97766551
1992-09,51.50027665
1992-10,47.27150123
1992-11,47.70473425
1992-12,49.64922786
1993-01,48.83638406
1993-02,47.90667757
1993-03,51.11855712
1993-04,52.83411501
1993-05,54.123469820000004
1993-06,53.489278320000004
1993-07,53.40016457
1993-08,57.19390532
1993-09,57.16825608
1993-10,59.84763814
1993-11,59.530656130000004
1993-12,64.13209097000001
1994-01,68.21968117
1994-02,64.90927106
1994-03,61.37303961
1994-04,63.08021722
1994-05,60.6378378
1994-06,60.72231239
1994-07,63.13457333
1994-08,65.93868425
1994-09,63.69915563
1994-10,66.86453847
1994-11,64.35702686
1994-12,64.78677531
1995-01,64.08227977
1995-02,65.19677344
1995-03,69.24581067
1995-04,70.79966879
