Date,EMU
2008-08,271.405255620556
2008-09,229.51499374924356
2008-10,174.56220478791204
2008-11,163.11128095509363
2008-12,179.0641939192657
2009-01,153.865808489816
2009-02,135.87888191506067
2009-03,147.7005885723471
2009-04,170.82612985527695
2009-05,190.86974964154365
2009-06,185.772437099778
2009-07,205.6730258133166
2009-08,219.7860631240182
2009-09,233.60247997149008
2009-10,225.41892598536387
2009-11,232.9929953624359
2009-12,235.3138429653249
2010-01,217.27351063326827
2010-02,209.42293432087217
2010-03,223.95949145819063
2010-04,214.650872478219
2010-05,186.45517555827132
2010-06,184.01563447857458
2010-07,208.0062656761809
2010-08,195.22786067269183
2010-09,220.76666391982874
2010-10,233.07099110867344
2010-11,207.59642473572006
2010-12,225.30739284633015
2011-01,240.70924751561432
2011-02,247.22083624967198
2011-03,247.35305248231174
2011-04,268.03352844845966
2011-05,253.70315326553398
2011-06,253.55192430537707
2011-07,237.05931267201785
2011-08,206.71804944748078
2011-09,181.46275527689843
2011-10,204.83686811080526
2011-11,192.9655925664628
2011-12,185.5537214486535
2012-01,197.15764470458055
2012-02,210.00581990521766
2012-03,208.854816988453
2012-04,196.94863797334912
2012-05,171.03020969159735
2012-06,186.56517137630067
2012-07,186.33701391041822
2012-08,198.42728605924202
2012-09,205.0505850760519
2012-10,209.97395718404456
2012-11,216.64972166907563
2012-12,224.83296847530076
2013-01,238.456679791083
2013-02,227.7952632629991
2013-03,223.9715035282507
2013-04,236.71216333936744
2013-05,240.21635984996243
2013-06,227.76778115359159
2013-07,247.43075861002328
2013-08,243.072684236377
2013-09,264.4913312579725
2013-10,280.0309698542177
2013-11,284.1197707182872
2013-12,289.8884173794091
2014-01,277.40611054529836
2014-02,297.6968053723245
2014-03,297.9654034476097
2014-04,302.9600739272293
2014-05,305.67457048395033
2014-06,304.16896882319185
2014-07,287.21845012253834
2014-08,287.33043068082947
2014-09,277.8108799316327
2014-10,268.5489711680803
2014-11,279.96372689736233
2014-12,265.55679048422576
2015-01,265.948052531976
2015-02,283.5822479227237
2015-03,279.70115388489086
2015-04,287.58670399784035
2015-05,282.5852804015571
2015-06,275.8767551041451
2015-07,286.3935828697234
2015-08,265.9705272075589
2015-09,252.69354839092702
2015-10,274.3147218334234
2015-11,269.9987672844491
2015-12,261.78310549384656
2016-01,244.25883981110272
2016-02,237.82823824629955
2016-03,256.3187469195493
2016-04,260.71602639051673
2016-05,258.8555503374013
2016-06,242.7826346506878
2016-07,256.8637584937979
2016-08,259.29164410881236
2016-09,261.66905487473326
2016-10,258.62373157899344
2016-11,249.49563663226627
2016-12,265.29724413961304
2017-01,269.12810510153116
2017-02,271.5911901360557
2017-03,288.14843616645624
2017-04,300.068772
2017-05,314.710405
2017-06,311.123959
2017-07,322.660188
2017-08,323.869589
2017-09,336.34005
2017-10,339.478544
2017-11,340.378293
2017-12,339.752542
2018-01,363.634334
2018-02,342.607301
2018-03,338.199183
2018-04,348.4375855036769
2018-05,331.842254779872
2018-06,328.9975234592362
2018-07,341.1220191892815
2018-08,330.2038670702018
2018-09,328.71271491638805
2018-10,299.97380333429516
2018-11,297.19912889089613
2018-12,282.34560952747455
2019-01,301.2211268610069
2019-02,310.6950637827291
2019-03,310.4106014037207
2019-04,325.75553811474873
2019-05,304.83822622713785
2019-06,327.43307797432607
2019-07,320.5872058336116
2019-08,313.1960876799263
2019-09,321.58522631417856
2019-10,333.048880266462
2019-11,337.88758067526584
2019-12,347.85888265412336
2020-01,337.500346952335
2020-02,308.02985409153575
2020-03,254.7354580027576
2020-04,270.7796131811199
2020-05,288.00325057954393
2020-06,305.01529881327025
2020-07,316.6028160805413
2020-08,331.4550830160986
2020-09,319.0758225226723
2020-10,299.2520321057515
2020-11,359.84545449827436
2020-12,375.3218567658884
2021-01,367.7222386405174
2021-02,380.58820407959
2021-03,392.81489462457233
2021-04,411.02079959835146
2021-05,427.8250688245125
2021-06,419.3389912244327
2021-07,424.8145607229649
2021-08,433.2879360903518
2021-09,411.0628061368295
2021-10,427.29615008254626
2021-11,401.9412200867768
2021-12,426.12177735430015
2022-01,405.4209906164414
2022-02,384.9567824932723
2022-03,378.6692713978303
2022-04,352.0986663301101
2022-05,359.55189494958597
2022-06,318.59815989454523
2022-07,333.4534024688019
2022-08,312.30511089833453
2022-09,285.0494266633842
2022-10,310.34886458409164
2022-11,350.32100515730605
2022-12,350.03702970926923
2023-01,390.4757595377994
2023-02,387.5748449160909
2023-03,399.85902621561684
2023-04,412.3112135274294
2023-05,388.35770289716754
2023-06,412.53977579062683
2023-07,424.8986477533623
