Date,EMU
1987-12,35.91850672
1988-01,33.02040215
1988-02,37.027809930000004
1988-03,37.4974914
1988-04,38.04079962
1988-05,37.53575734
1988-06,37.90106644
1988-07,37.81210334
1988-08,36.76435457
1988-09,38.998857290000004
1988-10,42.95024849
1988-11,43.36175779
1988-12,44.1815802
1989-01,43.55117344
1989-02,43.05960389
1989-03,43.361635899999996
1989-04,45.06895125
1989-05,43.334594270000004
1989-06,45.37698991
1989-07,49.63510432
1989-08,49.49177201
1989-09,51.48351219
1989-10,48.98375938
1989-11,52.01951226
1989-12,58.48295281
1990-01,57.78273766
1990-02,56.264275899999994
1990-03,59.34229938
1990-04,58.96917398
1990-05,60.56501378
1990-06,61.85912684
1990-07,64.48482781
1990-08,56.17546074
1990-09,48.657050899999994
1990-10,53.43685616
1990-11,52.87521153
1990-12,51.6463125
1991-01,52.687520150000005
1991-02,57.741999830000005
1991-03,52.92295402
1991-04,52.69876722
1991-05,54.87392304
1991-06,50.02307212
1991-07,51.727306299999995
1991-08,52.64087069
1991-09,54.31197841
1991-10,53.26677355
1991-11,53.27479846
1991-12,57.16925245
1992-01,57.55093446
1992-02,58.8305296
1992-03,57.30177623
1992-04,58.30716369
1992-05,61.29042954
1992-06,60.885402830000004
1992-07,58.15644641
1992-08,58.16702222
1992-09,56.72226134
1992-10,53.569710699999995
1992-11,52.96624525
1992-12,53.10635715
1993-01,54.333717650000004
1993-02,56.85552356
1993-03,58.82810251
1993-04,59.377279290000004
1993-05,59.10876454
1993-06,58.05094817
1993-07,58.5909225
1993-08,64.84189932
1993-09,64.45309273
1993-10,66.77270006
1993-11,64.14867456
1993-12,68.80623576
1994-01,71.31830994
1994-02,69.87047628
1994-03,69.93104163
1994-04,73.82514585
1994-05,70.39594235
1994-06,68.79150059999999
1994-07,73.30997171
1994-08,74.68647749
1994-09,71.28348996
1994-10,73.93047566
1994-11,71.03579777
1994-12,71.36478614
1995-01,71.03669232
1995-02,73.03815103
1995-03,75.24453082000001
1995-04,78.41977911000001
1995-05,79.44756639
1995-06,80.11116333
1995-07,84.67089522
1995-08,80.27624086
1995-09,81.01954568000001
1995-10,79.85217493
1995-11,80.20755297
1995-12,83.32130334
1996-01,85.93492337
1996-02,87.01358692000001
1996-03,87.54939883
1996-04,88.59417355000001
1996-05,89.65396836000001
1996-06,90.81084913000001
1996-07,88.88668381000001
1996-08,89.61951757
1996-09,92.30076709000001
1996-10,93.25376389
1996-11,98.36311897
1996-12,100.0
1997-01,101.52390788
1997-02,102.02842073000001
1997-03,106.14335261000001
1997-04,104.27867136
1997-05,107.39300054
1997-06,114.44384813
1997-07,120.65283769632589
1997-08,111.38340100537728
1997-09,122.5118585194883
1997-10,114.90062469213423
1997-11,117.16828949429774
1997-12,121.43799733319055
1998-01,126.57518319656837
1998-02,136.83890707595404
1998-03,149.54623574038774
1998-04,154.60036466168935
1998-05,162.22919530646809
1998-06,164.4308226580343
1998-07,169.9292812532133
1998-08,145.45134084923285
1998-09,139.92618539400763
1998-10,150.9249579476292
1998-11,159.9625070761692
1998-12,169.02638071737368
1999-01,167.95673760042854
1999-02,159.88409707238665
1999-03,160.29626732547106
1999-04,164.66761351377664
1999-05,157.26289771673197
1999-06,161.54224672381417
1999-07,161.02937772129198
1999-08,164.505171946579
1999-09,163.68658146409257
1999-10,170.47536631401707
1999-11,176.66477305749302
1999-12,200.74942961770407
2000-01,188.5176044224408
2000-02,205.67682493874227
2000-03,205.10858740180782
2000-04,195.06429870556744
2000-05,194.68253476709836
2000-06,200.24209389491315
2000-07,194.27425414041045
2000-08,189.54475233471018
2000-09,180.09569974749263
2000-10,177.8367803749742
2000-11,171.46071550473462
2000-12,183.23735050990678
2001-01,184.25235390605843
2001-02,166.09587186660946
2001-03,153.51487727491542
2001-04,165.9301160706355
2001-05,155.15184172615773
2001-06,149.11604946432112
2001-07,149.7962585084227
2001-08,144.17237018888795
2001-09,125.98819329655512
2001-10,131.56377846233661
2001-11,138.10139343729406
2001-12,141.99014494425936
2002-01,134.04956247025882
2002-02,133.34293864392305
2002-03,141.17082939367754
2002-04,138.9020029081613
2002-05,138.46374810803954
2002-06,134.43530279254327
2002-07,115.38560497983647
2002-08,116.3721177973433
2002-09,96.7127830473851
2002-10,109.20051322820032
2002-11,116.37129133056301
2002-12,110.84003168742096
2003-01,107.21082129691285
2003-02,102.7578839977297
2003-03,99.57953759465427
2003-04,115.74654639633303
2003-05,123.77049761228157
2003-06,125.45207014834548
2003-07,128.5893210804251
2003-08,128.60460505918311
2003-09,128.9504004272666
2003-10,138.53380794045603
2003-11,145.74129170978088
2003-12,158.67149122436237
2004-01,161.41335303048
2004-02,164.4972273092856
2004-03,158.0366293395256
2004-04,155.87440269758693
2004-05,157.98558923558653
2004-06,161.7515008665275
2004-07,155.51680791392775
2004-08,155.1075906408234
2004-09,162.06886931744756
2004-10,170.46988206656133
2004-11,183.21082569678364
2004-12,192.64464907872141
2005-01,188.45289792520705
2005-02,197.31604563587072
2005-03,192.5405071349829
2005-04,184.88095312648085
2005-05,186.91530027379198
2005-06,190.00655064642658
2005-07,199.06444810929722
2005-08,199.70661197660675
2005-09,205.05116719509445
2005-10,197.00831593907992
2005-11,201.56605364208187
2005-12,209.60035944030906
2006-01,224.58716046641686
2006-02,226.7418113414102
2006-03,236.69189600317085
2006-04,246.7131055198732
2006-05,239.51785739135875
2006-06,239.68232726319775
2006-07,241.73024187246094
2006-08,250.98344505660637
2006-09,255.0585075330235
2006-10,264.93117010537486
2006-11,276.037912465274
2006-12,285.673487813343
2007-01,287.53803011454335
2007-02,287.7190416971587
2007-03,298.616271140868
2007-04,320.49751331070036
2007-05,328.7586726189434
2007-06,327.47588681808986
2007-07,319.83681198203567
2007-08,316.5399674329001
2007-09,334.989926285173
2007-10,351.3294130723788
2007-11,344.43664338398565
2007-12,341.5191890992767
2008-01,301.19173459902174
2008-02,305.2761100342127
2008-03,310.17545287913254
2008-04,323.20992170980986
2008-05,325.5522149693691
2008-06,291.4300894597534
2008-07,284.2004417495682
