Date,ACWI ex AUSTRIA
1998-12,1000.0
1999-01,1019.8598045861572
1999-02,993.5957208934464
1999-03,1038.8948737501628
1999-04,1083.3983688674264
1999-05,1045.6490423872053
1999-06,1097.8245935883629
1999-07,1092.6131758879746
1999-08,1091.2760416944848
1999-09,1079.28472420568
1999-10,1133.2128432101997
1999-11,1168.0849231546829
1999-12,1264.8357442266952
2000-01,1195.8186260047062
2000-02,1199.5540212126214
2000-03,1278.6613650435133
2000-04,1221.0495655721306
2000-05,1189.7732395759103
2000-06,1229.7078981488676
2000-07,1192.8446441029635
2000-08,1230.1618340112673
2000-09,1162.1230352272746
2000-10,1138.7665364627844
2000-11,1067.855760223818
2000-12,1085.0273478912075
2001-01,1112.3502740173196
2001-02,1018.4940636303628
2001-03,949.5892769331585
2001-04,1018.3933137926957
2001-05,1006.490661439142
2001-06,975.0894511153734
2001-07,959.7285108777907
2001-08,915.2697711139803
2001-09,831.4473048086816
2001-10,849.0294422882458
2001-11,900.9973924777383
2001-12,909.2462305817942
2002-01,884.1299558420873
2002-02,877.3473154231108
2002-03,916.6347261050081
2002-04,887.1887703311592
2002-05,887.8802912689649
2002-06,833.336499935891
2002-07,763.2742489794264
2002-08,764.9717445876609
2002-09,680.8013092758566
2002-10,730.7517278867278
2002-11,770.4803472811034
2002-12,733.4448472063108
2003-01,711.8116657930522
2003-02,699.0506817436504
2003-03,696.0231589832874
2003-04,757.7180203295388
2003-05,801.2937733812815
2003-06,816.2826483462401
2003-07,834.1611784289352
2003-08,853.6829018608726
2003-09,858.8574317194231
2003-10,910.7136290632719
2003-11,924.2853912715544
2003-12,982.6389743403987
2004-01,999.1782724387057
2004-02,1017.2563816119714
2004-03,1011.3641584424081
2004-04,987.575947305151
2004-05,995.2465296582325
2004-06,1014.892367274249
2004-07,982.3744794261505
2004-08,988.3693436009462
2004-09,1008.8558019601024
2004-10,1033.4678281354093
2004-11,1089.6917461163512
2004-12,1131.7804406912428
2005-01,1107.7828736077547
2005-02,1146.0749041159243
2005-03,1120.8660761827095
2005-04,1096.1805522737425
2005-05,1116.611307478458
2005-06,1127.789083074751
2005-07,1169.494570601512
2005-08,1178.251275281539
2005-09,1213.7389609736294
2005-10,1181.0769331800514
2005-11,1224.0863819311396
2005-12,1254.1634362075354
2006-01,1315.7601945988724
2006-02,1313.8643353035259
2006-03,1341.4652094632968
2006-04,1386.0745023102832
2006-05,1331.4948447707031
2006-06,1330.9288519936501
2006-07,1340.0065910402764
2006-08,1374.7909139850044
2006-09,1390.7816169947353
2006-10,1442.8959251744172
2006-11,1483.6190454903287
2006-12,1516.5176285816412
2007-01,1531.625729548561
2007-02,1523.6138282576885
2007-03,1553.95554529528
2007-04,1622.9321928991546
2007-05,1671.2570300588409
2007-06,1666.3768095094085
2007-07,1641.0902837720796
2007-08,1636.7180428966096
2007-09,1724.7903559683357
2007-10,1791.9197472795186
2007-11,1712.791318000628
2007-12,1693.7875270346292
2008-01,1555.2766510280076
2008-02,1559.5590391839048
2008-03,1536.5968662157195
2008-04,1622.0767127892555
2008-05,1647.3443297450647
2008-06,1512.1201733914645
2008-07,1473.1357480474012
2008-08,1441.5224377928241
2008-09,1262.0304107567729
2008-10,1012.382420369127
2008-11,945.9900904584026
2008-12,980.2607916431766
2009-01,896.5326223569313
2009-02,808.8328846498742
2009-03,875.3004865517923
2009-04,978.6458647151327
2009-05,1075.967539831401
2009-06,1069.9651978050915
2009-07,1164.160408005654
2009-08,1205.6610189540615
2009-09,1260.944331012091
2009-10,1241.536280248148
2009-11,1292.6441901163928
2009-12,1319.552417361905
2010-01,1262.5452343931638
2010-02,1278.7037282245183
2010-03,1360.9411838574165
2010-04,1363.2368567061549
2010-05,1234.1158186095922
2010-06,1196.161620530849
2010-07,1293.3497000661455
2010-08,1248.153541270847
2010-09,1367.4953506303289
2010-10,1416.8582421741157
2010-11,1385.4855575692675
2010-12,1486.788895308449
2011-01,1510.0913479069447
2011-02,1554.1001357318057
2011-03,1552.5138056924072
2011-04,1616.0600149804782
2011-05,1581.362012444645
2011-06,1556.3564434268228
2011-07,1531.1215144545422
2011-08,1419.4022516057873
2011-09,1285.6035528520497
2011-10,1423.4016388488556
2011-11,1380.8851571814225
2011-12,1378.1014975018204
2012-01,1458.1739293634923
2012-02,1531.492009679216
2012-03,1541.7121717240902
2012-04,1524.1278754313046
2012-05,1387.606002038882
2012-06,1456.0957886561123
2012-07,1476.0557308409395
2012-08,1508.1633873374528
2012-09,1555.6248158082833
2012-10,1545.1417560681596
2012-11,1564.8382156836208
2012-12,1600.2257259074718
2013-01,1673.9481546717282
2013-02,1673.722776978535
2013-03,1704.476856179507
2013-04,1753.111033309133
2013-05,1748.326123855819
2013-06,1697.308349491357
2013-07,1778.5164293797764
2013-08,1741.3455132899053
2013-09,1831.2759956987272
2013-10,1904.8810326567104
2013-11,1931.8388326363015
2013-12,1965.2638310907028
2014-01,1886.6248767408072
2014-02,1977.8123824559482
2014-03,1986.6738143695875
2014-04,2005.5920975517697
2014-05,2048.3058202852
2014-06,2086.9218949709484
2014-07,2061.8172317402305
2014-08,2107.4418283190016
2014-09,2039.2014108078954
2014-10,2053.562362880576
2014-11,2087.90083535794
2014-12,2047.732913894077
2015-01,2015.8131246835417
2015-02,2127.8990110728005
2015-03,2094.953967036912
2015-04,2155.637666855773
2015-05,2152.869579689787
2015-06,2102.2017500168977
2015-07,2120.4279971465207
2015-08,1975.0839271385967
2015-09,1903.5391208383967
2015-10,2052.9376309513204
2015-11,2035.9623963181064
2015-12,1999.24698602623
2016-01,1878.7138797891253
2016-02,1865.7879376197866
2016-03,2004.0180379328401
2016-04,2033.5613291506438
2016-05,2036.216840982721
2016-06,2023.967683993419
2016-07,2111.1517820730473
2016-08,2118.2267037588526
2016-09,2131.15046453629
2016-10,2094.9034616823483
2016-11,2110.8586053909507
2016-12,2156.429574237499
2017-01,2215.355141063038
2017-02,2277.540390516894
2017-03,2305.3713212870725
2017-04,2341.175903
2017-05,2392.754435
2017-06,2403.615036
2017-07,2470.674551
2017-08,2480.115659
2017-09,2528.031202
2017-10,2580.526435
2017-11,2630.466401
2017-12,2672.886676
2018-01,2823.563929
2018-02,2705.015924
2018-03,2647.113776
2018-04,2672.448421409917
2018-05,2675.9554270025187
2018-06,2661.4981970381077
2018-07,2741.721032222762
2018-08,2763.4348235143502
2018-09,2775.4094622509883
2018-10,2567.398813942755
2018-11,2605.0578345000354
2018-12,2421.664425
2019-01,2612.8599251597375
2019-02,2682.7446687414704
2019-03,2716.570497108043
2019-04,2808.2358924002533
2019-05,2641.7550248385432
2019-06,2814.7435348402787
2019-07,2823.014018759664
2019-08,2756.0963975797335
2019-09,2814.073068969248
2019-10,2891.0163840680493
2019-11,2961.6752838911616
2019-12,3065.978819843854
2020-01,3032.2145451092942
2020-02,2787.3552380315978
2020-03,2411.3578472479962
2020-04,2669.623991552764
2020-05,2785.758897361336
2020-06,2874.7765744284375
2020-07,3026.8998172203746
