Date,ACWI ex AUSTRIA
2020-08,3212.170306413555
2020-09,3108.678593363144
2020-10,3033.0901179051216
2020-11,3406.7087729361256
2020-12,3564.765007037374
2021-01,3548.507321122802
2021-02,3630.672498701777
2021-03,3727.645976860583
2021-04,3890.6353377598066
2021-05,3950.971164952873
2021-06,4003.164794
2021-07,4030.717429571615
2021-08,4131.539592598182
2021-09,3960.732792322138
2021-10,4162.989117165738
2021-11,4062.760415
2021-12,4225.202265451739
2022-01,4017.6244672562157
2022-02,3914.1597259320192
2022-03,3999.057614256383
2022-04,3678.9356270163917
2022-05,3683.1604339648966
2022-06,3372.8042433292685
2022-07,3608.41920148466
2022-08,3475.6608583898633
2022-09,3142.91429417362
2022-10,3332.5172013476354
2022-11,3590.857837024359
2022-12,3449.4825220623543
2023-01,3696.6913880720613
2023-02,3590.62483322209
2023-03,3701.5756314244413
2023-04,3754.7063895936876
2023-05,3714.62698189202
2023-06,3930.263532281018
2023-07,4074.116367568351
