Date,AC ASIA PACIFIC ex JAPAN
2000-12,100.0
2001-01,110.68425221290296
2001-02,105.46960298841562
2001-03,93.7869379492944
2001-04,96.53145937529435
2001-05,96.45714836063404
2001-06,95.52785017123405
2001-07,91.60366053569618
2001-08,90.70906565032595
2001-09,77.19221643420775
2001-10,82.08550999460753
2001-11,91.73133027772722
2001-12,97.21049468800713
2002-01,100.01858049774071
2002-02,100.65870565392056
2002-03,106.40943988676987
2002-04,106.8040520630954
2002-05,107.04740863604552
2002-06,101.7619085394418
2002-07,96.49573100330934
2002-08,96.23153516803106
2002-09,87.58228561487786
2002-10,92.14754938009607
2002-11,96.06349341712149
2002-12,91.79205333227029
2003-01,92.91758635822062
2003-02,90.03592580300025
2003-03,88.66038958189627
2003-04,93.14280900277288
2003-05,99.18921279368642
2003-06,104.46882086512697
2003-07,109.5319302298653
2003-08,115.67737507865829
2003-09,117.91126095895245
2003-10,127.85143718507987
2003-11,126.80942378295492
2003-12,135.55154646564623
2004-01,140.5897137120884
2004-02,145.8853679476783
2004-03,145.0919801863827
2004-04,136.89286747959196
2004-05,134.2686999884352
2004-06,133.5478657510123
2004-07,132.03141366165158
2004-08,136.85184809167046
2004-09,143.4850960674685
2004-10,147.21195916676334
2004-11,160.07063900304775
2004-12,165.64719011215502
2005-01,166.69029516793344
2005-02,175.94526309915847
2005-03,168.09166153658916
2005-04,165.7663089634828
2005-05,168.57373808754275
2005-06,174.89996604159418
2005-07,183.65159671989971
2005-08,180.5820223871482
2005-09,191.40002670838544
2005-10,179.1350940291752
2005-11,189.89056716226636
2005-12,199.02361386152054
2006-01,213.14012831364556
2006-02,212.0776495986524
2006-03,214.99806075423297
2006-04,231.11905525845253
2006-05,215.2171528256868
2006-06,214.96557450131982
2006-07,215.95948169678556
2006-08,223.05411409751045
2006-09,227.36318948507338
2006-10,237.9303508863168
2006-11,253.3668322568452
2006-12,263.48546252009874
2007-01,261.5952013681754
2007-02,263.95609324037366
2007-03,272.5427538548709
2007-04,286.06743662650524
2007-05,298.5219625626845
2007-06,311.21409859523465
2007-07,325.3343239379979
2007-08,320.2325113529315
2007-09,361.6873468072232
2007-10,396.77613462378093
2007-11,364.11604322164686
2007-12,359.54323997892897
2008-01,314.2664388698896
2008-02,329.9334010375342
2008-03,310.20786489084406
2008-04,335.6241062471241
2008-05,329.6244111469716
2008-06,295.52553026363836
2008-07,287.5926013256908
2008-08,269.8361027208674
2008-09,224.5126084165699
2008-10,169.56402663991406
2008-11,158.74144969451518
2008-12,172.82619426314545
2009-01,159.69285760207327
2009-02,150.4003526110438
2009-03,172.75553996299183
2009-04,199.0767520026911
2009-05,227.7894917580294
2009-06,229.8785381287137
2009-07,258.08470665944674
2009-08,257.4317511958662
2009-09,282.1920727817878
2009-10,281.19865013488595
2009-11,289.0100457070286
2009-12,299.37614928049624
2010-01,280.4927695095906
2010-02,284.1204721786358
2010-03,305.52626216241623
2010-04,309.57303717366966
2010-05,276.4141590920565
2010-06,278.31771820487535
2010-07,298.8838915536127
2010-08,293.9322942756612
2010-09,328.9774154626102
2010-10,337.8690804344463
2010-11,331.1716727506312
2010-12,353.6563802473796
2011-01,349.0147207463179
2011-02,343.09880084376067
2011-03,360.8509114259123
2011-04,376.4072038742526
2011-05,367.7947098924266
2011-06,360.4404806557463
2011-07,361.5212432956389
2011-08,330.82198338874673
2011-09,286.0410760139791
2011-10,323.9421960910331
2011-11,298.3959405627089
2011-12,298.4857969555529
2012-01,329.06431546337456
2012-02,346.2713726368694
2012-03,335.7629494185787
2012-04,337.48518940969814
2012-05,302.3199216798587
2012-06,314.3117438038855
2012-07,326.39571135316635
2012-08,325.3107583640502
2012-09,344.470269356217
2012-10,346.08509438429496
2012-11,354.19080042625967
2012-12,365.0739016290688
2013-01,374.7788311030505
2013-02,378.23194636530246
2013-03,372.2487716214103
2013-04,381.7468492427312
2013-05,365.467476625681
2013-06,343.9151685581419
2013-07,351.0731054210424
2013-08,348.45018344136975
2013-09,369.0853508087169
2013-10,386.331399629847
2013-11,382.33775273797755
2013-12,377.5054082088349
2014-01,358.31467430097535
2014-02,374.5697533752187
2014-03,381.24548920966686
2014-04,385.1860474168288
2014-05,397.60804859523176
2014-06,404.26517579030866
2014-07,418.49452465643634
2014-08,421.67846486333593
2014-09,391.0693441320201
2014-10,401.77262234120803
2014-11,396.5696108810946
2014-12,388.1431791669916
2015-01,393.9541239928703
2015-02,406.4845834633629
2015-03,405.3891361438121
2015-04,429.07122145416116
2015-05,417.6674849199096
2015-06,401.27186232915193
2015-07,381.10934636206827
2015-08,342.3994496294556
2015-09,334.52612882604444
2015-10,359.75817460013116
2015-11,350.74353036417205
2015-12,351.7811323989942
2016-01,324.21834844798224
2016-02,321.31120269996325
2016-03,358.4482716716274
2016-04,358.2045506041641
2016-05,352.6202062051604
2016-06,360.09250252901654
2016-07,380.1678545636455
2016-08,388.06669190472286
2016-09,394.990475018875
2016-10,388.41948067149934
2016-11,379.7802579933449
2016-12,375.538888972819
2017-01,397.32453565841996
2017-02,411.0099067808652
2017-03,423.66662172399606
2017-04,430.331085
2017-05,441.80096
2017-06,449.967371
2017-07,473.205055
2017-08,478.038221
2017-09,476.643477
2017-10,495.998859
2017-11,499.041617
2017-12,514.431953
2018-01,548.97637
2018-02,523.032274
2018-03,511.420996
2018-04,516.5241774058078
2018-05,512.2484401304557
2018-06,493.03343116789415
2018-07,498.3349982839289
2018-08,492.7473799856785
2018-09,485.95018901945633
2018-10,436.09413220804146
2018-11,455.55182977450187
2018-12,442.80647757070585
2019-01,475.06788888107957
2019-02,486.04955577554085
2019-03,493.53888065902197
2019-04,502.32045896626744
2019-05,467.3771945753786
2019-06,497.03128689688964
2019-07,490.48410113228647
2019-08,468.97308362718485
2019-09,477.36767671625483
2019-10,496.6751209878855
2019-11,498.7784690892746
2019-12,527.6338378368175
2020-01,508.10839553653136
2020-02,486.61734637465617
2020-03,418.34386192507725
2020-04,459.40494155407106
2020-05,457.92770638298265
2020-06,495.4147207960276
2020-07,534.529245613043
2020-08,554.9404992989233
2020-09,542.2314504251915
2020-10,555.2741090471336
2020-11,605.7966404455555
2020-12,646.0516479505194
2021-01,668.7129118665937
2021-02,677.8274049383324
2021-03,663.6113988015082
2021-04,682.3508610427476
2021-05,692.2972678568655
2021-06,690.2411915438628
2021-07,644.6305033417326
2021-08,658.6564262322594
2021-09,632.2111209347994
2021-10,643.1614830746237
2021-11,615.693183
2021-12,627.3428602253599
2022-01,602.2978607184705
2022-02,595.5214126068639
2022-03,591.6765427087466
2022-04,560.3060088015739
2022-05,561.3722918778101
2022-06,529.142717524611
2022-07,529.2147053648076
2022-08,528.2217920010739
2022-09,461.81664286277874
2022-10,442.37539167167694
2022-11,520.2536664590473
2022-12,517.7043573591894
2023-01,562.3665801754748
2023-02,524.3381870074048
2023-03,538.9526805375158
2023-04,529.8237705641534
2023-05,517.3699441320015
2023-06,533.3589090827024
2023-07,564.0817401115959
