Date,G7 INDEX
2007-09,2574.722007427215
2007-10,2643.605905939801
2007-11,2534.77147075958
2007-12,2507.387918979011
2008-01,2327.1655961551164
2008-02,2299.0040366013113
2008-03,2272.9714437429157
2008-04,2397.2121705992427
2008-05,2437.947657723776
2008-06,2250.4143271672983
2008-07,2199.2372177617117
2008-08,2179.9403855789315
2008-09,1938.1628705505602
2008-10,1583.2801686564576
2008-11,1481.3959395257366
2008-12,1517.9122930221745
2009-01,1389.559314657276
2009-02,1244.7095680329767
2009-03,1334.0258949685272
2009-04,1478.126509159181
2009-05,1604.291830672824
2009-06,1594.2187401171561
2009-07,1720.0805424636915
2009-08,1786.4373122649065
2009-09,1848.4900529550393
2009-10,1809.3737940278425
2009-11,1890.682302268073
2009-12,1927.9357935400337
2010-01,1853.5539800161932
2010-02,1884.8980324427714
2010-03,2000.454167446476
2010-04,2007.5753275037923
2010-05,1829.770669215694
2010-06,1754.2748436647994
2010-07,1888.592035079493
2010-08,1813.4268745086915
2010-09,1975.0642054437833
2010-10,2052.487056300259
2010-11,2024.2700548870719
2010-12,2166.988775361387
2011-01,2218.423909023068
2011-02,2303.161711722002
2011-03,2271.630456893544
2011-04,2357.9802071156987
2011-05,2312.213525736124
2011-06,2281.563637157868
2011-07,2242.6322157574473
2011-08,2086.159441976729
2011-09,1922.2591224464632
2011-10,2114.9118136737943
2011-11,2078.030842736377
2011-12,2078.635730333311
2012-01,2180.3148641526072
2012-02,2284.11410967049
2012-03,2323.844829811795
2012-04,2298.876290004631
2012-05,2115.0241686432887
2012-06,2213.797388508774
2012-07,2233.3817313173085
2012-08,2290.5018681613733
2012-09,2350.2061840983297
2012-10,2324.762451036411
2012-11,2349.011584593273
2012-12,2390.6576574343403
2013-01,2505.3680176799303
2013-02,2509.7314910097302
2013-03,2581.065394831182
2013-04,2657.3944730997096
2013-05,2680.4669291233736
2013-06,2625.2591024355324
2013-07,2760.7721423239805
2013-08,2696.255109054896
2013-09,2819.8348580943066
2013-10,2929.6000918653726
2013-11,2992.906917285612
2013-12,3062.997429535485
2014-01,2949.76869250905
2014-02,3087.105552462288
2014-03,3087.3139983517203
2014-04,3115.857203568966
2014-05,3179.9718086161324
2014-06,3246.2840117299174
2014-07,3192.625939266297
2014-08,3271.517419212181
2014-09,3195.2484172556233
2014-10,3218.1924564618776
2014-11,3290.00811223338
2014-12,3250.368291979071
2015-01,3182.4087637812
2015-02,3371.0630272990825
2015-03,3315.7487875962106
2015-04,3385.929421737684
2015-05,3405.070338842183
2015-06,3331.011966467304
2015-07,3388.433114653336
2015-08,3174.4487678448154
2015-09,3061.2570977643
2015-10,3312.8403706793897
2015-11,3300.9249262222806
2015-12,3233.6029103826104
2016-01,3045.9577293484795
2016-02,3027.3938252558537
2016-03,3228.246450119519
2016-04,3275.7972592721994
2016-05,3302.665602975684
2016-06,3271.432868063749
2016-07,3406.912344680438
2016-08,3413.007696528354
2016-09,3426.04991505229
2016-10,3367.5489094431287
2016-11,3436.0684994526064
2016-12,3516.351115162341
2017-01,3592.4323595335495
2017-02,3696.6557095375897
2017-03,3721.708117451713
2017-04,3768.868795
2017-05,3843.481101
2017-06,3858.31986
2017-07,3943.424108
2017-08,3950.98062
2017-09,4047.327843
2017-10,4134.567994
2017-11,4235.085988
2017-12,4289.421337
2018-01,4517.68521
2018-02,4334.070552
2018-03,4241.802563
2018-04,4289.870859039462
2018-05,4334.99805633282
2018-06,4334.069908579341
2018-07,4465.384208973448
2018-08,4537.709888390052
2018-09,4570.00682673854
2018-10,4235.647799236811
2018-11,4283.240124448559
2018-12,3936.493071419937
2019-01,4248.701263999773
2019-02,4373.03251637276
2019-03,4432.861516098938
2019-04,4596.357690948471
2019-05,4317.9229046339115
2019-06,4603.155371403879
2019-07,4636.124325126994
2019-08,4547.119395758616
2019-09,4646.326962280567
2019-10,4764.879210785111
2019-11,4909.893036631272
2019-12,5052.585176292884
2020-01,5025.741150589156
2020-02,4596.793161984393
2020-03,3990.8541934506484
2020-04,4443.586051556417
2020-05,4666.850085588247
2020-06,4776.506556855519
2020-07,5007.32674160512
2020-08,5359.699950626247
2020-09,5173.207166858453
2020-10,5015.9117251532025
2020-11,5648.685697950722
2020-12,5882.837399794124
2021-01,5820.14794283071
2021-02,5979.089636176579
2021-03,6186.40940547121
2021-04,6474.640751044083
2021-05,6551.1167383399925
2021-06,6667.150121
2021-07,6786.708789135041
2021-08,6961.643801291217
2021-09,6684.2194764356755
2021-10,7069.738978710088
2021-11,6941.912016776701
2021-12,7228.870014499701
2022-01,6866.288314839674
2022-02,6679.28214014911
2022-03,6861.757496225847
2022-04,6270.935806993408
2022-05,6283.95013922044
2022-06,5740.904914072981
2022-07,6215.698093168806
2022-08,5961.162303375443
2022-09,5408.327749710613
2022-10,5816.0306117712735
2022-11,6189.088290184435
2022-12,5891.662776135256
2023-01,6304.2286242332075
2023-02,6156.098198024927
2023-03,6351.46203148164
2023-04,6457.300753113013
2023-05,6427.107846209736
2023-06,6832.976003157097
2023-07,7061.677559723088
