Date,EM (EMERGING MARKETS)
2000-12,100.0
2001-01,113.75829932766716
2001-02,104.84145575175614
2001-03,94.49684066183717
2001-04,99.15469870488603
2001-05,100.30330870843619
2001-06,98.20850508948786
2001-07,91.95902030364171
2001-08,91.03698521040674
2001-09,76.93354125293727
2001-10,81.70475069501876
2001-11,90.228821068461
2001-12,97.38496248830572
2002-01,100.67123669272831
2002-02,102.3027560548594
2002-03,108.42466191923512
2002-04,109.11953972158454
2002-05,107.35497666238156
2002-06,99.27190949973786
2002-07,91.68284509810805
2002-08,93.08441556956666
2002-09,83.03824035912189
2002-10,88.43317790487451
2002-11,94.51902757709927
2002-12,91.3749919828566
2003-01,90.97227458166734
2003-02,88.41553877594379
2003-03,85.89082412331273
2003-04,93.52919215151387
2003-05,100.21619667631796
2003-06,105.89691327611702
2003-07,112.48238641438672
2003-08,120.00914508977448
2003-09,120.88321475429916
2003-10,131.16754882692484
2003-11,132.76387022233413
2003-12,142.37742318736804
2004-01,147.3486382162969
2004-02,154.106418820803
2004-03,156.03242110619624
2004-04,143.25580674621173
2004-05,140.39801786302635
2004-06,140.99644031707933
2004-07,138.4147806943061
2004-08,144.1552978125705
2004-09,152.47173874316883
2004-10,156.11523219531884
2004-11,170.56709659358114
2004-12,178.75921228034082
2005-01,179.2126724193231
2005-02,194.84900737746733
2005-03,181.97156865317643
2005-04,177.08716044162315
2005-05,183.25120143033797
2005-06,189.47708494062744
2005-07,202.7210432345619
2005-08,204.45742288437103
2005-09,223.49452746664127
2005-10,208.8868174731331
2005-11,226.16707184537734
2005-12,239.5348584585952
2006-01,266.29008264699576
2006-02,265.97357246127086
2006-03,268.31727370252725
2006-04,287.4248501644379
2006-05,257.30618545555643
2006-06,256.67678939189415
2006-07,260.2996938391048
2006-08,266.9314451086457
2006-09,269.15416453115586
2006-10,281.9381420448929
2006-11,302.8916162192028
2006-12,316.5307935993022
2007-01,313.18900628560704
2007-02,311.3301517285627
2007-03,323.6821506854526
2007-04,339.03877065783865
2007-05,355.49649350331805
2007-06,372.1607793268424
2007-07,391.7971791003741
2007-08,383.4707052312044
2007-09,425.82154639320066
2007-10,473.30950850531354
2007-11,439.749393102861
2007-12,441.2996333163072
2008-01,386.2280791681303
2008-02,414.73649779289224
2008-03,392.78894591673105
2008-04,424.6652266724967
2008-05,432.54364003732184
2008-06,389.39560747515804
2008-07,374.70756609322416
2008-08,344.7784500051967
2008-09,284.44106691139405
2008-10,206.59570999626362
2008-11,191.04380962329645
2008-12,205.94443599710593
2009-01,192.64442130332574
2009-02,181.77695727124603
2009-03,207.89958547054297
2009-04,242.49619657575346
2009-05,283.9305189525482
2009-06,280.10584365302884
2009-07,311.6031550982884
2009-08,310.48762295066496
2009-09,338.67063113324076
2009-10,339.08955744101576
2009-11,353.65534128894774
2009-12,367.62161526089324
2010-01,347.11860093057766
2010-02,348.34036452679624
2010-03,376.46281388233
2010-04,381.0236597490058
2010-05,347.51013334337324
2010-06,344.95559208723586
