Date,EM EUROPE
2010-08,337.8517466088127
2010-09,370.360527638056
2010-10,388.1930817741452
2010-11,370.55531344246026
2010-12,401.8449382397464
2011-01,409.83850198464216
2011-02,425.9059686687547
2011-03,449.10046101604104
2011-04,466.7622831903166
2011-05,435.13161535299787
2011-06,433.8423714820697
2011-07,433.4968853992301
2011-08,375.58961590918904
2011-09,305.42684365774824
2011-10,349.4185102892018
2011-11,339.8890329747644
2011-12,306.7900088161725
2012-01,353.3317472527715
2012-02,382.75628389302324
2012-03,366.11220390901195
2012-04,355.8871519772614
2012-05,292.23536989110056
2012-06,327.04441995743815
2012-07,333.76874563226374
2012-08,342.18781253645636
2012-09,358.3923389282104
2012-10,356.6280814767027
2012-11,358.32310216512946
2012-12,381.2640870619601
2013-01,395.3448154322321
2013-02,377.4216210950259
2013-03,371.1870667556573
2013-04,369.07113337981167
2013-05,362.6533938449942
2013-06,337.4692711654324
2013-07,345.6259121120948
2013-08,337.62810100102615
2013-09,370.00790701598754
2013-10,388.3062435614263
2013-11,374.04281088849825
2013-12,364.1917980359659
2014-01,331.033557935956
2014-02,337.8078875783733
2014-03,340.43430515264555
2014-04,330.6221992025218
2014-05,358.0241612515101
2014-06,365.44364735266186
2014-07,343.4229699933022
2014-08,339.8445270716593
2014-09,319.98023923142034
2014-10,315.5915039489249
2014-11,302.4555453558712
2014-12,254.9576031546953
2015-01,245.94477660932824
2015-02,269.4891665946682
2015-03,259.77318605723275
2015-04,291.51958012756324
2015-05,277.92188302030706
2015-06,270.9031505800377
2015-07,258.96008116305666
2015-08,239.78853499431486
2015-09,229.30037550889716
2015-10,242.13889644767693
2015-11,232.8149235940566
2015-12,217.36887129335176
2016-01,211.1158332586983
2016-02,213.99577220004227
2016-03,248.44483684495614
2016-04,257.546833631277
2016-05,240.3374028924006
2016-06,238.75676713730027
2016-07,241.60839993065514
2016-08,245.86611994927617
2016-09,249.3761051019625
2016-10,252.6145093936033
2016-11,249.61520845699147
2016-12,272.82318480253844
2017-01,277.65020988982303
2017-02,272.05307127597047
2017-03,276.5975245974542
2017-04,288.858131
2017-05,284.481472
2017-06,283.18716
2017-07,297.354976
2017-08,316.900342
2017-09,312.6093
2017-10,312.197886
2017-11,312.365337
2017-12,328.859706
2018-01,362.27311
2018-02,352.351101
2018-03,335.624149
2018-04,319.69147735226176
2018-05,303.09669695004993
2018-06,301.3209278578831
2018-07,312.3361608361899
2018-08,288.67887751455265
2018-09,308.05865403952913
2018-10,290.91099538323647
2018-11,297.6593328497191
2018-12,289.729937
2019-01,322.98422251913473
2019-02,316.05301069700744
2019-03,311.7064861619322
2019-04,319.4020728566686
2019-05,323.66603517722604
2019-06,348.2883292837159
2019-07,349.2076489058357
2019-08,328.24340976065884
2019-09,339.1289330283189
2019-10,361.2204135864838
2019-11,359.6204521550602
2019-12,383.3690636067629
2020-01,369.64971201795555
2020-02,315.6525805277189
2020-03,243.54375979459206
2020-04,268.35862423547
2020-05,289.7636608061149
2020-06,288.9141520336392
2020-07,295.5976554474668
2020-08,295.98251346571624
2020-09,273.9181967300825
2020-10,247.27941914156506
2020-11,303.39025346989484
2020-12,335.4322181698202
2021-01,327.7334307425217
2021-02,331.8888315014804
2021-03,337.65763077668777
2021-04,343.5038136603319
2021-05,377.4263803691495
2021-06,383.9428745705691
2021-07,384.7525188192173
2021-08,402.6452333521674
2021-09,413.51550888918604
2021-10,428.72377148008246
2021-11,383.2202316824723
2021-12,381.82468287071396
2022-01,360.5199096631785
2022-02,220.57445053469488
2022-03,110.60943354705837
2022-04,99.86370680410268
2022-05,98.29003002192437
2022-06,87.75369721302397
2022-07,88.21301448575693
2022-08,85.86192795615868
2022-09,76.85969165802987
2022-10,88.96471650533185
2022-11,103.77171589631764
2022-12,110.01746794580801
2023-01,113.84665415238804
2023-02,116.53952362497951
2023-03,111.67370399342015
2023-04,117.58043197683074
2023-05,116.18400873584739
2023-06,124.22902736692757
2023-07,136.60238959962146
