Date,EM EUROPE
2000-12,100.0
2001-01,104.98132249331923
2001-02,88.30089025348224
2001-03,81.76966697917294
2001-04,92.3579783790546
2001-05,89.66482728170983
2001-06,85.21930920065297
2001-07,76.42519813442867
2001-08,76.20215341603028
2001-09,63.806386080344176
2001-10,74.28529368561807
2001-11,82.98767995478458
2001-12,91.01849101225294
2002-01,99.18113170900385
2002-02,89.6535909512206
2002-03,99.14779390556791
2002-04,105.50801320303945
2002-05,103.72926066925876
2002-06,91.69075847806945
2002-07,85.28527036275518
2002-08,88.10410933420773
2002-09,85.18381110525137
2002-10,93.11632093002078
2002-11,100.39931654403631
2002-12,94.88530234064743
2003-01,92.30597438246978
2003-02,97.71461105967006
2003-03,90.64297687267252
2003-04,108.30309365861638
2003-05,120.71950636318202
2003-06,122.81864210065442
2003-07,119.75236739003599
2003-08,135.29738480162194
2003-09,142.6705
2003-10,142.220868
2003-11,143.58307697371333
2003-12,160.71451111885094
2004-01,166.13948850681405
2004-02,179.92613948496032
2004-03,196.7523783141896
2004-04,172.71770932954885
2004-05,167.0924346565158
2004-06,170.5581835455985
2004-07,166.7093729335236
2004-08,176.4839330915969
2004-09,190.51424635228614
2004-10,201.94240669241321
2004-11,206.2815799891585
2004-12,218.40884466514424
2005-01,222.93280013398663
2005-02,254.8413389397303
2005-03,229.0762756347041
2005-04,217.19719410105873
2005-05,222.41885494740657
2005-06,236.07381846502736
2005-07,260.14739709782776
2005-08,285.0334474575618
2005-09,318.9856782923634
2005-10,292.5484309799441
2005-11,316.68571279929006
2005-12,328.6787727521746
2006-01,376.8091419669045
2006-02,395.251981310288
2006-03,385.3672475851564
2006-04,425.4148459963781
2006-05,368.5595100051331
2006-06,370.1597665933365
2006-07,391.5241768261758
2006-08,399.9551673526766
2006-09,378.0874390223765
2006-10,397.67958197717024
2006-11,432.3296566299597
2006-12,447.4945437756183
2007-01,434.40178573839194
2007-02,425.6992107266909
2007-03,449.2648346222167
2007-04,455.37849318901857
2007-05,440.8460689311766
2007-06,474.193113725028
2007-07,496.20915544513053
2007-08,474.0370537551176
2007-09,517.0082193975762
2007-10,568.7175146821231
2007-11,563.237476696371
2007-12,581.7379677929814
2008-01,487.22607399831446
2008-02,517.1509691995195
2008-03,504.5696663248729
2008-04,520.8310283704562
2008-05,582.6462973822746
2008-06,540.0848782662786
2008-07,500.8296777182016
2008-08,434.16177625488797
2008-09,345.44963857719773
2008-10,224.45381967608705
2008-11,190.5574932650227
2008-12,185.73879242910598
2009-01,158.608827411894
2009-02,147.47765949946665
2009-03,173.38548788569025
2009-04,213.88445423526426
2009-05,265.8119414022694
2009-06,243.84718657165345
2009-07,275.7516585290658
2009-08,286.84370478785337
2009-09,315.04060827067394
2009-10,324.79849405551477
2009-11,331.01232689873154
2009-12,344.3727949132702
2010-01,350.6507153781651
2010-02,328.7779966816465
2010-03,365.2572748736497
2010-04,367.5144281933298
2010-05,321.8053623397813
2010-06,308.51741916791656
2010-07,349.8658663444311
