Date,ACWI ex SPAIN
2018-08,2768.5403544057826
2018-09,2780.709151116818
2018-10,2572.14858498717
2018-11,2609.673805045562
2018-12,2425.073259
2019-01,2616.869106008779
2019-02,2687.0128587060085
2019-03,2721.52835472981
2019-04,2813.2142165509053
2019-05,2646.366726365342
2019-06,2820.067120170077
2019-07,2829.4708292926866
2019-08,2762.6159906493626
2019-09,2820.283487108002
2019-10,2897.600668959976
2019-11,2969.0543223861573
2019-12,3073.4529020427517
2020-01,3039.92348318573
2020-02,2794.2000341263633
2020-03,2418.960465589108
2020-04,2679.7643701878224
2020-05,2796.3195925415102
2020-06,2885.4683422431135
2020-07,3039.0536047870005
2020-08,3225.9331700732246
2020-09,3122.3830034900802
2020-10,3046.784622779886
2020-11,3419.2411050469004
2020-12,3578.426232345236
2021-01,3563.114638631742
2021-02,3644.9939098564196
2021-03,3742.857319961885
2021-04,3906.242787474144
2021-05,3965.993600924424
2021-06,4020.066284
2021-07,4048.397199529389
2021-08,4149.949164953247
2021-09,3978.242363495266
2021-10,4181.607175936062
2021-11,4082.998525
2021-12,4245.801674313304
2022-01,4036.4946109163225
2022-02,3932.0065831861216
2022-03,4017.9079897961838
2022-04,3695.0966434650086
2022-05,3698.385352363268
2022-06,3387.057915856725
2022-07,3625.3510072470713
2022-08,3491.993395806613
2022-09,3157.5705842929306
2022-10,3347.4892950799435
2022-11,3606.7874658206915
2022-12,3463.5170035895244
2023-01,3710.904428053901
2023-02,3603.2318613574494
2023-03,3714.7685836994438
2023-04,3767.81316529543
2023-05,3728.6257646014506
2023-06,3944.402661170776
2023-07,4089.1958461325635
