Date,WORLD WITH USA GROSS
2001-09,1000.0
2001-10,1019.2468654747834
2001-11,1079.6552503591395
2001-12,1086.559915774856
2002-01,1053.7218951151854
2002-02,1044.7251678157522
2002-03,1090.8960947597225
2002-04,1053.965419112678
2002-05,1055.9977655100959
2002-06,991.9691141502034
2002-07,908.4401478337572
2002-08,910.231593979186
2002-09,810.2361505804536
2002-10,870.1419192093718
2002-11,917.1982156486482
2002-12,872.891665294073
2003-01,846.4592643543086
2003-02,831.9473097123823
2003-03,829.3933593609628
2003-04,903.081647873551
2003-05,954.7843972455321
2003-06,971.426541558567
2003-07,991.2727560641836
2003-08,1012.8452064936592
2003-09,1019.1791308214305
2003-10,1079.8281116042308
2003-11,1096.4542486087978
2003-12,1165.5361027900115
2004-01,1184.4495479995123
2004-02,1204.611815525124
2004-03,1196.8746163562182
2004-04,1172.5803861306986
2004-05,1183.5749150116471
2004-06,1208.1655310911513
2004-07,1168.9589538626415
2004-08,1174.436851941841
2004-09,1196.943307439568
2004-10,1226.4837570107688
2004-11,1291.2923993719378
2004-12,1340.9258371841802
2005-01,1310.936582599789
2005-02,1352.9134187919954
2005-03,1326.9576098125387
2005-04,1298.289700296905
2005-05,1321.727654167005
2005-06,1333.497439314333
2005-07,1380.3325894112127
2005-08,1391.1863098245444
2005-09,1427.5803021661886
2005-10,1393.1771848500312
2005-11,1440.164619736871
2005-12,1472.373610632397
2006-01,1538.3525362159105
2006-02,1536.5760488976027
2006-03,1570.687331341196
2006-04,1618.6646781281881
2006-05,1563.8678905551465
2006-06,1563.7063688047
2006-07,1573.7034356058507
2006-08,1615.125330578839
2006-09,1634.672291926297
2006-10,1694.9212498901888
2006-11,1737.0560863850644
2006-12,1772.752665487481
2007-01,1793.9485237188092
2007-02,1785.2065725236914
2007-03,1818.2033201209124
2007-04,1898.661909678336
2007-05,1952.4549196289174
2007-06,1937.738331364902
2007-07,1895.1009277723995
2007-08,1894.231238871811
2007-09,1984.7424363395926
2007-10,2045.9152408331147
2007-11,1962.9219093341142
2007-12,1938.0615914218047
2008-01,1790.264084619233
2008-02,1780.4753853205057
2008-03,1763.8182788133747
2008-04,1856.8087555386314
2008-05,1885.6757307462253
2008-06,1735.7125308602172
2008-07,1693.6395124306416
2008-08,1670.366263680205
2008-09,1472.1055019408561
2008-10,1193.3074543120076
2008-11,1116.6063889620905
2008-12,1152.9167610566417
2009-01,1052.1328843114761
2009-02,944.9671907559394
2009-03,1016.5317567687739
2009-04,1130.8319733690555
2009-05,1233.753990253643
2009-06,1228.5016754003113
2009-07,1332.8171448369665
2009-08,1388.2671841263898
2009-09,1443.9141050362894
2009-10,1418.468618928603
2009-11,1476.9428821363415
2009-12,1503.8009720755615
2010-01,1441.8557496712638
2010-02,1462.6672679475862
2010-03,1553.5908840288025
2010-04,1554.0409798068147
2010-05,1405.6531441323923
2010-06,1357.7893189964536
2010-07,1468.1233082593983
2010-08,1413.7886881153497
2010-09,1545.9680128095333
2010-10,1603.8575363121215
2010-11,1569.756466559608
2010-12,1685.5673383262006
2011-01,1723.9008215468366
2011-02,1784.8145820146592
2011-03,1767.6044256172243
2011-04,1842.9858298068582
2011-05,1805.3366218622668
2011-06,1777.2020078004089
2011-07,1745.2681109750254
2011-08,1622.9057959109898
2011-09,1483.089995924945
2011-10,1636.8397649598635
2011-11,1597.5879105181539
2011-12,1597.1484609813142
2012-01,1677.597727868467
2012-02,1760.2229686663388
2012-03,1783.28630661263
2012-04,1763.3673151305252
2012-05,1611.8274646355023
2012-06,1694.4440887204553
2012-07,1716.5666624378882
2012-08,1760.83184674598
2012-09,1809.670935694433
2012-10,1797.849303897185
2012-11,1821.7243230466443
2012-12,1856.7756923461884
2013-01,1951.742180500807
2013-02,1955.6901473109147
2013-03,2001.9765292572956
2013-04,2065.386636129368
2013-05,2066.982344589571
2013-06,2016.6007395543472
2013-07,2123.2376722533286
2013-08,2078.8079945498876
2013-09,2183.3192739578835
2013-10,2269.229702350597
2013-11,2310.401718273158
2013-12,2359.9416258219603
2014-01,2272.912872737001
2014-02,2387.6199075722166
2014-03,2391.648516240362
2014-04,2416.5916090633013
2014-05,2465.055192037142
2014-06,2509.812807171781
2014-07,2470.260352590524
2014-08,2525.5784007427783
2014-09,2457.663016296512
2014-10,2474.045680108695
2014-11,2524.6385658277927
2014-12,2484.6504062679596
2015-01,2440.0633907336864
2015-02,2584.099625490875
2015-03,2544.3455353033373
2015-04,2604.4723257468854
2015-05,2614.4355851330884
2015-06,2554.3531292696466
2015-07,2600.9436245304364
2015-08,2429.752857754983
2015-09,2340.83308396514
2015-10,2526.890086480437
2015-11,2515.3884560417823
2015-12,2471.953348085607
2016-01,2324.5550341147164
2016-02,2308.335189993554
2016-03,2465.7174244936205
2016-04,2505.2358061817627
2016-05,2520.3870657191965
2016-06,2492.8836392007047
2016-07,2598.748029272679
2016-08,2602.0610908395256
2016-09,2616.5483446967755
2016-10,2566.4652858965774
2016-11,2604.6083720629067
2016-12,2667.6375791159157
2017-01,2732.532946548615
2017-02,2809.494890849194
2017-03,2840.1894272018126
2017-04,2882.8281785233603
2017-05,2945.104253393944
2017-06,2957.163772060867
2017-07,3028.734710009272
2017-08,3034.3093961900104
2017-09,3103.0790056487363
2017-10,3162.3326688378065
2017-11,3232.252256217988
2017-12,3276.6547801765328
2018-01,3450.27035260337
2018-02,3308.5478930649506
2018-03,3237.306830344138
2018-04,3275.1338399395117
2018-05,3297.1047973831646
2018-06,3296.275729368837
2018-07,3399.921603575565
2018-08,3443.3728600365193
2018-09,3463.3983815252445
2018-10,3209.7491781694225
2018-11,3247.6639457296455
2018-12,3001.622154391774
2019-01,3235.9554221988205
2019-02,3334.7041833510125
2019-03,3379.402117265088
2019-04,3499.959378604856
2019-05,3299.422520015417
2019-06,3517.7530540110915
2019-07,3535.962148665923
2019-08,3465.1079539868824
2019-09,3539.81188305267
2019-10,3630.685973224852
2019-11,3733.2832253567794
2019-12,3846.2511011606225
2020-01,3823.7206380254347
2020-02,3501.9309842284106
2020-03,3039.5330915234917
2020-04,3372.347614353027
2020-05,3536.7643184689405
2020-06,3631.3102888526555
2020-07,3805.906614714295
2020-08,4061.486253289917
2020-09,3922.3093132993163
2020-10,3802.7833622564826
2020-11,4290.391193511364
2020-12,4473.489909142674
2021-01,4429.89035058549
2021-02,4544.64204292961
2021-03,4697.014206295265
2021-04,4916.457849040764
2021-05,4988.6828186778675
2021-06,5064.146857
2021-07,5155.854230742648
2021-08,5285.562675099584
2021-09,5067.197085109179
2021-10,5355.116819346749
2021-11,5239.260399347195
2021-12,5464.477117664777
2022-01,5176.234983880602
2022-02,5046.783746989961
2022-03,5186.656486457825
2022-04,4756.583324536192
2022-05,4761.871395910613
2022-06,4350.67840079122
2022-07,4697.1164510602675
2022-08,4502.322369804416
2022-09,4084.9613055573263
2022-10,4379.225720253683
2022-11,4685.591298147314
2022-12,4487.895225797055
2023-01,4806.381925074663
2023-02,4692.466702273349
2023-03,4838.989598148273
2023-04,4924.738806047554
2023-05,4877.339951233757
2023-06,5173.613004177402
2023-07,5348.435388110501
