Date,EAFE
2005-10,3341.806156624738
2005-11,3423.5334465552996
2005-12,3582.842944732188
2006-01,3802.8252486745278
2006-02,3794.412911518579
2006-03,3919.4714267082004
2006-04,4106.660252511843
2006-05,3947.183052455706
2006-06,3946.921765947043
2006-07,3985.99218685436
2006-08,4095.5859748587523
2006-09,4101.917607600148
2006-10,4261.458090609717
2006-11,4388.807578620699
2006-12,4526.583558652455
2007-01,4557.213882728737
2007-02,4593.986482498409
2007-03,4711.088017313935
2007-04,4920.419993902225
2007-05,5006.645271458934
2007-06,5012.762485096662
2007-07,4938.9349654023345
2007-08,4861.754310139967
2007-09,5121.85756312964
2007-10,5323.099939485039
2007-11,5148.058189933966
2007-12,5032.187788058227
2008-01,4567.32203196312
2008-02,4632.757887659027
2008-03,4584.012691826931
2008-04,4832.823942144978
2008-05,4879.885483525607
2008-06,4480.768689131119
2008-07,4336.95832811533
2008-08,4161.208661178298
2008-09,3559.539816753871
2008-10,2841.2850566991415
2008-11,2687.7115043002564
2008-12,2849.3020522026663
2009-01,2569.6922939946994
2009-02,2306.0589374023666
2009-03,2452.207911509739
2009-04,2766.190019278655
2009-05,3093.447303841941
2009-06,3075.8531795745134
2009-07,3356.682374018419
2009-08,3539.1462822023605
2009-09,3674.6539861189017
2009-10,3628.7361017688554
2009-11,3701.3901915469487
2009-12,3754.700114840687
2010-01,3589.2779440037734
2010-02,3564.6710786254107
2010-03,3787.1885022461215
2010-04,3718.6618558273285
2010-05,3290.787010427063
2010-06,3257.9695121561163
2010-07,3566.9183477067554
2010-08,3456.1713320680424
2010-09,3794.8298752132205
2010-10,3931.930480403621
2010-11,3742.6280727442513
2010-12,4045.690141090107
2011-01,4141.155618071443
2011-02,4277.699285869764
2011-03,4181.827414650722
2011-04,4431.791687610453
2011-05,4300.854849399479
2011-06,4247.003717228978
2011-07,4179.467306595987
2011-08,3802.1025922082185
2011-09,3439.8100808099925
2011-10,3771.479968402096
2011-11,3588.516118855294
2011-12,3554.495589388734
2012-01,3744.1115078000735
2012-02,3958.939951759939
2012-03,3940.544535846789
2012-04,3863.4147036188697
2012-05,3419.845278236577
2012-06,3659.615247136453
2012-07,3701.118994434341
2012-08,3800.5161108974808
2012-09,3912.9397191526377
2012-10,3945.5050002470393
2012-11,4040.8494253506506
2012-12,4170.029423812669
2013-01,4389.989001653402
2013-02,4348.348355930204
2013-03,4384.0513100594635
2013-04,4612.485788128294
2013-05,4501.106385125316
2013-06,4341.189112999883
2013-07,4570.27137570068
2013-08,4509.815256145195
2013-09,4843.214779752119
2013-10,5006.063036632402
2013-11,5044.400397273288
2013-12,5119.879269533735
2014-01,4913.722553596946
2014-02,5186.887080297049
2014-03,5153.82809432355
2014-04,5228.332030528407
2014-05,5313.243318747902
2014-06,5364.472817770027
2014-07,5259.214018852508
2014-08,5251.124036452675
2014-09,5049.267922935786
2014-10,4975.954224320622
2014-11,5043.635670887819
2014-12,4868.917560068182
2015-01,4892.718925956642
2015-02,5185.210391658601
2015-03,5106.44063315685
2015-04,5314.93196577312
2015-05,5287.725888531016
2015-06,5137.906173648362
2015-07,5244.585508723806
2015-08,4858.778708408389
2015-09,4612.071304057045
2015-10,4972.593850816284
2015-11,4895.23562595357
2015-12,4829.277309581862
2016-01,4480.0530541655025
2016-02,4397.97542565335
2016-03,4684.140226721901
2016-04,4819.751126315269
2016-05,4775.967644110081
2016-06,4615.650115820371
2016-07,4849.574694094384
2016-08,4853.017806377599
2016-09,4912.634189267232
2016-10,4812.146986397424
2016-11,4716.308114858637
2016-12,4877.579379023554
2017-01,5019.066709596745
2017-02,5090.8368376576245
2017-03,5230.980853593003
2017-04,5364.082502
2017-05,5560.966166
2017-06,5551.130842
2017-07,5711.257513
2017-08,5709.10554
2017-09,5851.151074
2017-10,5939.999081
2017-11,6002.305305
2017-12,6098.648926
2018-01,6404.553989
2018-02,6115.478318
2018-03,6005.254713
2018-04,6142.370581660891
2018-05,6004.303044478673
2018-06,5930.946761390025
2018-07,6076.938868907772
2018-08,5959.578367664749
2018-09,6011.299928988024
2018-10,5532.848273873399
2018-11,5525.876401778827
2018-12,5257.628762046938
2019-01,5603.160995215882
2019-02,5745.993200132701
2019-03,5782.2260690855155
2019-04,5944.7952177758125
2019-05,5659.291010617771
2019-06,5995.030784848357
2019-07,5918.912998426846
2019-08,5765.578024895829
2019-09,5930.796603496694
2019-10,6143.884809426044
2019-11,6213.146003235629
2019-12,6415.0713820541
2020-01,6281.0745909330835
2020-02,5713.279652981151
2020-03,4950.738067580035
2020-04,5270.568804879054
2020-05,5500.074966371075
2020-06,5687.350153326238
2020-07,5819.916016166961
2020-08,6119.123081123738
2020-09,5960.127920155456
2020-10,5722.146837096474
2020-11,6609.156197077155
2020-12,6916.455427182489
2021-01,6842.768325458632
2021-02,6996.246923532616
2021-03,7157.112904009705
2021-04,7372.466950949462
2021-05,7612.890268444503
2021-06,7527.216079792879
2021-07,7583.892257284325
2021-08,7717.666756518948
2021-09,7493.692576375301
2021-10,7678.002844389177
2021-11,7320.639955585559
2021-12,7695.484537327061
2022-01,7323.608350220613
2022-02,7194.116079982725
2022-03,7240.356001662109
2022-04,6771.943248457495
2022-05,6822.711084244495
2022-06,6189.648135205855
2022-07,6498.077749840088
2022-08,6189.454189528722
2022-09,5610.449305454923
2022-10,5912.1490640631855
2022-11,6578.069004404717
2022-12,6583.3549167612355
2023-01,7116.45595815513
2023-02,6967.959957982003
2023-03,7140.654342852969
2023-04,7342.255402399475
2023-05,7031.545130513671
2023-06,7351.547687927115
2023-07,7589.418162132135
