Date,EM EASTERN EUROPE ex RUSSIA
2015-06,3204.235681348384
2015-07,3151.1871976134994
2015-08,3034.5497240953005
2015-09,2897.889793431055
2015-10,2871.4149413892874
2015-11,2638.8840287216753
2015-12,2615.267176980275
2016-01,2485.2799200617424
2016-02,2521.3251952365435
2016-03,2967.052282174982
2016-04,2820.480905849261
2016-05,2615.367500971475
2016-06,2542.120421020531
2016-07,2653.188932166626
2016-08,2671.4151307980983
2016-09,2645.194734575354
2016-10,2752.821275182577
2016-11,2552.9545884180834
2016-12,2743.6434958303676
2017-01,2973.4626744191864
2017-02,3074.7509298612113
2017-03,3100.0775187135923
2017-04,3391.364795
2017-05,3477.687616
2017-06,3535.750015
2017-07,3773.673387
2017-08,4014.220043
2017-09,3869.508842
2017-10,4004.040229
2017-11,3961.698426
2017-12,4109.721718
2018-01,4461.056309
2018-02,4059.755182
2018-03,3884.533727
2018-04,3910.787860151495
2018-05,3491.839013230546
2018-06,3438.2106735158723
2018-07,3748.9418318716084
2018-08,3770.000288646037
2018-09,3741.5146249816503
2018-10,3423.9529182544825
2018-11,3671.287666757211
2018-12,3663.6079434269927
2019-01,3864.77723982039
2019-02,3759.6391916975886
2019-03,3703.076928288308
2019-04,3738.3151969342152
2019-05,3593.820392581471
2019-06,3773.9484775209894
2019-07,3644.933451358456
2019-08,3362.2083525390326
2019-09,3381.945870390219
2019-10,3602.7300512911393
2019-11,3501.417874964782
2019-12,3660.1165941443674
2020-01,3413.341931735654
2020-02,2955.771154703315
2020-03,2296.4492565230235
2020-04,2499.0127474800465
2020-05,2685.763091842322
2020-06,2748.556801913221
2020-07,2893.9307796530256
2020-08,2972.464002211264
2020-09,2660.538106517878
2020-10,2348.4219204447795
2020-11,2987.542977334735
2020-12,3263.454269794559
2021-01,3264.94909057245
2021-02,3212.911946994382
2021-03,3116.167650221394
2021-04,3341.4732067389823
2021-05,3804.736868382555
2021-06,3658.494964802671
2021-07,3704.354641584776
2021-08,3957.0463452018384
2021-09,3801.8035589059004
2021-10,3924.983776177756
2021-11,3539.964755929524
2021-12,3709.3877087210176
2022-01,3703.050665339954
2022-02,3182.5104980950514
2022-03,3330.909233962133
2022-04,2815.576100304373
2022-05,2825.5590854057887
2022-06,2542.3898187706545
2022-07,2541.953743296855
2022-08,2279.485556970333
2022-09,1974.675887075853
2022-10,2232.7274817398543
2022-11,2599.2030664809504
2022-12,2733.380212293809
2023-01,2957.074775158887
2023-02,2911.136563825472
2023-03,2847.747200354232
2023-04,3185.901048451382
2023-05,3049.344626551202
2023-06,3404.8065046230345
2023-07,3655.709550181971
