Date,ACWI ex INDONESIA
1998-12,1000.0
1999-01,1019.7727645151649
1999-02,993.63395408099
1999-03,1038.875666044279
1999-04,1083.1723464472643
1999-05,1045.1086313664553
1999-06,1096.9959894419442
1999-07,1091.9703519411119
1999-08,1090.802573366299
1999-09,1078.8520116394934
1999-10,1132.439274739021
1999-11,1167.354674618291
1999-12,1263.920898126752
2000-01,1194.9883830564377
2000-02,1198.755945392404
2000-03,1277.8318237801702
2000-04,1220.3221510261274
2000-05,1189.3280274261956
2000-06,1229.1950637092618
2000-07,1192.401184175576
2000-08,1229.650423018638
2000-09,1161.754918657077
2000-10,1138.4231545116525
2000-11,1067.5123465371976
2000-12,1084.8124998432604
2001-01,1112.1002363578252
2001-02,1018.3667509336722
2001-03,949.5464367372208
2001-04,1018.3968790134662
2001-05,1006.3691328666843
2001-06,974.9438726636665
2001-07,959.5598677935943
2001-08,915.1062865785879
2001-09,831.3560988532641
2001-10,848.9241078630056
2001-11,900.9158663214381
2001-12,909.1501008291683
2002-01,883.9793219718468
2002-02,877.2090564242199
2002-03,916.4754200433374
2002-04,887.0039265876468
2002-05,887.6643472742923
2002-06,833.1630196449556
2002-07,763.1060159846846
2002-08,764.8140387051084
2002-09,680.6644437813794
2002-10,730.6628879630055
2002-11,770.3497653899378
2002-12,733.3383631841973
2003-01,711.7607225043491
2003-02,698.9987142329443
2003-03,695.9759044412759
2003-04,757.6271952634975
2003-05,801.1532540156122
2003-06,816.1330315299108
2003-07,834.0264163965751
2003-08,853.5300785083567
2003-09,858.6531027341531
2003-10,910.5115295414829
2003-11,924.1378610601487
2003-12,982.4576241963833
2004-01,998.9966981818296
2004-02,1017.090661844407
2004-03,1011.281258135736
2004-04,987.4523681752138
2004-05,995.212371483307
2004-06,1014.9214785435405
2004-07,982.3779335525439
2004-08,988.3779460814872
2004-09,1008.8150220743385
2004-10,1033.434578341799
2004-11,1089.6485286367597
2004-12,1131.84533406375
2005-01,1107.7563602438395
2005-02,1146.1703701433294
2005-03,1120.9000331575164
2005-04,1096.201360278569
2005-05,1116.6245035589363
2005-06,1127.8880053561838
2005-07,1169.5623111441846
2005-08,1178.6441716801112
2005-09,1214.108813604594
2005-10,1181.406849488679
2005-11,1224.399515040139
2005-12,1254.43925582554
2006-01,1316.1019093392456
2006-02,1314.1535553722251
2006-03,1341.6804843743957
2006-04,1386.1751907007306
2006-05,1331.7058034247718
2006-06,1331.1300812242766
2006-07,1340.1173696480294
2006-08,1374.803325773614
2006-09,1390.759294885081
2006-10,1442.9329185120505
2006-11,1483.6030790763762
2006-12,1516.6493581261875
2007-01,1531.8563463777427
2007-02,1523.8483801477971
2007-03,1554.3252896041934
2007-04,1623.2447106302118
2007-05,1671.4737412993659
2007-06,1666.5010230404362
2007-07,1640.7970929500243
2007-08,1636.4013788171674
2007-09,1724.0812082865016
2007-10,1790.9989085436105
2007-11,1711.6641594409814
2007-12,1692.6456238198807
2008-01,1553.811197565636
2008-02,1557.9473647566845
2008-03,1535.4458562226057
2008-04,1621.439428908968
2008-05,1646.7157539616242
2008-06,1511.3437329076019
2008-07,1472.0271096791512
2008-08,1440.4237312197297
2008-09,1260.6271779064514
2008-10,1011.2446247778133
2008-11,944.8729220720054
2008-12,978.8976008325461
2009-01,895.2495067780089
2009-02,807.5778996981231
2009-03,873.9578657486952
2009-04,976.8644901826924
2009-05,1074.1806427397005
2009-06,1068.0236312707514
2009-07,1161.716162250676
2009-08,1203.3730549254503
2009-09,1258.3901401228165
2009-10,1239.011837205311
2009-11,1289.989012226301
2009-12,1316.5898488685987
2010-01,1259.4988993375641
2010-02,1275.6987468173336
2010-03,1357.5891387131853
2010-04,1359.6731872909315
2010-05,1230.6849929980053
2010-06,1192.4339364006562
2010-07,1289.533754335541
2010-08,1244.422840686429
2010-09,1363.2979809949693
2010-10,1412.6013995689268
2010-11,1381.3875634234055
2010-12,1482.7106647180176
2011-01,1506.5229623711248
2011-02,1550.267686743283
2011-03,1548.2623234237212
2011-04,1611.5590905911465
2011-05,1576.7731094174335
2011-06,1551.7386395838855
2011-07,1525.9929014843735
2011-08,1414.5509808425336
2011-09,1281.024742954056
2011-10,1418.3897917962684
2011-11,1376.060702709705
2011-12,1373.1069046097039
2012-01,1453.0441672175475
2012-02,1526.4951352044018
2012-03,1536.5843960299876
2012-04,1518.9879897675855
2012-05,1382.9256935486037
2012-06,1451.2175938317096
2012-07,1470.8590509182297
2012-08,1503.147116662817
2012-09,1550.3863622095291
2012-10,1539.860334438209
2012-11,1559.8093205939074
2012-12,1595.1717276350773
2013-01,1668.7874391938371
2013-02,1667.9517716407834
2013-03,1698.5166240106603
2013-04,1747.094256711765
2013-05,1742.5566044587067
2013-06,1691.7354745819457
2013-07,1773.4249847940634
2013-08,1737.2257193061937
2013-09,1827.405514807791
2013-10,1900.5929514830252
2013-11,1928.2212450982206
2013-12,1961.6078471390153
2014-01,1882.7619223181055
2014-02,1973.4593140426407
2014-03,1981.966430897539
2014-04,2000.819367901503
2014-05,2043.4761384187093
2014-06,2082.119868306308
2014-07,2056.3417235341867
2014-08,2101.984033203915
2014-09,2033.8065141963682
2014-10,2048.1514844117305
2014-11,2082.4699171669918
2014-12,2042.1897028899464
2015-01,2010.245659871182
2015-02,2122.356226232863
2015-03,2089.2896278516223
2015-04,2150.682534348823
2015-05,2147.7243007159004
2015-06,2097.430737262021
2015-07,2115.929940892713
2015-08,1970.9656027012131
2015-09,1899.9936557204737
2015-10,2048.794505378695
2015-11,2031.8775564113073
2015-12,1994.9107527010633
2016-01,1874.216076948385
2016-02,1860.972851205812
2016-03,1999.1189510358602
2016-04,2028.7730372495225
2016-05,2031.550953001622
2016-06,2018.7142055842878
2016-07,2105.6289320675396
2016-08,2112.64117657455
2016-09,2125.499817813786
2016-10,2089.317793309366
2016-11,2106.0390662549858
2016-12,2151.350011811312
2017-01,2210.33384188053
2017-02,2272.363235764823
2017-03,2299.9660724702017
2017-04,2335.700859
2017-05,2387.268821
2017-06,2397.985969
2017-07,2465.175868
2017-08,2474.677066
2017-09,2522.668973
2017-10,2575.185515
2017-11,2625.19208
2017-12,2667.058237
2018-01,2817.711873
2018-02,2699.288007
2018-03,2641.85614
2018-04,2667.4508733195917
2018-05,2670.8528877213225
2018-06,2656.822698759645
2018-07,2736.959775559624
2018-08,2758.461067575458
2018-09,2770.588018976079
2018-10,2562.7001538852173
2018-11,2599.5532747136867
2018-12,2415.936744
2019-01,2606.6522476528585
2019-02,2676.8958862031077
2019-03,2710.6043429623787
2019-04,2802.3090184071825
2019-05,2635.871152744169
2019-06,2808.5449626720615
2019-07,2816.696151950222
2019-08,2749.974842433213
2019-09,2808.181732029757
2019-10,2885.033025641706
2019-11,2955.82400936926
2019-12,3059.674022525847
2020-01,3025.9946387084124
2020-02,2781.866598533192
2020-03,2407.2800527939094
2020-04,2665.0983622741737
2020-05,2781.0550961757394
2020-06,2869.7342640974734
2020-07,3021.5524606220674
2020-08,3206.6787528641994
2020-09,3103.8201173979683
2020-10,3027.840726244575
2020-11,3400.934088695414
2020-12,3558.7774213641087
2021-01,3542.738755271891
2021-02,3624.855024641201
2021-03,3722.2380571408626
2021-04,3885.254221547134
2021-05,3945.729916007807
2021-06,3998.178167
2021-07,4025.880131270933
2021-08,4126.340563757704
2021-09,3955.4107238692586
2021-10,4157.100139387106
2021-11,4057.025318
2021-12,4219.504303901755
2022-01,4011.8990293485253
2022-02,3907.7269909826273
2022-03,3992.2796628810547
2022-04,3671.8229112126032
2022-05,3676.394119967308
2022-06,3366.5560282636384
2022-07,3601.925418399426
2022-08,3468.6624521430163
2022-09,3135.916991538082
2022-10,3325.6019412077135
2022-11,3584.1034372254144
2022-12,3443.1067667740176
2023-01,3690.186821904107
2023-02,3584.2811788080908
2023-03,3694.750680197848
2023-04,3747.460654788037
2023-05,3707.5007154371024
2023-06,3923.268667877976
2023-07,4067.0818851013464
