Date,ACWI ex JAPAN
2000-12,100.0
2001-01,102.93143989070384
2001-02,93.81479826173967
2001-03,87.0606452430619
2001-04,93.41001267615202
2001-05,92.21094502545994
2001-06,89.67247795558184
2001-07,88.84363096905514
2001-08,84.52814509773934
2001-09,76.80141133870038
2001-10,78.61662828194794
2001-11,83.85129880600228
2001-12,85.22946543732978
2002-01,83.2527950534286
2002-02,82.28031026645769
2002-03,85.87681582307503
2002-04,82.44413904711794
2002-05,82.01722899978074
2002-06,76.9073959829969
2002-07,70.33054682846249
2002-08,70.57738875132415
2002-09,62.3585222802606
2002-10,67.88172711638568
2002-11,71.65622370188828
2002-12,68.074015179246
2003-01,66.13972736983219
2003-02,64.81050231394796
2003-03,64.7804553062872
2003-04,71.0820840178621
2003-05,75.22193847933364
2003-06,76.29674257224836
2003-07,77.8450144503707
2003-08,79.10907973513659
2003-09,79.18964011729084
2003-10,84.08667644150871
2003-11,85.7273967171473
2003-12,91.08658892217544
2004-01,92.61537760298607
2004-02,94.4762762464869
2004-03,92.70824221006939
2004-04,90.83583298936601
2004-05,91.94478987978098
2004-06,93.43987560957738
2004-07,90.7232461711941
2004-08,91.26511788797693
2004-09,93.58367441283386
2004-10,95.85565151563456
2004-11,101.14044867630044
2004-12,104.92574409866316
2005-01,102.7221125399909
2005-02,106.42660343256821
2005-03,104.06625571225955
2005-04,101.80846468513317
2005-05,103.99195326369413
2005-06,105.15653688904547
2005-07,109.32347106968778
2005-08,109.50736246569866
2005-09,111.9827534810138
2005-10,108.78220464137993
2005-11,112.66730482292198
2005-12,114.65447286497826
2006-01,120.28184897546961
2006-02,120.20680048406896
2006-03,122.6725412473606
2006-04,126.81942803660449
2006-05,122.17840003872817
2006-06,122.28197106295129
2006-07,123.29569633420336
2006-08,126.65028993246062
2006-09,128.54342066526607
2006-10,133.65875850497474
2006-11,137.75206606812745
2006-12,140.7876868688564
2007-01,142.2115060317837
2007-02,140.75167010873182
2007-03,144.11933137244273
2007-04,151.52654044407808
2007-05,156.25807052216823
2007-06,155.79966703781557
2007-07,153.20188539437348
2007-08,153.20372483993032
2007-09,161.90586471152545
2007-10,168.9080803667321
2007-11,161.0241582958643
2007-12,159.68744639077357
2008-01,146.06472883645895
2008-02,146.41884782915727
2008-03,144.64289285285082
2008-04,152.478545176743
2008-05,154.7198375536662
2008-06,141.80386940129
2008-07,138.2361724453506
2008-08,135.5061843760384
2008-09,118.40062293125577
2008-10,94.35126158112693
2008-11,87.62305293638607
2008-12,90.35272365029859
2009-01,82.44559703800871
2009-02,74.63168974088202
2009-03,81.31610954290345
2009-04,91.11004717806259
2009-05,100.15477560224677
2009-06,99.34613588467428
2009-07,108.58627072448934
2009-08,112.42825207168026
2009-09,118.3350391461562
2009-10,116.61623471203512
2009-11,121.9978090168501
2009-12,124.67279653476609
2010-01,118.57130843076997
2010-02,120.09992929641571
2010-03,127.99782487608778
2010-04,128.25284471544776
2010-05,115.91816679625349
2010-06,112.22355477296757
2010-07,121.86999095674139
2010-08,117.46658221202804
2010-09,129.27757546722293
2010-10,134.137066108935
2010-11,130.62635488721475
2010-12,140.15524422558948
2011-01,142.5467669739045
2011-02,146.47788136879274
2011-03,147.60281248293984
2011-04,154.11143264900997
2011-05,150.73427172218734
2011-06,147.98260550852032
2011-07,144.92335282239176
2011-08,134.44507674277597
2011-09,120.81693529421862
2011-10,135.04752357316147
2011-11,131.170819918326
2011-12,130.79097323101692
2012-01,138.54174955191345
2012-02,145.51051458118417
2012-03,146.39160671507915
2012-04,144.97578593649982
2012-05,131.97187171737986
2012-06,138.46760058471727
2012-07,140.80181578765257
2012-08,144.19567392137543
2012-09,148.82986978708576
2012-10,147.97575925583124
2012-11,149.7443448734117
2012-12,152.7839504752661
2013-01,159.93630095226223
2013-02,159.56987737870048
2013-03,162.08504719415475
2013-04,165.9064061973211
2013-05,166.2568786084457
2013-06,160.7381586726914
2013-07,169.0374112648009
2013-08,165.52570575324572
2013-09,173.62072196616924
2013-10,181.21693943157297
2013-11,183.77230487513538
2013-12,187.08836760429136
2014-01,179.58204674496818
2014-02,189.07138896258255
2014-03,190.17437133945083
2014-04,192.51010739494586
2014-05,196.3261183060958
2014-06,199.51902689296313
2014-07,196.8140121361169
2014-08,201.86297424453772
2014-09,194.91882974913452
2014-10,196.60309169536987
2014-11,200.10160911878287
2014-12,196.16335263451916
2015-01,192.50723226194665
2015-02,203.14642493825585
2015-03,199.48793004144073
2015-04,205.16996407957743
2015-05,204.65331375049323
2015-06,199.7230279208148
2015-07,201.52590221757765
2015-08,187.5303721033535
2015-09,181.25545949271785
2015-10,195.13833772614075
2015-11,193.55753895116302
2015-12,189.71265001158173
2016-01,178.63819462853328
2016-02,177.72413505237614
2016-03,191.2944511381839
2016-04,193.62232182875053
2016-05,194.0572936893625
2016-06,193.18535527610752
2016-07,201.1642714754726
2016-08,201.8324238397351
2016-09,202.89917204771854
2016-10,198.9298100662014
2016-11,201.00219486967177
2016-12,205.5500592634127
2017-01,210.99805054030853
2017-02,217.22281945187012
2017-03,220.1696224206618
2017-04,223.693513
2017-05,228.486038
2017-06,229.410576
2017-07,235.969995
2017-08,236.959949
2017-09,241.532408
2017-10,246.039567
2017-11,250.58098
2017-12,254.818924
2018-01,269.426207
2018-02,257.49521
2018-03,251.975121
2018-04,254.44439275344888
2018-05,255.00803222412338
2018-06,254.05088398099295
2018-07,262.2600988830052
2018-08,264.4395087911487
2018-09,265.0378076386076
2018-10,245.38545012188402
2018-11,249.18661036275893
2018-12,231.565221
2019-01,250.19351825524592
2019-02,257.4355051601327
2019-03,260.810001966507
2019-04,270.0209094919702
2019-05,253.59570714953614
2019-06,270.7580869415474
2019-07,271.58311070016316
2019-08,264.85946569831964
2019-09,270.03373636281407
2019-10,276.976429043439
2019-11,284.1548768129587
