Date,EM 50
2008-05,1000.0
2008-06,901.652141708313
2008-07,849.8017990746584
2008-08,780.3454736248906
2008-09,651.8870353787011
2008-10,474.1818553124419
2008-11,433.9126746331613
2008-12,458.74597992235874
2009-01,424.3443610419736
2009-02,404.72757721577227
2009-03,466.63631561555223
2009-04,534.3910622227074
2009-05,621.1053185997267
2009-06,609.499345921103
2009-07,675.1105905064469
2009-08,669.6613154490097
2009-09,733.30602787833
2009-10,739.3625760935921
2009-11,770.94827588036
2009-12,797.2662865444844
2010-01,733.7469298726365
2010-02,735.7708605821647
2010-03,791.2245906280287
2010-04,803.9023211408697
2010-05,726.3541237614546
2010-06,714.2137376250349
2010-07,774.9482421088038
2010-08,746.5273849283071
2010-09,818.0870754266717
2010-10,843.2312566807439
2010-11,834.7252937938315
2010-12,900.4283550635995
2011-01,887.4534784073323
2011-02,890.2711622097513
2011-03,936.7487493495347
2011-04,958.4390529962512
2011-05,929.1326834156237
2011-06,908.4297276274687
2011-07,894.7285059503854
2011-08,816.8361995896544
2011-09,711.4520866953376
2011-10,807.9170585982297
2011-11,764.037534237074
2011-12,758.1335157749501
2012-01,835.7999502224279
2012-02,880.6260727364544
2012-03,851.8261481392716
2012-04,847.8261370807205
2012-05,747.3487654631473
2012-06,770.8190863401038
2012-07,789.1567280733359
2012-08,780.8236078490312
2012-09,831.42725355733
2012-10,826.3955179017697
2012-11,835.8656430806317
2012-12,877.8765148975539
2013-01,884.8739817703579
2013-02,869.4569060863861
2013-03,844.6925205493546
2013-04,845.9147552491908
2013-05,830.455720593393
2013-06,781.855732501071
2013-07,799.9819919442189
2013-08,804.8651730640659
2013-09,859.7591164081088
2013-10,895.914442363794
2013-11,900.2653108593122
2013-12,886.344458146455
2014-01,824.7044440584251
2014-02,853.1602078527621
2014-03,866.78193007959
2014-04,861.842751104994
2014-05,906.7846261291227
2014-06,934.5984263698728
2014-07,959.992018307522
2014-08,981.5087112368101
2014-09,896.546420934002
2014-10,915.2334998870141
2014-11,903.4445113139828
2014-12,870.3324157302117
2015-01,876.6837465649313
2015-02,907.3294676751758
2015-03,895.305418475463
2015-04,981.4841686447537
2015-05,932.2929983423071
2015-06,914.3406095448084
2015-07,836.5031165004485
2015-08,757.0238827176838
2015-09,731.4547022386575
2015-10,796.539483859056
2015-11,773.464948955225
2015-12,746.4668038831132
2016-01,692.8551081563395
2016-02,687.7870191413119
2016-03,782.5458960641547
2016-04,783.4303888836704
2016-05,768.0636649724996
2016-06,797.6153176595982
2016-07,833.8969071066413
2016-08,876.2372165838358
2016-09,901.73757054365
2016-10,902.4987403123467
2016-11,866.8862203143175
2016-12,864.1674059848673
2017-01,921.4083048004982
2017-02,946.3993424621829
2017-03,972.510780410085
2017-04,1000.184149
2017-05,1038.582909
2017-06,1058.691908
2017-07,1138.632181
2017-08,1168.989823
2017-09,1172.141937
2017-10,1230.915209
2017-11,1239.971407
2017-12,1267.431235
2018-01,1396.4164
2018-02,1324.979234
2018-03,1297.231623636644
2018-04,1279.8132003680232
2018-05,1246.5763281976672
2018-06,1201.6756542483124
2018-07,1217.6000179830767
2018-08,1180.3513855115484
2018-09,1178.6759490647084
2018-10,1059.160055548505
2018-11,1100.3874196729473
2018-12,1056.152296009817
2019-01,1176.8710196160043
2019-02,1178.9223210199266
2019-03,1193.5331430480471
2019-04,1234.7711907956743
2019-05,1109.6603572564302
2019-06,1201.112056755714
2019-07,1197.0576604653259
2019-08,1134.4401237673658
2019-09,1164.4981047982392
2019-10,1212.8798025264518
2019-11,1233.2329286103677
2019-12,1351.7383919405786
2020-01,1290.7745330867122
2020-02,1242.4060609109742
2020-03,1102.013223645616
2020-04,1179.3698311112028
2020-05,1183.5554463450846
2020-06,1292.594816114975
2020-07,1438.375553828051
2020-08,1498.0239085207645
2020-09,1485.3794148715886
2020-10,1549.5457166608387
2020-11,1641.2438852572973
2020-12,1750.1701345260437
2021-01,1876.445920433345
2021-02,1869.900272211362
2021-03,1791.5708991095087
2021-04,1825.6803169578207
2021-05,1829.0310845535564
2021-06,1845.0239239291159
2021-07,1664.5712352959476
2021-08,1662.9351273950217
2021-09,1570.4191786588697
2021-10,1618.0711003767672
2021-11,1533.3512103382843
2021-12,1555.9100845351923
2022-01,1538.155034671683
2022-02,1409.180337805693
2022-03,1356.1880469357889
2022-04,1269.9498586618038
2022-05,1292.0403691662762
2022-06,1206.810965782088
2022-07,1184.965606336503
2022-08,1187.245946675787
2022-09,1011.4016926859045
2022-10,924.8205794420732
2022-11,1128.2891039790816
2022-12,1123.6201053895093
2023-01,1273.3865212946253
2023-02,1161.5507422782325
2023-03,1223.7032055160228
2023-04,1157.172596497577
2023-05,1154.7868341674098
2023-06,1201.5335377773583
2023-07,1279.6164658961418
