Date,AC FAR EAST
2000-12,100.0
2001-01,102.37890897652692
2001-02,97.6730733355069
2001-03,92.75207890026886
2001-04,97.54680529058787
2001-05,97.23386014910552
2001-06,92.33787790449435
2001-07,86.2816775350244
2001-08,84.31931088042805
2001-09,75.02724885121987
2001-10,75.83847251340973
2001-11,79.07868344939203
2001-12,76.90989498055986
2002-01,73.50194281330916
2002-02,75.66372174017341
2002-03,80.35603444295708
2002-04,83.95229734928756
2002-05,87.1532159850016
2002-06,82.57227329913283
2002-07,77.50622428301452
2002-08,76.45479829630408
2002-09,71.68873924933196
2002-10,68.8354588612987
2002-11,71.80284507838475
2002-12,69.12776196461733
2003-01,67.26666307914127
2003-02,66.73104489471035
2003-03,63.70115916236139
2003-04,63.93659285770485
2003-05,67.68700646722431
2003-06,72.39062761914214
2003-07,76.19302139818454
2003-08,83.5494401211813
2003-09,87.27154336136307
2003-10,92.1489689568223
2003-11,89.69316612365381
2003-12,95.49684389680796
2004-01,98.48110563987488
2004-02,99.28675021883187
2004-03,108.21455735196975
2004-04,102.23610032612747
2004-05,98.961508323373
2004-06,102.67237643796472
2004-07,97.38989227748567
2004-08,99.19414374347902
2004-09,98.37182548453669
2004-10,100.35940105946317
2004-11,106.20908227695975
2004-12,110.92667527089861
2005-01,109.324250316146
2005-02,112.74633058159525
2005-03,109.54720888672296
2005-04,107.22923556225393
2005-05,107.27477681308872
2005-06,107.95261802432444
2005-07,110.88682362344478
2005-08,114.95250470955955
2005-09,124.99643347361652
2005-10,121.6436930305323
2005-11,127.82442006872392
2005-12,137.77911836527443
2006-01,145.567854320217
2006-02,144.57660978655534
2006-03,147.62648845295107
2006-04,153.6954789298936
2006-05,143.90523790337105
2006-06,142.51002766677527
2006-07,142.00085923904993
2006-08,144.72839583398752
2006-09,144.37425320567513
2006-10,147.28116686306464
2006-11,151.6534947556367
2006-12,156.3948632169199
2007-01,156.43750473676133
2007-02,161.05853986446004
2007-03,160.75707658914158
2007-04,160.62723314030472
2007-05,165.47467700510367
2007-06,168.44086763059775
2007-07,172.88800701275517
2007-08,169.04105817898912
2007-09,179.23627376315216
2007-10,186.31377839070626
2007-11,176.72670821155006
2007-12,171.68133200991304
2008-01,156.85306945342583
2008-02,162.00069339707335
2008-03,154.57645517277436
2008-04,166.17900734924098
2008-05,166.814526094685
2008-06,152.4499349750652
2008-07,148.34964751716132
2008-08,140.27412092933986
2008-09,121.62145953008658
2008-10,99.43712814374868
2008-11,96.67647473953186
2008-12,105.21618386258908
2009-01,98.43848797083356
2009-02,88.47786762952599
2009-03,94.32983537502159
2009-04,106.04057483954507
2009-05,118.59476754866208
2009-06,119.62739208945491
2009-07,129.5029052849012
2009-08,130.25336542204238
2009-09,133.83003318826226
2009-10,131.9567857049702
2009-11,132.4662526512245
2009-12,135.7916169900284
2010-01,133.11494739537264
2010-02,134.16234756485747
2010-03,142.0871650227633
2010-04,143.3489152015035
2010-05,131.53420806989521
2010-06,130.98486839794148
