Date,AC FAR EAST
2010-07,137.46358893734762
2010-08,135.10705816762
2010-09,145.32475900605658
2010-10,148.81595961039747
2010-11,149.7323646202403
2010-12,159.35518151007562
2011-01,159.898827736691
2011-02,160.24525592874053
2011-03,157.05102529507266
2011-04,160.8915439131245
2011-05,158.79034100150017
2011-06,157.50911128722444
2011-07,161.4307012439223
2011-08,147.0583945520837
2011-09,135.35107227014558
2011-10,143.31857647997847
2011-11,134.74535878494532
2011-12,136.15074458861037
2012-01,145.97792724547188
2012-02,154.16234459272388
2012-03,152.77591424852199
2012-04,150.8207801417956
2012-05,136.99474482219208
2012-06,142.21533844633308
2012-07,142.72257666814772
2012-08,141.72832180798474
2012-09,148.0335414665364
2012-10,146.84254420836143
2012-11,150.5063105791285
2012-12,156.947400571676
2013-01,160.70956686440064
2013-02,163.21914679663894
2013-03,165.0151582865031
2013-04,173.27539636545873
2013-05,167.41850388391669
2013-06,163.99383928158719
2013-07,166.31717135140354
2013-08,163.94789880239034
2013-09,175.00111392710454
2013-10,178.33968039913023
2013-11,180.0928927239387
2013-12,179.48754396007527
2014-01,171.44649066005934
2014-02,173.89664503904473
2014-03,173.06826806103604
2014-04,171.6509929311757
2014-05,178.13577705043147
2014-06,184.63702359980826
2014-07,188.926772991525
2014-08,187.42570017012366
2014-09,180.62672462388733
2014-10,181.0805824356457
2014-11,181.52431714593718
2014-12,178.66208154660805
2015-01,182.51000054086234
2015-02,189.64484308878855
2015-03,191.93517671920677
2015-04,203.641245018073
2015-05,201.67344428795687
2015-06,195.75843880089772
2015-07,189.1399507976878
2015-08,174.36693564708898
2015-09,166.4551760825062
2015-10,182.1353423826381
2015-11,178.35773159865423
2015-12,177.9681134236638
2016-01,163.76274217611697
2016-02,161.2883986475143
2016-03,173.9607491712143
2016-04,176.99841876947744
2016-05,174.5999415279634
2016-06,174.9163362439676
2016-07,184.70915943719635
2016-08,188.4475824917261
2016-09,191.76931011317615
2016-10,191.37546370874676
2016-11,186.79506714373392
2016-12,185.51561264357625
2017-01,194.92263820860535
2017-02,199.08432302157084
2017-03,201.78257249298872
2017-04,205.124993
2017-05,213.069466
2017-06,216.25507
2017-07,224.173745
2017-08,226.043481
2017-09,228.413543
2017-10,238.741739
2017-11,243.044626
2017-12,247.030486
2018-01,262.936333
2018-02,254.24301
2018-03,249.997998
2018-04,251.25057574474502
2018-05,248.6587322722162
2018-06,238.71238230372504
2018-07,239.437852591058
2018-08,238.04715499402602
2018-09,240.7265622387719
2018-10,216.73909717601987
2018-11,222.59015959317426
2018-12,212.14317070014854
2019-01,227.76785629407948
2019-02,230.64334934769167
2019-03,232.41097971705477
2019-04,236.51360999499474
2019-05,219.7183137361914
2019-06,232.44254177463256
2019-07,230.80948046859206
2019-08,223.94325431370487
2019-09,229.87168028653647
2019-10,240.67454446450387
2019-11,241.71874188705155
2019-12,253.69231914436315
2020-01,245.20696403200418
2020-02,232.06400491988887
2020-03,210.89434743255885
2020-04,225.73258660645195
2020-05,230.09208544443842
2020-06,241.19197304054347
2020-07,251.34558207682718
2020-08,264.274168606968
2020-09,262.5995439963862
2020-10,265.5343080289856
2020-11,291.42773757709847
2020-12,307.48169391874995
2021-01,315.3201372005626
2021-02,318.71477028093716
2021-03,313.88021390708946
2021-04,317.5843740420123
2021-05,320.1462651613836
2021-06,319.70544284755107
2021-07,300.96572172973646
2021-08,306.52614931115477
2021-09,300.6569680374468
2021-10,299.5622664809311
2021-11,289.403157
2021-12,293.2929338475741
2022-01,281.38964672137723
2022-02,276.6247208461314
2022-03,269.6649020439572
2022-04,250.82675394888702
2022-05,254.8969489135545
2022-06,240.70927320952265
2022-07,241.45736017039437
2022-08,237.8734114018969
2022-09,207.9714876746664
2022-10,200.54362929025066
2022-11,234.12536322715886
2022-12,235.65003539182908
2023-01,256.2007203781673
2023-02,241.11492254465296
2023-03,250.55365169527437
2023-04,246.17558394095676
2023-05,244.09375168529058
2023-06,251.5573104038072
2023-07,264.6158349523401
