Date,ACWI ex CHINA
1998-12,1000.0
1999-01,1019.7939377169546
1999-02,993.6478589599521
1999-03,1038.856922750932
1999-04,1083.3091636949712
1999-05,1045.4281473491374
1999-06,1097.463086734514
1999-07,1092.3176360942248
1999-08,1090.9854673277318
1999-09,1078.9492864051856
1999-10,1132.8236049424597
1999-11,1167.601396843787
1999-12,1264.3442999394674
2000-01,1195.3068578875684
2000-02,1199.0310619645393
2000-03,1278.0673090896257
2000-04,1220.4423563079883
2000-05,1189.2505294343055
2000-06,1228.7630654723198
2000-07,1191.9094948114425
2000-08,1229.4531757911793
2000-09,1161.7957533450633
2000-10,1138.5055843282419
2000-11,1067.9366428433948
2000-12,1085.217935080071
2001-01,1112.1211612900327
2001-02,1018.4501637891822
2001-03,949.9184318327588
2001-04,1018.6121938100212
2001-05,1006.5279162637737
2001-06,974.9071204352714
2001-07,960.0547854470199
2001-08,916.1597570330109
2001-09,832.117633444507
2001-10,849.6407417696978
2001-11,901.5506849457066
2001-12,909.819558348085
2002-01,884.8647527147452
2002-02,878.0598902238311
2002-03,917.3660463351515
2002-04,887.775520715972
2002-05,888.434423404628
2002-06,833.8257205343253
2002-07,763.6310412191236
2002-08,765.3719360271333
2002-09,681.1156537573679
2002-10,731.1926576039277
2002-11,770.9490645464733
2002-12,733.9356182570015
2003-01,712.1604096610637
2003-02,699.4219058731221
2003-03,696.4701823022475
2003-04,758.3670490296184
2003-05,801.8450660601003
2003-06,816.7558605724721
2003-07,834.4550377834051
2003-08,853.8608599305467
2003-09,859.0655431136007
2003-10,910.692532376018
2003-11,924.3208847723689
2003-12,982.4078435201993
2004-01,999.1063553242607
2004-02,1017.0220481247072
2004-03,1011.5115916601445
2004-04,988.1684657510675
2004-05,995.6353651062221
2004-06,1015.4335510508982
2004-07,982.8153373577709
2004-08,988.8113506399328
2004-09,1009.1242002639553
2004-10,1033.9958995451445
2004-11,1090.159428118212
2004-12,1132.594530768518
2005-01,1108.5785112127473
2005-02,1146.812286925259
2005-03,1121.6861610479962
2005-04,1096.819769052627
2005-05,1117.3450846340118
2005-06,1128.4792672778906
2005-07,1170.0281141544426
2005-08,1178.924488049767
2005-09,1214.2306794847457
2005-10,1181.9612282549217
2005-11,1224.8063516753277
2005-12,1254.8805110097885
2006-01,1316.0520906034997
2006-02,1313.871090356405
2006-03,1341.423092134489
2006-04,1385.9158931867626
2006-05,1331.3881333992124
2006-06,1330.5996699938248
2006-07,1339.4818871731707
2006-08,1374.2405293417953
2006-09,1390.0084868225065
2006-10,1441.8353558515153
2006-11,1481.7010448636624
2006-12,1513.1700726270062
2007-01,1529.0156140297213
2007-02,1521.142799409468
2007-03,1551.3954546913185
2007-04,1620.3615007114872
2007-05,1667.830650868991
2007-06,1660.862859116286
2007-07,1633.1789929040578
2007-08,1627.037030771096
2007-09,1710.851582929233
2007-10,1773.8731193481008
2007-11,1698.5635216228118
2007-12,1680.8262991409165
2008-01,1547.2802045390308
2008-02,1549.1113041817628
2008-03,1529.3392726436564
2008-04,1612.2074692673589
2008-05,1639.240967666951
2008-06,1505.7581013543388
2008-07,1465.4333795058772
2008-08,1435.3802094870966
2008-09,1257.852944365943
2008-10,1009.1513461172169
2008-11,941.23541544146
2008-12,974.2997691941873
2009-01,891.0116377481648
2009-02,802.7259821594903
2009-03,867.9186272417973
2009-04,970.4992160208648
2009-05,1065.7407140023704
2009-06,1058.6438170884917
2009-07,1151.3205449802792
2009-08,1195.4721827677154
2009-09,1250.2949821798654
2009-10,1228.7699039335519
2009-11,1279.792173000854
2009-12,1306.7872247722028
2010-01,1251.6747374890208
2010-02,1267.3503384640476
2010-03,1349.178734066717
2010-04,1351.6216427464913
2010-05,1222.2050268074818
2010-06,1183.2416321620447
2010-07,1280.6727349594203
2010-08,1235.6610095771568
2010-09,1354.0368965282048
2010-10,1402.8766035683263
2010-11,1371.7230102515023
2010-12,1475.0980082821939
2011-01,1499.0034578078714
2011-02,1544.3608273332675
2011-03,1540.8754758349407
2011-04,1604.856739781988
2011-05,1569.4232627758488
2011-06,1545.525414419653
2011-07,1520.0657584081723
2011-08,1409.7655051789084
2011-09,1279.1633477553905
2011-10,1414.9676639636273
2011-11,1374.3541501259622
2011-12,1370.7609016317012
2012-01,1448.884426405626
2012-02,1521.26410742026
2012-03,1534.1891289182254
2012-04,1515.0084329360182
2012-05,1379.7531192737988
2012-06,1448.8425074371494
2012-07,1468.654918876836
2012-08,1502.3786493054058
2012-09,1548.6034041428459
2012-10,1536.0675155106376
2012-11,1555.4976594163284
2012-12,1589.7799866458124
2013-01,1663.2054793627747
2013-02,1664.54344448857
2013-03,1697.5396043207832
2013-04,1746.6919248859042
2013-05,1742.1438118242434
2013-06,1692.807413917755
2013-07,1774.1104761122951
2013-08,1735.4683343351521
2013-09,1825.0773201745235
2013-10,1899.0289325264691
2013-11,1924.5055542626228
2013-12,1959.956995018252
2014-01,1882.6912410670177
2014-02,1974.5116190786416
2014-03,1984.1592347994024
2014-04,2004.3485867685165
2014-05,2045.9716281213193
2014-06,2083.9617136183083
2014-07,2054.754599803029
2014-08,2101.0539620523764
2014-09,2034.3546281331544
2014-10,2047.1297899964586
2014-11,2081.4179026533093
2014-12,2039.813619234166
2015-01,2006.1320387733397
2015-02,2118.9396771594033
2015-03,2084.115958194158
2015-04,2137.515328769126
2015-05,2136.871421688374
2015-06,2088.5268038618437
2015-07,2113.2527923784633
2015-08,1970.8399514511555
2015-09,1898.6749533883017
2015-10,2047.1432887980443
2015-11,2031.4715344383353
2015-12,1994.5719608252145
2016-01,1877.7859825134842
2016-02,1865.7048947853682
2016-03,2001.9628191623867
2016-04,2032.3520316391173
2016-05,2035.3534128101787
2016-06,2022.0904042037648
2016-07,2109.6903384840593
2016-08,2112.7145085279217
2016-09,2124.4554253319798
2016-10,2088.554793766431
2016-11,2105.6886083386325
2016-12,2155.1847702340306
2017-01,2211.615351872037
2017-02,2273.172009367425
2017-03,2300.3583917813207
2017-04,2335.433362
2017-05,2384.79565
2017-06,2394.228171
2017-07,2456.431229
2017-08,2462.614965
2017-09,2510.978282
2017-10,2561.434747
2017-11,2611.371004
2017-12,2653.18423
2018-01,2796.251055
2018-02,2681.214311
2018-03,2625.002081
2018-04,2651.040615907575
2018-05,2652.644306669606
2018-06,2643.4237369722828
2018-07,2728.8693881597796
2018-08,2754.9472985346747
2018-09,2768.769645520664
2018-10,2565.1882732253484
2018-11,2597.590548747782
2018-12,2413.683753
2019-01,2601.4132803777125
2019-02,2670.213886587522
2019-03,2702.545251593256
2019-04,2795.053466579865
2019-05,2637.209224310382
2019-06,2808.404965686431
2019-07,2817.533980180291
2019-08,2752.652217941515
2019-09,2812.846850838669
2019-10,2888.441161791314
2019-11,2959.7816373257324
2019-12,3058.0744124555576
2020-01,3029.245383700036
2020-02,2773.0469068056623
