Date,ACWI VOTING RIGHTS-ADJUSTED
2007-11,666.0260970565471
2007-12,658.8238205062349
2008-01,604.7611755924133
2008-02,606.2923109447211
2008-03,597.3303162177785
2008-04,630.6499330274867
2008-05,640.0042436261199
2008-06,587.4508512987466
2008-07,572.1355541203496
2008-08,561.0819386771083
2008-09,490.5457810550161
2008-10,392.6928254334545
2008-11,367.5690871798045
2008-12,380.90936289848537
2009-01,348.15734135199716
2009-02,314.0302872927922
2009-03,339.61882915406375
2009-04,379.6832411813749
2009-05,417.52997461058675
2009-06,415.1570787630808
2009-07,451.59597287064867
2009-08,468.0710523543269
2009-09,489.1414314399346
2009-10,481.39828637108087
2009-11,501.0237744094934
2009-12,511.151220402802
2010-01,489.28785327302916
2010-02,495.2153780683673
2010-03,526.9021181945438
2010-04,527.6281441384604
2010-05,477.4586778473302
2010-06,462.8680993834808
2010-07,500.3442377644453
2010-08,482.8603216436647
2010-09,528.8603407744781
2010-10,547.593954764376
2010-11,535.2951134706711
2010-12,574.6651074866891
2011-01,584.2049670859858
2011-02,601.1148368641975
2011-03,600.4516298191899
2011-04,625.0549498804361
2011-05,611.3590531151551
2011-06,601.4013069122931
2011-07,591.4665900872988
2011-08,548.0687629281354
2011-09,496.70302768918646
2011-10,549.3280195116336
2011-11,532.8246417737656
2011-12,531.4933453260086
2012-01,562.6471235906532
2012-02,590.8150997193438
2012-03,594.7443842830359
2012-04,587.7213819157935
2012-05,535.0266091592123
2012-06,561.6547262834334
2012-07,568.9934357070293
2012-08,581.3165387003133
2012-09,599.762014982806
2012-10,595.6876093093643
2012-11,603.1508879596148
2012-12,616.6841326331725
2013-01,644.6044084247713
2013-02,644.367922561891
2013-03,656.3123713679034
2013-04,674.961448938341
2013-05,673.2090743575479
2013-06,653.271665089104
2013-07,684.7087086550862
2013-08,670.3424444139289
2013-09,704.4127194896945
2013-10,732.5372226235169
2013-11,743.0331746457263
2013-12,755.638221336915
2014-01,724.8621901020366
2014-02,759.5467737414995
2014-03,763.5903086847543
2014-04,771.4741294558294
2014-05,787.7696499972503
2014-06,802.3918789819492
2014-07,792.5462478210552
2014-08,809.7408520536193
2014-09,783.3721346597371
2014-10,788.9621006436702
2014-11,801.8090489976364
2014-12,786.7884643539102
2015-01,774.5564244419044
2015-02,817.8161654279303
2015-03,804.830769137066
2015-04,828.8039079967901
2015-05,828.059239661611
2015-06,808.1071159285648
2015-07,814.1453990597911
2015-08,758.1523866786123
2015-09,730.1222514770175
2015-10,787.1928983443888
2015-11,780.2525746360424
2015-12,766.1167907369173
2016-01,719.0619280893386
2016-02,714.3705353052547
2016-03,767.3634994597766
2016-04,779.3040872536362
2016-05,780.4196567258066
2016-06,775.6141882900968
2016-07,808.8100076848946
2016-08,811.9670950692589
2016-09,817.1521990412951
2016-10,803.1104345289745
2016-11,810.8908870974622
2016-12,828.8994443193915
2017-01,850.4910861527992
2017-02,874.64246718793
2017-03,885.270660608886
2017-04,898.0660679705395
2017-05,918.0290443106211
2017-06,922.8533933319619
2017-07,948.0401281329683
2017-08,951.3776165425708
2017-09,970.2121297022205
2017-10,990.7938389600106
2017-11,1009.7989141796374
2017-12,1025.936738087484
2018-01,1083.4322112600364
2018-02,1038.2690618005547
2018-03,1016.8426987974478
2018-04,1026.8639643725571
2018-05,1027.622442570773
2018-06,1021.0704710165505
2018-07,1052.3266891012927
2018-08,1060.6359120067686
2018-09,1066.083999433081
2018-10,985.4685548851296
2018-11,1000.0
2018-12,929.0573467570331
2019-01,1001.0490713584833
2019-02,1028.3836654667004
2019-03,1041.227959678719
2019-04,1076.0910434731923
2019-05,1012.3744974460499
2019-06,1079.2277502233408
2019-07,1081.283918071703
2019-08,1055.4371415367164
2019-09,1078.424251207956
2019-10,1108.0775439254971
2019-11,1134.985455350652
2019-12,1175.0950886403723
2020-01,1161.1479207326747
2020-02,1066.6425263988135
2020-03,922.7863618846657
2020-04,1020.7629613945442
2020-05,1063.5548883679103
2020-06,1097.7475283509202
2020-07,1154.965076679172
2020-08,1224.181729583677
2020-09,1184.3085925492408
2020-10,1153.3257519157953
2020-11,1295.510573361828
2020-12,1356.7972027082747
2021-01,1349.8536239594405
2021-02,1379.287452655763
2021-03,1418.65134857114
2021-04,1478.7497298811027
2021-05,1501.6668068390356
2021-06,1518.2133640391605
2021-07,1528.6789646176906
2021-08,1566.3294896824405
2021-09,1505.4153863393585
2021-10,1581.239324662529
2021-11,1544.397036
2021-12,1609.3210360085357
2022-01,1533.0521093638565
2022-02,1496.7354070012802
2022-03,1529.9355468848569
2022-04,1411.0472111375745
2022-05,1414.6354059520395
2022-06,1294.6302722005569
2022-07,1386.5588860705025
2022-08,1335.6979868181302
2022-09,1209.4318230729016
2022-10,1286.941972769841
2022-11,1385.2804609532739
2022-12,1331.4607625846927
2023-01,1424.3070549455585
2023-02,1384.0193752358098
2023-03,1423.8928051266312
2023-04,1444.090884354132
2023-05,1426.8110252955646
2023-06,1510.6794724469698
2023-07,1563.0627499624977
