Date,EM EUROPE & MIDDLE EAST
2012-07,256.0920745342997
2012-08,262.5518055227524
2012-09,274.9851170140634
2012-10,273.6314481739407
2012-11,274.9319934471522
2012-12,292.5340142803502
2013-01,303.3377908067176
2013-02,289.5857901171334
2013-03,284.80217878306104
2013-04,283.1786781560921
2013-05,278.25451358766065
2013-06,258.93139149569237
2013-07,265.1897698747261
2013-08,259.05325749611154
2013-09,283.8974401941698
2013-10,297.93727773968743
2013-11,286.9933169554894
2013-12,279.43489109722
2014-01,253.99343617898833
2014-02,259.1912030592258
2014-03,261.2063849298788
2014-04,253.67781132554833
2014-05,274.70262386197203
2014-06,273.177465538123
2014-07,261.3631647293955
2014-08,259.03510873744744
2014-09,246.80919089556008
2014-10,242.0619781289953
2014-11,233.45215719336917
2014-12,198.95060881191313
2015-01,191.34108022799185
2015-02,208.78426164580094
2015-03,200.66470377688879
2015-04,223.82559768204763
2015-05,212.860364146006
2015-06,209.5026783063692
2015-07,201.4165557807404
2015-08,187.40289140184933
2015-09,180.15794352258698
2015-10,187.48868017828963
2015-11,177.23322732976868
2015-12,168.83265535359934
2016-01,161.6074416867156
2016-02,166.70990200817863
2016-03,190.04488394981357
2016-04,196.29827468219267
2016-05,182.870941602395
2016-06,183.179625388604
2016-07,187.550401376271
2016-08,190.9443538228092
2016-09,192.09339108974277
2016-10,192.8193056006935
2016-11,189.8891950177545
2016-12,206.29762938568086
2017-01,209.64234741538195
2017-02,206.78949253231784
2017-03,209.42037909033297
2017-04,216.786112
2017-05,213.739495
2017-06,211.588899
2017-07,222.555722
2017-08,233.316473
2017-09,229.251915
2017-10,229.020628
2017-11,226.716446
2017-12,239.013609
2018-01,261.239251
2018-02,253.153204
2018-03,243.348889
2018-04,234.83762979034103
2018-05,223.46864938848375
2018-06,221.9319074249081
2018-07,232.24334478096773
2018-08,218.4987580807032
2018-09,229.61875498747622
2018-10,221.3586525588617
2018-11,224.93568219285567
2018-12,220.034361
2019-01,241.31155088833373
2019-02,236.2821462399168
2019-03,233.660026947701
2019-04,240.57470997539892
2019-05,238.85860133462234
2019-06,252.07726397338905
2019-07,253.9536136383972
2019-08,237.56325628615187
2019-09,241.6780215617149
2019-10,247.90326216307656
2019-11,247.6350779222301
2019-12,262.20046493081395
2020-01,254.27772536949465
2020-02,224.4449386992264
2020-03,180.90002566012052
2020-04,199.0436380463077
2020-05,208.31495924680925
2020-06,209.78164164163368
2020-07,213.9896759377816
2020-08,219.06677545687444
2020-09,211.92179846006172
2020-10,199.0735666962707
2020-11,230.14351559951677
2020-12,242.28380535410182
2021-01,243.2750828224299
2021-02,246.95757845119272
2021-03,258.12329738710685
2021-04,266.8871248600365
2021-05,281.16371587158966
2021-06,287.26322224471915
2021-07,289.11902407737216
2021-08,302.2275705313204
2021-09,309.6285208530669
2021-10,319.96634191332834
2021-11,295.2018788651296
2021-12,300.2612438371274
2022-01,304.4130534874541
2022-02,259.3550252892
2022-03,230.0323611681116
2022-04,232.33320520851268
2022-05,217.92973022659606
2022-06,196.885732741869
2022-07,206.26225628471664
2022-08,207.1975270188128
2022-09,191.76483336325302
2022-10,200.94555530223943
2022-11,199.77393515530554
2022-12,194.15794916990868
2023-01,196.8646876055329
2023-02,191.35002795836016
2023-03,191.7635521783146
2023-04,201.71742208212427
2023-05,195.72048508502343
2023-06,202.83383202109022
2023-07,213.1268641178719
