Date,EM EUROPE & MIDDLE EAST
2000-12,100.0
2001-01,103.32452426317151
2001-02,87.4389708194219
2001-03,78.10874015974314
2001-04,88.25989380707782
2001-05,85.30717968265044
2001-06,82.44223434221848
2001-07,77.28610503823157
2001-08,73.86162451792855
2001-09,61.35424131829822
2001-10,69.60763703311336
2001-11,77.55302002791944
2001-12,83.69349774580846
2002-01,87.0788128617171
2002-02,78.12738951561298
2002-03,83.73472402533264
2002-04,83.20316673622733
2002-05,83.2081331734904
2002-06,75.361979562082
2002-07,72.27656379342487
2002-08,73.93377853774079
2002-09,70.50829417694301
2002-10,75.62288675300424
2002-11,82.59000544267539
2002-12,76.9346398763979
2003-01,75.27941712028199
2003-02,78.48752443735322
2003-03,75.96938771093811
2003-04,89.59831477431395
2003-05,99.76881769026477
2003-06,103.69846585382913
2003-07,100.41741897350781
2003-08,109.92837902825543
2003-09,113.55956812412343
2003-10,114.71422051578364
2003-11,117.8134648370982
2003-12,127.53631742212217
2004-01,133.39647533977248
2004-02,142.68293400364226
2004-03,151.59855045107633
2004-04,138.462926851153
2004-05,135.54718843611536
2004-06,140.03682624909155
2004-07,132.86949438284034
2004-08,136.0887121132635
2004-09,143.48520035705803
2004-10,150.6297271277948
2004-11,156.72411180769376
2004-12,167.07498317161716
2005-01,169.3455600276056
2005-02,188.18543718544592
2005-03,174.02652356542254
2005-04,168.21688131833244
2005-05,173.49086909876252
2005-06,177.64413492893425
2005-07,193.69508961152775
2005-08,208.55550767069442
2005-09,229.49606475208506
2005-10,216.50516147250843
2005-11,233.23128724445232
2005-12,241.5110689890412
2006-01,268.1182698818636
2006-02,276.38046423429097
2006-03,270.4214850169967
2006-04,294.81346721087806
2006-05,259.7912230591344
2006-06,256.0019602617514
2006-07,268.7769784107471
2006-08,275.5696833958923
2006-09,262.9540978465873
2006-10,275.61529777674684
2006-11,296.73738655113704
2006-12,305.0533203485239
2007-01,299.67633095384326
2007-02,295.4326182700205
2007-03,310.5514705797853
2007-04,316.9584223203187
2007-05,309.70852649141705
2007-06,329.29385743119224
2007-07,343.2195266333701
2007-08,329.3717202989183
2007-09,358.40004671
2007-10,391.5715130441064
2007-11,387.06509473978036
2007-12,400.2429650468162
2008-01,341.6803004712623
2008-02,362.2389440862681
2008-03,351.62757365746654
2008-04,365.71975090221383
2008-05,405.3535008828031
2008-06,378.62213901370194
2008-07,351.2084807859076
2008-08,310.658676532294
2008-09,253.1534398964422
2008-10,172.15710902327422
2008-11,148.58271395632661
2008-12,147.15285879438815
2009-01,130.01158475840595
2009-02,126.01907233190441
2009-03,141.89728802710957
2009-04,167.70598835399977
2009-05,202.5970507746573
2009-06,190.14507724669312
2009-07,214.46792514769336
2009-08,220.11011258215677
2009-09,237.10310543295927
2009-10,243.7568665654463
2009-11,250.47280043804113
2009-12,261.5150575691067
2010-01,265.42513289202896
2010-02,253.61864845001426
2010-03,279.594590743488
2010-04,276.45505949158996
2010-05,246.91288179707328
2010-06,236.71738872677244
2010-07,268.4429764421428
2010-08,259.2248549521581
2010-09,284.1679968230052
2010-10,297.8504516445474
2010-11,284.3174509027909
2010-12,308.32516591684254
2011-01,314.4584194019005
2011-02,326.78656854555527
2011-03,344.5830990497354
2011-04,358.13455567907937
2011-05,333.86516721366246
2011-06,332.87596393502366
2011-07,332.61088145251153
2011-08,288.1801402031191
2011-09,234.3460705483593
2011-10,268.09973178026735
2011-11,260.78801177467216
2011-12,235.39199170761134
2012-01,271.1022566878841
2012-02,293.67893808487395
2012-03,280.9083685585216
2012-04,273.06295224651035
2012-05,224.22459594274264
2012-06,250.93267439739284
