Date,ACFM ASIA
2002-05,479.9583046132106
2002-06,455.11414183383806
2002-07,427.071553536066
2002-08,421.870367966046
2002-09,395.8780495562967
2002-10,380.2875611346062
2002-11,397.06722224709176
2002-12,382.96401300392176
2003-01,371.8910767176457
2003-02,368.72288592293273
2003-03,351.6279784144942
2003-04,352.78889622544364
2003-05,372.90320879949155
2003-06,398.6420536352242
2003-07,419.6516837405954
2003-08,459.2719759355523
2003-09,480.31022782141235
2003-10,505.7648514857189
2003-11,493.1521005751345
2003-12,524.8951716178977
2004-01,540.7879202242824
2004-02,546.0856462675555
2004-03,595.6181583184303
2004-04,563.6282996618037
2004-05,544.5850074540077
2004-06,564.5862429364242
2004-07,536.3305964809525
2004-08,545.241092148801
2004-09,540.9716067826315
2004-10,552.2703329075584
2004-11,584.7182090236294
2004-12,611.4805485059634
2005-01,601.4166139506098
2005-02,619.8032604457641
2005-03,602.3459757233342
2005-04,588.5661509466674
2005-05,590.2038235529577
2005-06,594.5830933889301
2005-07,611.1430340086907
2005-08,633.7830425409051
2005-09,690.0657293500035
2005-10,670.6094715351888
2005-11,704.518818065436
2005-12,760.1765099896586
2006-01,801.5711498241444
2006-02,796.8111179292916
2006-03,814.0199705527174
2006-04,848.0425138815453
2006-05,793.1268387635703
2006-06,786.7708515163791
2006-07,785.316331111929
2006-08,801.9084704510357
2006-09,801.1467718428916
2006-10,818.6442169341964
2006-11,843.4417655704602
2006-12,869.6549279686164
2007-01,869.9164964447916
2007-02,890.8435909379397
2007-03,889.1551309083363
2007-04,891.1162014184694
2007-05,920.1435571044
2007-06,936.6913328523493
2007-07,963.1139092589835
2007-08,941.2744346158597
2007-09,1003.3342955439427
2007-10,1050.451788710632
2007-11,1000.0000000000005
2007-12,976.4706822778509
2008-01,888.8201776689749
2008-02,915.2400925475496
2008-03,869.5033051792069
2008-04,936.314121911527
2008-05,935.5329025306909
2008-06,850.356079983527
2008-07,830.6593868728042
2008-08,787.0063736757409
2008-09,680.5565824601871
2008-10,553.4280530289423
2008-11,536.3908423545429
2008-12,583.5647204013782
2009-01,546.9132775374783
2009-02,491.487444112127
2009-03,525.0204856007152
2009-04,591.6773107955332
2009-05,667.8924299663594
2009-06,672.6875614913146
2009-07,728.4224765671469
2009-08,732.1864807383356
2009-09,755.3286414946376
2009-10,743.7256910843944
2009-11,749.608119536892
2009-12,768.8057009411478
2010-01,752.2446726176328
2010-02,758.382524937471
2010-03,804.5384501791874
2010-04,812.1841159128363
2010-05,745.342059700699
2010-06,744.3009502840177
2010-07,779.2556910794996
2010-08,766.0013605739546
2010-09,827.6892506644037
2010-10,847.1894279282096
2010-11,848.7150993948255
2010-12,903.7757527467226
2011-01,899.5290048343877
2011-02,900.0314833014278
2011-03,888.389040248219
2011-04,908.2408392991313
2011-05,894.815346051096
2011-06,888.9487541870911
2011-07,908.6150946862664
2011-08,826.1259368551067
2011-09,761.1452004911679
2011-10,806.7731456784841
2011-11,754.1427904773307
2011-12,759.2782571336226
2012-01,818.656295423037
2012-02,864.2755474210328
2012-03,854.6694334275559
2012-04,842.3707949846639
2012-05,764.2411492663821
2012-06,794.5318112622571
2012-07,797.0706499893494
2012-08,792.2734393396721
2012-09,831.3964076829066
2012-10,823.3342167877944
2012-11,844.6343103383726
2012-12,878.9100310194104
2013-01,901.1974792080885
2013-02,911.1060445648492
2013-03,920.6894472395987
2013-04,966.3170395760842
2013-05,934.1574221239797
2013-06,912.9283260068047
2013-07,924.1931899970652
2013-08,907.3076425110924
2013-09,969.1635396007714
2013-10,990.9477411280745
2013-11,998.8710056088212
2013-12,997.0499615681315
2014-01,952.9006291046819
2014-02,967.2768948703855
2014-03,966.4760908472921
2014-04,958.5247162066398
2014-05,997.1984834013153
2014-06,1033.6481929473666
2014-07,1057.152433356213
2014-08,1050.3821264265787
2014-09,1013.5041049572396
2014-10,1017.8451989479953
2014-11,1020.904875424843
2014-12,1002.7281470801502
2015-01,1027.042321501146
2015-02,1066.0072706828864
2015-03,1075.7844392000006
2015-04,1134.940408334969
2015-05,1125.7557342337482
2015-06,1094.608398103653
2015-07,1060.5448049025465
2015-08,977.1834713684747
2015-09,935.2795604504358
2015-10,1019.2713454529967
2015-11,996.6232267391824
2015-12,995.8070626229922
2016-01,916.9193902491986
2016-02,900.3547975659279
2016-03,973.2272658714006
2016-04,989.6737448736012
2016-05,977.9788767429475
2016-06,980.4204848506878
2016-07,1035.3066477250145
2016-08,1055.7358080222364
2016-09,1072.7332940070617
2016-10,1070.2977302537956
2016-11,1041.8794184315796
2016-12,1035.2620984566731
2017-01,1087.2290790066852
2017-02,1112.526031743662
2017-03,1130.3784329339114
2017-04,1149.262422
2017-05,1192.272622
2017-06,1208.494505
2017-07,1255.287648
2017-08,1264.483591
2017-09,1274.390884
2017-10,1333.933902
2017-11,1356.4526
2017-12,1381.282148
2018-01,1467.965428
2018-02,1416.794154
2018-03,1391.981961
2018-04,1401.2771171802265
2018-05,1384.4512642591067
2018-06,1331.485017616187
2018-07,1340.0620142000037
2018-08,1333.5275949414454
2018-09,1340.3192834933539
2018-10,1209.0315705999212
2018-11,1246.8232673963191
2018-12,1191.6938922775391
2019-01,1272.5257743077882
2019-02,1287.903466163571
2019-03,1303.8654017718438
2019-04,1325.7960974233329
2019-05,1237.7505999075936
2019-06,1304.3055965185972
2019-07,1291.654426027434
2019-08,1253.321424364371
2019-09,1286.7598046795729
2019-10,1346.7584071392075
2019-11,1351.7846055144557
2019-12,1415.594808612263
2020-01,1370.4410049430535
2020-02,1295.3120266350081
2020-03,1164.165899328085
2020-04,1251.6584166070627
2020-05,1272.859645439261
2020-06,1335.3426952439906
2020-07,1395.8842641076264
2020-08,1466.4907973056747
2020-09,1458.3050594401882
2020-10,1474.7501163856061
2020-11,1617.4449018839593
2020-12,1711.440130838604
2021-01,1749.3506510367367
2021-02,1772.9828121922985
2021-03,1750.607131893799
2021-04,1768.9726855229117
2021-05,1792.8156025860887
2021-06,1789.7849770327425
2021-07,1693.8180623315734
2021-08,1737.2578423043774
2021-09,1707.8794913885333
2021-10,1701.28186562387
2021-11,1644.218599
2021-12,1669.7428123763775
2022-01,1606.0921769325485
2022-02,1575.3742741653145
2022-03,1544.4723044808486
2022-04,1444.416392943941
2022-05,1456.6000314561325
2022-06,1373.81280275829
2022-07,1389.4514116980363
2022-08,1376.951682287324
2022-09,1212.839935777743
2022-10,1177.4913471808231
2022-11,1358.0289862800241
2022-12,1357.5276719254946
2023-01,1459.3155595001024
2023-02,1375.0492534945106
2023-03,1425.3287556370155
2023-04,1408.2583592218373
2023-05,1401.582805141273
2023-06,1446.8674754707488
2023-07,1518.758950166125
