Date,ACWI ex USA
2022-01,287.92097814349614
2022-02,282.2217801487438
2022-03,282.6716082918722
2022-04,264.9218300343148
2022-05,266.8234411061614
2022-06,243.86934292400318
2022-07,252.21787555523687
2022-08,244.1059188686284
2022-09,219.71239317167854
2022-10,226.27767423422327
2022-11,252.989197979264
2022-12,251.09748983077407
2023-01,271.4635350179541
2023-02,261.9346989757334
2023-03,268.3378444171232
2023-04,272.9996781696638
2023-05,263.0739197575718
2023-06,274.8778676579714
2023-07,286.05340114624846
