Date,ACWI ex USA
2000-12,100.0
2001-01,101.49431681525672
2001-02,93.45456429442467
2001-03,86.80655771779662
2001-04,92.66120715227274
2001-05,90.03441344987202
2001-06,86.54702970307949
2001-07,84.61092388013628
2001-08,82.49091543505216
2001-09,73.7209485660835
2001-10,75.78808199517889
2001-11,79.24830536898358
2001-12,80.26577235084959
2002-01,76.82091285054969
2002-02,77.36809412211556
2002-03,81.53371605049186
2002-04,82.01939379665485
2002-05,82.84652872453957
2002-06,79.23868216575373
2002-07,71.50754844530731
2002-08,71.49561097421723
2002-09,63.90180754212861
2002-10,67.3250041476246
2002-11,70.55374314923944
2002-12,68.26790595724192
2003-01,65.86541087613602
2003-02,64.51760647341615
2003-03,63.221340878746936
2003-04,69.24974692547187
2003-05,73.60229551500068
2003-06,75.59836209194813
2003-07,77.59901230969605
2003-08,79.89653403787331
2003-09,82.11816485237503
2003-10,87.43516976909785
2003-11,89.32834665089688
2003-12,96.1415952239066
2004-01,97.67227719499623
2004-02,100.1372806147421
2004-03,100.71430274572981
2004-04,97.50985272597833
2004-05,97.73291357107803
2004-06,99.81213804528247
2004-07,96.88407572402299
2004-08,97.63526454336557
2004-09,100.75945349170135
2004-10,104.25665507100301
2004-11,111.46535653603055
2004-12,116.24150382379068
2005-01,114.22347698429517
2005-02,119.82649490893698
2005-03,116.53174459203106
2005-04,113.5437504192343
2005-05,114.14808126758459
2005-06,116.24746316638966
2005-07,120.51774090730127
2005-08,123.56379324630622
2005-09,129.91215621772085
2005-10,125.17389284340084
2005-11,129.34985521871076
2005-12,135.56022112196567
2006-01,144.99223834123927
2006-02,144.5472751881343
2006-03,148.68213603410845
2006-04,156.25508352954168
2006-05,148.89260332966526
2006-06,148.68049378727818
2006-07,150.17212654333952
2006-08,154.38052437241393
2006-09,154.45035641309755
2006-10,160.72501698578853
2006-11,166.51647947188928
2006-12,171.6898286887722
2007-01,172.30669117851596
2007-02,173.3326124584112
2007-03,178.13193726975612
2007-04,186.2909305929039
2007-05,191.15755713510853
2007-06,192.71733249518928
2007-07,192.13313319659093
2007-08,189.13142746430137
2007-09,201.61886579511034
2007-10,212.84881941234687
2007-11,203.23594209080005
2007-12,200.27950295665045
2008-01,180.8696039289665
2008-02,186.05214895883555
2008-03,181.96364925261884
2008-04,192.9780115190674
2008-05,196.03505166723627
2008-06,179.9227353576733
2008-07,173.44406668248882
2008-08,165.32686636593772
2008-09,140.49295667124935
2008-10,109.55822111092759
2008-11,103.22063193835521
2008-12,109.10197826012946
2009-01,99.46042411534226
2009-02,90.17764814798393
2009-03,97.41573655280658
2009-04,110.691316258094
2009-05,125.67706428346523
2009-06,124.29278425769942
2009-07,136.44647555521684
2009-08,141.49566555234333
2009-09,148.76317759851048
2009-10,146.92037794167467
2009-11,151.13107886977326
2009-12,154.322872121136
2010-01,146.78145120103747
2010-02,146.78155846367997
2010-03,156.76691423134312
2010-04,155.38760104338175
2010-05,139.03460091961432
2010-06,137.25128510826997
2010-07,149.64503551026746
2010-08,145.53350819867845
2010-09,160.0112867184378
2010-10,165.46187510192797
2010-11,159.0769040586564
2010-12,171.53366787039704
2011-01,173.22198063491686
2011-02,177.7847766863144
2011-03,177.3760027259569
2011-04,186.0415427403933
2011-05,180.6764944339926
2011-06,178.05485654826083
2011-07,175.62537319257785
2011-08,160.57469477616652
2011-09,142.71063220031414
2011-10,157.7444467247376
2011-11,149.69448369019904
2011-12,148.020769670633
2012-01,158.06326876650016
2012-02,166.94278888509362
2012-03,164.64667687219628
2012-04,162.0507494976975
2012-05,143.64854522562092
2012-06,152.120740003632
2012-07,154.2704883122276
2012-08,157.4962319170238
2012-09,163.37982456502368
2012-10,164.01481550865626
2012-11,167.14083962609422
2012-12,172.93307038581517
2013-01,179.96388170740377
2013-02,178.06014684459097
2013-03,178.41553518414656
2013-04,184.97436852387585
2013-05,180.69535620243735
2013-06,172.85868975815302
2013-07,180.4286263594591
2013-08,177.93998471493407
2013-09,190.30166881956714
2013-10,197.29038541817505
2013-11,197.62807100641908
2013-12,199.37055040653928
2014-01,190.30972620720732
2014-02,199.87047207884794
2014-03,200.3827150253893
2014-04,203.02940823229986
2014-05,206.976360997924
2014-06,210.4590445581707
2014-07,208.36998851572184
2014-08,209.524879547725
2014-09,199.37651771189604
2014-10,197.40307297953535
2014-11,198.8311262977803
2014-12,191.66211665476501
2015-01,191.3781149683931
2015-02,201.6096629047153
2015-03,198.35084447595992
2015-04,208.37133558083116
2015-05,205.1175373968577
2015-06,199.395413765872
2015-07,198.84092878973803
2015-08,183.64252559191354
2015-09,175.1281413512614
2015-10,188.16519899232887
2015-11,184.28089012205226
2015-12,180.8099557725148
2016-01,168.51066289417216
2016-02,166.58461442604198
2016-03,180.12956159810565
2016-04,184.87046992623172
2016-05,181.7499272372952
2016-06,178.96932697100365
2016-07,187.8199406409063
2016-08,189.00769801096715
2016-09,191.3384441051768
2016-10,188.58744664870522
2016-11,184.22533535662762
2016-12,188.93756903823768
2017-01,195.63062372785066
2017-02,198.7501940304271
2017-03,203.7888445687282
2017-04,208.151484
2017-05,214.905933
2017-06,215.573236
2017-07,223.518768
2017-08,224.688444
2017-09,228.859446
2017-10,233.16505
2017-11,235.059101
2017-12,240.312875
2018-01,253.697292
2018-02,241.734762
2018-03,237.471445
2018-04,241.2627040689087
2018-05,235.6920229365073
2018-06,231.26203244592125
2018-07,236.79304140901488
2018-08,231.83691812987695
2018-09,232.89310096559484
2018-10,213.95010078959245
2018-11,215.97515111138233
2018-12,206.199638
2019-01,221.77963027041667
2019-02,226.113029741915
2019-03,227.45979559861232
2019-04,233.46877516817463
2019-05,220.93829340646812
2019-06,234.24202942201006
2019-07,231.4067632035981
2019-08,224.25994715727435
2019-09,230.0310386804904
2019-10,238.05739353053008
2019-11,240.1558959891685
2019-12,250.55591306886112
2020-01,243.82515750943858
2020-02,224.55198108794738
2020-03,192.0384074229555
2020-04,206.59122614729478
2020-05,213.35238525753974
2020-06,222.99377307441344
2020-07,232.93579161767448
2020-08,242.9070160807022
2020-09,236.935771195778
2020-10,231.84198962063044
2020-11,263.0281860592145
2020-12,277.2450489669619
2021-01,277.847585242793
2021-02,283.3479412577158
2021-03,286.93049294461593
2021-04,295.3767984623897
2021-05,304.61613563084694
2021-06,302.642483
2021-07,297.65489453614947
2021-08,303.3128234813907
2021-09,293.600586646451
2021-10,300.6089410319845
2021-11,287.073096
2021-12,298.93681724139697
