Date,ACWI ex UK
2000-12,100.0
2001-01,102.95287455977987
2001-02,94.0817038594333
2001-03,87.4973995194885
2001-04,93.92031208318956
2001-05,93.02618436052654
2001-06,90.17941185474889
2001-07,88.5835216707323
2001-08,84.14589193199612
2001-09,76.20115717385347
2001-10,77.82394738402942
2001-11,82.92895820179679
2001-12,83.55459551764329
2002-01,81.38415477245152
2002-02,80.73696134574502
2002-03,84.3408671149614
2002-04,81.31061694759003
2002-05,81.53288276013056
2002-06,76.3406937553403
2002-07,69.76487211903702
2002-08,70.03027541675316
2002-09,62.27033364276837
2002-10,66.7993225421128
2002-11,70.62913196921805
2002-12,67.01568937841685
2003-01,65.38433240086445
2003-02,64.19776924151377
2003-03,63.89546637650163
2003-04,69.44167228513724
2003-05,73.40258789417574
2003-06,74.86397315730507
2003-07,76.63849923640271
2003-08,78.69346114399801
2003-09,78.91821828373328
2003-10,83.61533096461787
2003-11,84.72756083541508
2003-12,89.9580777249063
2004-01,91.68749312866606
2004-02,93.0575522179015
2004-03,92.71851276737719
2004-04,90.36823159078874
2004-05,90.9231933149045
2004-06,92.92610401944303
2004-07,89.72253300352702
2004-08,90.27274136049364
2004-09,92.02986887737163
2004-10,94.28006810894674
2004-11,99.30869873259634
2004-12,103.22251206363674
2005-01,100.8636570451683
2005-02,104.19150977665298
2005-03,101.94980379341104
2005-04,99.56090796780023
2005-05,101.75765613584005
2005-06,102.7188567552598
2005-07,106.78513659813835
2005-08,107.31627093720934
2005-09,110.70426103821087
2005-10,107.7682931527023
2005-11,112.09722478077768
2005-12,114.80044592926366
2006-01,120.31734465425075
2006-02,120.2110800417531
2006-03,122.63549465405447
2006-04,126.35631160272757
2006-05,121.08073979490027
2006-06,120.88212285121111
2006-07,121.47952101883853
2006-08,124.65238167812721
2006-09,126.34778071103545
2006-10,130.906694961452
2006-11,134.66768575629297
2006-12,137.62469798837859
2007-01,139.17775361805099
2007-02,138.38350422334779
2007-03,140.95393744643354
2007-04,147.19364706079077
2007-05,151.79795466360068
2007-06,151.0821565086839
2007-07,148.9418757818129
2007-08,148.62441688802258
2007-09,156.88873158567145
2007-10,162.65002365319023
2007-11,155.63158660229428
2007-12,154.17588915349413
2008-01,141.668720283396
2008-02,142.04992460286917
2008-03,140.0656284462481
2008-04,147.75039307967322
