Date,ACWI ex UK
2008-05,150.3881902807067
2008-06,137.7473233083356
2008-07,134.3823662407609
2008-08,131.63104829177578
2008-09,115.48732721624864
2008-10,92.50531266563803
2008-11,86.4164390059834
2008-12,90.0974482453548
2009-01,82.20810779885738
2009-02,74.03567256384493
2009-03,80.45042150531992
2009-04,89.88795852334088
2009-05,98.52198264175517
2009-06,98.03695499813477
2009-07,106.62378913877251
2009-08,110.23922991910942
2009-09,115.48746604001268
2009-10,113.39265396058477
2009-11,118.19132878255634
2009-12,120.57469419526682
2010-01,115.42217673649996
2010-02,117.19383579573966
2010-03,124.78323718968106
2010-04,125.14143230849143
2010-05,113.43417793551137
2010-06,109.85391363610904
2010-07,118.39582081969009
2010-08,114.0892061888759
2010-09,125.06827516879974
2010-10,129.54905851836995
2010-11,126.9960797522274
2010-12,136.29809149515668
2011-01,138.38675800601257
2011-02,142.24018568824542
2011-03,142.40407698775488
2011-04,147.84747273238207
2011-05,144.67465328562506
2011-06,142.5681188969901
2011-07,140.02807012323484
2011-08,129.7999471727304
2011-09,117.46702908222947
2011-10,129.9077416995918
2011-11,125.98360042221312
2011-12,125.6968931299784
2012-01,133.27503159326048
2012-02,139.95819048536433
2012-03,141.12486900983004
2012-04,139.2052688658782
2012-05,127.04351610968722
2012-06,133.0743282504781
2012-07,134.91997471736778
2012-08,137.7074657331897
2012-09,142.14465046473399
2012-10,141.0286894228366
2012-11,142.81432147326296
2012-12,146.07523571109692
2013-01,152.90260456197385
2013-02,153.22158529923422
2013-03,156.1092464003715
2013-04,160.5385364936751
2013-05,160.0432393310852
2013-06,155.68418690282454
2013-07,162.89733324027563
2013-08,159.26902432523872
2013-09,167.438275023061
2013-10,174.24467219425273
2013-11,176.77620236299043
2013-12,179.66982964195591
2014-01,172.529596476672
2014-02,180.5293462012371
2014-03,181.90312899900889
2014-04,183.0874736128706
2014-05,187.19154294632
2014-06,190.91638843879983
2014-07,188.60901893233262
2014-08,193.0680514613665
2014-09,187.12069932891953
2014-10,188.89980764056688
2014-11,192.1925969382048
2014-12,188.59593068345168
2015-01,185.568680428921
2015-02,195.79943316695582
2015-03,193.4154414803985
2015-04,198.45570887735494
2015-05,198.19463447759452
2015-06,193.71251389659602
2015-07,195.26828226616968
2015-08,181.9685268338612
2015-09,175.49044731428987
2015-10,189.33742987891665
2015-11,187.98029925881957
2015-12,184.88283479854928
2016-01,173.7319709510745
2016-02,172.55796157244518
2016-03,185.6614192804665
2016-04,188.14709075775914
2016-05,188.46600972157555
2016-06,187.7212837006193
2016-07,196.00980579645537
2016-08,196.6917341792094
2016-09,197.8407079662848
2016-10,194.92468542045742
2016-11,196.45758986994855
2016-12,200.46055354713883
2017-01,206.12482998267615
2017-02,212.0099424309527
2017-03,214.54572520994367
2017-04,217.8206
2017-05,222.304143
2017-06,223.652429
2017-07,229.931065
2017-08,230.976602
2017-09,235.241429
2017-10,240.343229
2017-11,245.266941
2017-12,248.728356
2018-01,263.161143
2018-02,252.455711
2018-03,246.786583
2018-04,248.5727668417211
2018-05,249.0321284934563
2018-06,247.7477010076159
2018-07,255.53978784065797
2018-08,258.29702080437426
2018-09,259.2296385609229
2018-10,239.69269896006915
2018-11,243.62383173980513
2018-12,226.02535
2019-01,243.97277960902414
2019-02,250.40342050935894
2019-03,253.5795808568323
2019-04,262.29607036314655
2019-05,246.74736368271755
2019-06,263.1101012415675
2019-07,264.1717865090124
2019-08,258.2190204255021
2019-09,263.38700291304866
2019-10,270.5867962829123
2019-11,277.2927419590115
2019-12,286.8328631775421
2020-01,284.0539249793683
2020-02,261.6485008842585
2020-03,226.62567918792467
2020-04,251.4750636625164
2020-05,262.76797717653216
2020-06,271.35284964858926
2020-07,286.1285408317294
2020-08,303.9245815233948
2020-09,294.32516330841065
2020-10,287.4534852329082
2020-11,322.4323810285449
2020-12,337.29990411833353
2021-01,335.7379695971925
2021-02,343.3468648762843
2021-03,352.50496886009245
2021-04,367.9159015522882
2021-05,373.2885060214783
2021-06,378.756319
2021-07,381.3295947113395
2021-08,391.1149023870636
2021-09,374.6501082236272
2021-10,393.92941232491376
2021-11,384.881547
2021-12,399.81802246034925
2022-01,379.30747818599986
2022-02,369.01867353417055
2022-03,377.30882753503215
2022-04,346.47997653600453
2022-05,346.66058036179714
2022-06,317.4645656785425
2022-07,340.05257837428087
2022-08,327.79429404987417
2022-09,296.3234879576982
2022-10,314.2058071102757
2022-11,338.21393875363634
2022-12,324.44125845854563
2023-01,347.7811980586694
2023-02,337.3823191388673
2023-03,348.2954587543718
2023-04,352.7712667677204
2023-05,349.78001570269737
2023-06,370.34915778657444
2023-07,383.93744788096063
