Date,AC ASIA PACIFIC
2021-08,350.2121506033249
2021-09,343.7700849141762
2021-10,343.84972943137666
2021-11,331.179908
2021-12,337.448723249516
2022-01,322.79836317817586
2022-02,319.175371757054
2022-03,317.2583176771663
2022-04,296.9061528306399
2022-05,298.7971468859318
2022-06,279.66068365283354
2022-07,284.5406975959347
2022-08,281.872150066591
2022-09,248.38609203742982
2022-10,243.5412396283061
2022-11,280.03227634534994
2022-12,279.3275879715089
2023-01,301.2933335905301
2023-02,283.6638866725286
2023-03,292.62775508154704
2023-04,289.5996447616713
2023-05,286.7522533071692
2023-06,296.5645277865063
2023-07,310.93714093254545
