Date,AC ASIA
2010-09,151.42381595608137
2010-10,154.98778279088177
2010-11,155.25769803753454
2010-12,165.34398940818733
2011-01,164.58032755662785
2011-02,164.76626061861867
2011-03,162.59538076580733
2011-04,166.24149125847936
2011-05,163.79945170278498
2011-06,162.71248126290487
2011-07,166.32046755607217
2011-08,151.20026861301915
2011-09,139.2773927668747
2011-10,147.67482170721337
2011-11,138.03592012700437
2011-12,139.00083483825964
2012-01,149.90535334625184
2012-02,158.24958967678754
2012-03,156.47258510199018
2012-04,154.2067130331859
2012-05,139.8936587734916
2012-06,145.45655988198962
2012-07,145.9215948932767
2012-08,145.03045496633365
2012-09,152.19989643102696
2012-10,150.73336329551537
2012-11,154.6475908391914
2012-12,160.9166879306119
2013-01,164.98623680785997
2013-02,166.80132567848358
2013-03,168.56144172471025
2013-04,176.93345368716825
2013-05,170.98922068463756
2013-06,167.1195519642544
2013-07,169.1736557925451
2013-08,166.09138658617033
2013-09,177.44249474827757
2013-10,181.42214303097762
2013-11,182.87434177882983
2013-12,182.52889760191394
2014-01,174.40507642425968
2014-02,177.0419449402331
2014-03,176.88125693701542
2014-04,175.4094497966603
2014-05,182.5015159649332
2014-06,189.19037412260775
2014-07,193.4909958441256
2014-08,192.25266250590263
2014-09,185.47913641629563
2014-10,186.27590465165633
2014-11,186.85671169387535
2014-12,183.5059459520797
2015-01,187.96051292855307
2015-02,195.11640286046529
2015-03,196.9555076393006
2015-04,207.78786501290278
2015-05,206.1111537178219
2015-06,200.37522828751113
2015-07,194.0994014809291
2015-08,178.84351838496698
2015-09,171.1878567064106
2015-10,186.5879841634637
2015-11,182.4643523548228
2015-12,182.3066239311238
2016-01,167.85693872821557
2016-02,164.814514165805
2016-03,178.1830039676744
2016-04,181.17869738214588
2016-05,179.01950874313738
2016-06,179.45139168202246
2016-07,189.50554130099087
2016-08,193.25354236704374
2016-09,196.37560773649585
2016-10,195.94172988966932
2016-11,190.7218315817512
2016-12,189.47601013325252
2017-01,199.01231254688838
2017-02,203.65180971872104
2017-03,206.9261566254495
2017-04,210.385796
2017-05,218.278926
2017-06,221.240617
2017-07,229.828686
2017-08,231.506756
2017-09,233.30588
2017-10,244.203757
2017-11,248.259383
2017-12,252.77551
2018-01,268.620044
2018-02,259.235774
2018-03,254.643646
2018-04,256.4021443710493
2018-05,253.38412204693344
2018-06,243.66078698439804
2018-07,245.2491093360626
2018-08,244.04317938329547
2018-09,245.28711692394796
2018-10,221.24716075654675
2018-11,228.16406269203117
2018-12,218.0727789300221
2019-01,232.88089299818063
2019-02,235.6544061416935
2019-03,238.58506779001934
2019-04,242.62001829953377
2019-05,226.4767691992853
2019-06,238.69182251253847
2019-07,236.3517516073636
2019-08,229.32417571129255
2019-09,235.45601019330704
2019-10,246.4728775021725
2019-11,247.40406592827347
2019-12,259.1345576471374
2020-01,250.86925845118498
2020-02,237.1238972930902
2020-03,213.18726833264319
2020-04,229.1835821219382
2020-05,233.01104622069727
2020-06,244.4951256992505
2020-07,255.61473424116383
2020-08,268.51884741688707
2020-09,267.0048499026101
2020-10,269.9891597072067
2020-11,296.1428765773675
2020-12,313.33890065696215
2021-01,320.30805166681927
2021-02,324.6024871869899
2021-03,320.5011936180253
2021-04,323.8161647987066
2021-05,328.1646303731639
2021-06,327.5713596622208
2021-07,310.0082973526304
2021-08,317.9665897262799
2021-09,312.5568590775421
2021-10,311.30459835380486
2021-11,300.842363
2021-12,305.5242366385702
2022-01,293.8706129195802
2022-02,288.2618937928784
2022-03,282.61587806407823
2022-04,264.31165300838563
2022-05,266.6183181169857
2022-06,251.48322501101856
2022-07,254.37981315877002
2022-08,252.03995643337092
2022-09,221.99604512122713
2022-10,215.60508105912123
2022-11,248.7420765344246
2022-12,248.6788604660687
2023-01,267.3200173368669
2023-02,251.91198262385024
2023-03,261.1139644588139
2023-04,257.9914570861779
2023-05,256.7634487858017
2023-06,265.0507756409775
2023-07,278.1947974229617
