Date,AC ASIA
2000-12,100.0
2001-01,102.54706531494462
2001-02,97.86296829920978
2001-03,92.56681928080454
2001-04,97.17271119504632
2001-05,96.95726903277894
2001-06,92.07102046451152
2001-07,86.09979765372502
2001-08,84.16274653878936
2001-09,74.82216801400007
2001-10,75.75964166291047
2001-11,79.10692262785298
2001-12,76.98315029086024
2002-01,73.6932728386724
2002-02,75.92430095781494
2002-03,80.50705331964589
2002-04,83.94690830406178
2002-05,86.95967654293395
2002-06,82.4775006900692
2002-07,77.41031477205192
2002-08,76.4401736438174
2002-09,71.69162302512372
2002-10,68.88464302441997
2002-11,71.91212311675707
2002-12,69.35216409216132
2003-01,67.46454361180497
2003-02,66.95021194164802
2003-03,63.8874558448513
2003-04,64.07367894900283
2003-05,67.85464891883294
2003-06,72.64751034814596
2003-07,76.48655358220348
2003-08,83.91388692408731
2003-09,87.66149540155857
2003-10,92.6297189603054
2003-11,90.25272598553691
2003-12,96.26308311284538
2004-01,99.15958402408464
2004-02,99.92932090583226
2004-03,108.7785223553045
2004-04,102.8589780102374
2004-05,99.29476665243308
2004-06,102.95403850697954
2004-07,97.87492696821143
2004-08,99.65101982511689
2004-09,98.9978503621371
2004-10,101.02985802410022
2004-11,107.054461432891
2004-12,111.88155147643258
2005-01,110.265604316558
2005-02,113.72219374999058
2005-03,110.48164091509558
2005-04,108.06131647654831
2005-05,108.31499981073378
2005-06,109.22203240508821
2005-07,112.26319542957552
2005-08,116.28690319103987
2005-09,126.47366790991333
2005-10,122.84063465356098
2005-11,129.2273101020376
2005-12,139.34884326802205
2006-01,147.3011322267318
2006-02,146.45185031932363
2006-03,149.84652285308493
2006-04,155.96528243060035
2006-05,145.65794235601578
2006-06,144.37149197673966
2006-07,143.88170816686136
2006-08,146.94275264033908
2006-09,146.95651824070538
2006-10,150.1471334817723
2006-11,154.73322897115983
2006-12,159.55171430478785
2007-01,159.7625061639651
2007-02,163.81417329326533
2007-03,163.6880036634129
2007-04,164.22804230267488
2007-05,169.42353377718814
2007-06,172.40606837000837
2007-07,177.18535624942902
2007-08,173.1543831348243
2007-09,184.3529486812336
2007-10,192.7002284094654
2007-11,183.0874322879526
2007-12,178.865574579389
2008-01,162.83932791615285
2008-02,167.69372426577345
2008-03,159.2944050663698
2008-04,171.50710093138852
2008-05,171.1995536267438
2008-06,155.6080710369717
2008-07,151.99184720084227
2008-08,143.98756207118782
2008-09,124.51246644874429
2008-10,101.25623739039033
2008-11,98.14190111092572
2008-12,106.77736819830837
2009-01,100.06895551163419
2009-02,89.93398975709164
2009-03,96.06784666656209
2009-04,108.26311855275245
2009-05,122.20235549007892
2009-06,123.07833033571185
2009-07,133.27891755233705
2009-08,133.9420945633518
2009-09,138.1688586933887
2009-10,136.04331587544928
2009-11,137.13799405864913
2009-12,140.65551785410295
2010-01,137.6193832858292
2010-02,138.74439674580267
2010-03,147.19348470693473
2010-04,148.583229253971
2010-05,136.35682485616525
2010-06,136.15222818981087
2010-07,142.54605801040944
2010-08,140.1243896151882
