Date,AUSTRIA
1998-12,100.0
1999-01,97.25948903201275
1999-02,106.24117618961533
1999-03,107.74710715594213
1999-04,114.67467202296879
1999-05,101.82640262789404
1999-06,107.61217982808249
1999-07,104.33167863324658
1999-08,105.91036663369094
1999-09,99.54933377437175
1999-10,99.67879250639919
1999-11,99.43503944054669
1999-12,107.00833562919864
2000-01,100.062644239299
2000-02,97.00157408040602
2000-03,100.10445777655902
2000-04,99.67393789017892
2000-05,101.44630373872945
2000-06,101.52130370720074
2000-07,105.03471914527604
2000-08,106.46799299158805
2000-09,107.84171573684587
2000-10,106.20780587344464
2000-11,99.52169982199018
2000-12,101.15023554290151
2001-01,105.13669938698219
2001-02,113.22781884254798
2001-03,112.21557218629614
2001-04,114.50759326191171
2001-05,112.96132001814352
2001-06,110.4778704911088
2001-07,114.64195932483138
2001-08,110.9634239042975
2001-09,100.24701855048176
2001-10,94.40182046856232
2001-11,99.65277979150629
2001-12,101.2723473236325
2002-01,105.1125686049608
2002-02,107.6685572072752
2002-03,114.29369932280964
2002-04,118.94384314248359
2002-05,115.85657200685871
2002-06,110.88749272931135
2002-07,101.27183695501051
2002-08,101.13108868984695
2002-09,94.39526163367566
2002-10,95.5912044620665
2002-11,94.93255355244754
2002-12,100.77769569869449
2003-01,100.48354965376461
2003-02,101.53899424341112
2003-03,101.8942921492358
2003-04,107.37682045105888
2003-05,107.55661381035064
2003-06,113.64666515213683
2003-07,115.22490768347426
2003-08,117.56133197708256
2003-09,117.25708656738004
2003-10,123.91256003655906
2003-11,128.96673191822197
2003-12,132.29217078558494
2004-01,146.1127130887805
2004-02,149.7137755953621
2004-03,158.25177381193996
2004-04,163.21515399006702
2004-05,161.58247027673028
2004-06,171.6383367927484
2004-07,176.63157242981111
2004-08,174.71473162734694
2004-09,179.09362979044954
2004-10,184.74904364446854
2004-11,200.28434101357132
2004-12,211.5177439132457
2005-01,215.40069910441284
2005-02,230.7136079013384
2005-03,224.63633994000745
2005-04,216.1717332065482
2005-05,236.4582381263886
2005-06,256.66745660062264
2005-07,266.03954410286826
2005-08,280.0964743172341
2005-09,289.6282892869919
2005-10,279.7972309241971
2005-11,294.22140067610826
2005-12,305.14286419344137
2006-01,330.42398065218424
2006-02,331.15779992072754
2006-03,337.51752408874677
2006-04,339.7900938927744
2006-05,314.1678406592124
2006-06,314.1300963791251
2006-07,315.656797334034
2006-08,317.82735635104905
2006-09,327.86260567423915
2006-10,343.0610721014972
2006-11,345.92609463467005
2006-12,374.32846972668784
2007-01,381.72953304307225
2007-02,368.843504932053
2007-03,392.35739221150834
2007-04,399.95800877571173
2007-05,412.1052059750272
2007-06,407.25243021933426
2007-07,382.1230212790309
2007-08,368.211216329602
2007-09,354.46211185510464
2007-10,375.0577845676228
2007-11,345.4675885381805
2007-12,346.5645959487943
2008-01,296.40092194141454
2008-02,298.85497655821035
2008-03,288.1727962219036
2008-04,327.60602475747504
2008-05,340.7788426062488
2008-06,305.8053962232622
2008-07,279.9992733065901
2008-08,279.2335940154692
2008-09,201.8754868755372
2008-10,140.79046329999719
2008-11,120.21037373484816
2008-12,115.82847463832462
2009-01,112.15777624315498
2009-02,93.44203208590359
2009-03,111.41737437905154
2009-04,122.80387477263419
2009-05,144.3246270725961
2009-06,142.58045054803463
2009-07,152.80474429359307
2009-08,169.76974948326833
2009-09,176.82619014297813
2009-10,165.35170320159932
2009-11,164.52685034148138
2009-12,162.5256249051575
2010-01,159.7788068289258
2010-02,156.82557729407654
2010-03,170.223766117002
2010-04,173.81596406878697
2010-05,157.62530960152745
2010-06,146.90782964604242
2010-07,163.25834565094658
2010-08,159.78745577383094
2010-09,169.29735440899447
2010-10,177.78776969838273
2010-11,170.46256038312794
2010-12,192.47083737663348
2011-01,194.2358738925314
2011-02,195.8166231080905
2011-03,192.89696874497145
2011-04,189.47435608699993
2011-05,189.4958710691955
2011-06,192.71858335191845
2011-07,181.8488798788276
2011-08,155.7201303438354
2011-09,129.8552915330374
2011-10,133.12520528932365
2011-11,123.28954194697891
2011-12,127.35549635783994
2012-01,139.29822918756605
2012-02,148.03019198103226
2012-03,144.58776685823554
2012-04,139.67091007280487
2012-05,122.49671404870934
2012-06,129.52881533643622
2012-07,132.66502477555014
2012-08,131.71659358200105
2012-09,137.03091954169543
2012-10,145.28475801272737
2012-11,152.6589192608455
2012-12,159.27923845372032
2013-01,161.42836631876511
2013-02,164.00436142583987
2013-03,156.0362932376783
2013-04,161.7194709964025
2013-05,163.00381227024926
2013-06,149.96860740592436
2013-07,158.23063380383172
2013-08,165.75131402950402
2013-09,171.53163768744926
2013-10,177.22790304490906
2013-11,181.38617898215
2013-12,174.13093295298424
2014-01,173.5126490522271
2014-02,173.87379723213573
2014-03,169.31874839485172
2014-04,169.06854752597215
2014-05,171.1887075223555
2014-06,170.09006768743583
2014-07,154.2170090141619
2014-08,153.14512401632769
2014-09,144.6987467235918
2014-10,146.97092629505806
2014-11,151.6194516660613
2014-12,140.0178449868267
2015-01,138.24681945137345
2015-02,161.8641119049752
2015-03,162.78526699435932
2015-04,172.20686542814428
2015-05,171.16724990625374
2015-06,162.19769743079124
2015-07,169.21502219043592
2015-08,153.84665875163617
2015-09,147.5526086384996
2015-10,160.09663956256685
2015-11,169.5800357518602
2015-12,162.00603179975013
2016-01,147.17255250833398
2016-02,144.80604229220256
2016-03,153.63620267640624
2016-04,160.09982681093604
2016-05,154.24931186549708
2016-06,142.3725294332019
2016-07,153.24429952986446
2016-08,157.60091382318257
2016-09,164.47950762246873
2016-10,175.4943482490177
2016-11,178.12095933071694
2016-12,186.65053940894904
2017-01,192.09492199377755
2017-02,195.32929482809894
2017-03,200.8017570420851
2017-04,216.29557354121226
2017-05,229.56050634605006
2017-06,229.82944026937443
2017-07,242.21872128209117
2017-08,243.96764302487412
2017-09,250.1280436102787
2017-10,259.1247761057127
2017-11,259.7443775094566
2017-12,260.61223257121225
2018-01,278.49467035311653
2018-02,268.3286006597189
2018-03,260.2677569989403
2018-04,261.0740426842639
2018-05,250.9979382223206
2018-06,245.67829393425058
2018-07,257.69089589358236
2018-08,240.08238621738224
2018-09,247.89944278385192
2018-10,238.11677988628242
2018-11,228.17358322085872
2018-12,199.69965514549963
2019-01,216.6794635601695
2019-02,224.3816866474033
2019-03,220.71039954019085
2019-04,235.58324729647302
2019-05,211.82801109631615
2019-06,220.31497161323452
2019-07,223.5858513424285
2019-08,214.61933130975433
2019-09,223.274377071272
2019-10,232.89460133379012
2019-11,231.26963704562166
2019-12,234.2906748626811
2020-01,222.5421768301326
2020-02,200.1541593481028
2020-03,136.90028322009292
2020-04,157.89131984641554
2020-05,158.68427510264405
2020-06,161.594026041624
2020-07,152.06536112638105
2020-08,158.57624692126544
2020-09,147.44081875591587
2020-10,147.74849875479163
2020-11,190.00783135546072
2020-12,208.98013365450512
2021-01,215.2380004671572
2021-02,224.2958295798878
2021-03,237.75508727968605
2021-04,241.64433440613462
2021-05,268.4218666901173
2021-06,263.74418541642666
2021-07,270.0370957817011
2021-08,286.5871865342157
2021-09,298.0958585719172
2021-10,301.9763356222909
2021-11,301.7780424309357
2021-12,319.8547978661224
2022-01,317.53325833228513
2022-02,269.2714420945787
2022-03,261.60223914220836
2022-04,258.02219453005114
2022-05,267.0173970355866
2022-06,232.64608678100714
2022-07,242.27690847069383
2022-08,222.80790524619346
2022-09,210.77661342628372
2022-10,231.81296145145845
2022-11,261.9186247196238
2022-12,253.58597162583462
2023-01,272.8817130974348
2023-02,289.58314441608354
2023-03,255.49338570320097
2023-04,265.2714394753404
2023-05,253.55636216664627
2023-06,270.19318931916365
2023-07,281.69120695840564
