Date,ESTONIA
2002-05,328.3869478636443
2002-06,308.5868126358512
2002-07,286.4049937055875
2002-08,300.5265566782593
2002-09,306.332707791258
2002-10,331.0697174372276
2002-11,367.02581978185196
2002-12,381.2434018238163
2003-01,370.6266127264702
2003-02,363.3922573905203
2003-03,369.4206630998039
2003-04,395.4731640074347
2003-05,433.9619473828305
2003-06,460.18953415237434
2003-07,474.6848773658596
2003-08,492.7692058216999
2003-09,478.21112912433557
2003-10,479.9694460962228
2003-11,458.9882786418946
2003-12,498.4388103785479
2004-01,546.8911501109392
2004-02,560.4622381383041
2004-03,595.6766666495553
2004-04,596.7047043503749
2004-05,585.0850013015668
2004-06,620.6661894312895
2004-07,617.5003015798717
2004-08,621.0479558339243
2004-09,635.8155525172693
2004-10,685.9028819535822
2004-11,743.9070960500317
2004-12,799.8072648688072
2005-01,833.3793054593418
2005-02,963.6320639520292
2005-03,1074.042505896782
2005-04,1068.0387833130003
2005-05,1068.6864254882662
2005-06,1064.8912514539506
2005-07,1063.4483093788097
2005-08,1062.0053673036666
2005-09,1208.1550154131653
2005-10,1175.4634255197282
2005-11,1205.6439267173598
2005-12,1145.590497772241
2006-01,1165.7740810346236
2006-02,1154.1107547562765
2006-03,1157.2991769696353
2006-04,1142.6613461731645
2006-05,1021.2091402180106
2006-06,960.174501559484
2006-07,984.5849669265343
2006-08,1008.5731600296256
2006-09,1051.8787589225437
2006-10,1137.4822594554046
2006-11,1105.6220707174873
2006-12,1287.8019557701966
2007-01,1499.4286291986118
2007-02,1278.477801356157
2007-03,1304.2545377809697
2007-04,1278.6954306265231
2007-05,1331.1075619960473
2007-06,1441.6908064557445
2007-07,1446.6543272202105
2007-08,1332.3826551645145
2007-09,1290.6749778768306
2007-10,1156.4360893661415
2007-11,1000.0
2007-12,1037.9306579005004
2008-01,869.4789357775331
2008-02,897.5823429981068
2008-03,879.081535690579
2008-04,809.1955534005925
2008-05,807.312953886368
2008-06,798.5166804459536
2008-07,659.8236267423239
2008-08,725.353640040579
2008-09,601.7986302714422
2008-10,411.73855975811273
2008-11,370.30012170322834
2008-12,394.93245110717726
2009-01,413.72273153447725
2009-02,374.11788221080786
2009-03,386.1498660639838
2009-04,403.44519656337155
2009-05,458.53122308223845
2009-06,411.78455543853346
2009-07,397.29699698027673
2009-08,505.80376131913306
2009-09,555.6353079686933
2009-10,537.5263232444909
2009-11,542.3441202227968
2009-12,527.6070313856942
2010-01,812.8094692581614
2010-02,708.7987536918803
2010-03,777.0721555121565
2010-04,849.5584699433325
2010-05,736.4978474652888
2010-06,709.4295466000665
2010-07,738.7484244116657
2010-08,768.1947825275294
2010-09,796.0169480857422
2010-10,843.0912505192696
2010-11,871.5786215234319
2010-12,912.5115841625219
2011-01,949.0121867080779
2011-02,977.5995528727196
2011-03,941.0304590633469
2011-04,875.3308532588039
2011-05,845.6426775201782
2011-06,800.743633445526
2011-07,860.9179653407726
2011-08,790.9853504220719
2011-09,689.155350445088
2011-10,721.7426358938782
2011-11,726.226284967558
2011-12,678.8110653751631
