Date,FRANCE
1998-12,100.0
1999-01,106.43008034151627
1999-02,102.91969051037364
1999-03,106.62042072283066
1999-04,111.68619835608663
1999-05,110.70111424055752
1999-06,115.34916472647976
1999-07,111.7738622095603
1999-08,117.40569705774267
1999-09,117.67701076537311
1999-10,125.83941936349574
1999-11,135.72782899405914
1999-12,151.93506647098192
2000-01,145.39490031360359
2000-02,161.02769246817672
2000-03,163.81720045189775
2000-04,166.39474565119502
2000-05,167.93291996488244
2000-06,168.6620823060971
2000-07,171.68284173381173
2000-08,174.63057753333095
2000-09,164.77193218020005
2000-10,167.48971312631463
2000-11,155.54930752964466
2000-12,155.6247348052471
2001-01,157.4267039563322
2001-02,141.36323120187225
2001-03,136.83052144256348
2001-04,148.70424669501213
2001-05,145.766040900225
2001-06,140.62662606713465
2001-07,136.73814127241366
2001-08,127.20700589660632
2001-09,112.04833858847161
2001-10,118.97249775468816
2001-11,123.21135870811639
2001-12,127.84454502016783
2002-01,123.83294338692372
2002-02,124.298763043129
2002-03,129.77996951769632
2002-04,123.77816955227118
2002-05,120.02436353723544
2002-06,110.3986197268482
2002-07,96.32342345329778
2002-08,94.76586319476263
2002-09,79.61948878267648
2002-10,89.78013876047694
2002-11,93.15519798111869
2002-12,85.8736877827626
2003-01,81.1449503317959
2003-02,76.86051393432618
2003-03,73.1041262471838
2003-04,82.73297681359014
2003-05,84.28405100351455
2003-06,87.74425017763359
2003-07,91.10733225008914
2003-08,94.08570741702039
2003-09,89.0800806150392
2003-10,95.3373193976334
2003-11,97.23186066810656
2003-12,100.76004767596844
2004-01,103.07713589330784
2004-02,105.68266150197347
2004-03,103.0575662030182
2004-04,104.4424967134111
2004-05,105.83164109868581
2004-06,108.29978829124519
2004-07,106.05020194508825
2004-08,104.88205857993542
2004-09,106.11559932353974
2004-10,107.92625572133608
2004-11,109.4905142259313
2004-12,111.47503993896474
2005-01,114.3127538176473
2005-02,117.81489164149134
2005-03,118.74094001398835
2005-04,114.37256937655066
2005-05,122.48911796237056
2005-06,126.41235991656407
2005-07,133.24884068202928
2005-08,131.96599848791965
2005-09,138.0095409478332
2005-10,132.95690054267425
2005-11,137.39982902737532
2005-12,142.06465167000076
2006-01,149.1925656006763
2006-02,150.28425731060247
2006-03,156.7999661359069
2006-04,155.77339388522034
2006-05,150.59961657370556
2006-06,153.0281967111762
2006-07,154.3301360974122
2006-08,158.92668476507023
2006-09,162.03195647830503
2006-10,165.1558473349377
2006-11,165.3413455642165
2006-12,172.09424542254166
2007-01,174.10744079997684
2007-02,171.3679019693336
2007-03,175.29880790997478
2007-04,184.98036572970997
2007-05,192.40524044927807
2007-06,190.92766372368968
2007-07,181.76184016213006
2007-08,179.13891155738048
2007-09,180.5685609291425
2007-10,184.2971312057807
2007-11,178.79303959970102
2007-12,176.98893182140696
2008-01,153.69798416007848
2008-02,152.38285342013265
2008-03,149.6888904125173
2008-04,159.30899301906925
2008-05,163.82558438986018
2008-06,145.6782487050193
2008-07,144.21490717191625
2008-08,147.50466510144247
2008-09,132.54543186557646
2008-10,113.91433007233938
2008-11,107.6104500667712
2008-12,106.64106607519021
2009-01,99.17896194872984
2009-02,90.5746690670386
2009-03,93.82954977192827
2009-04,106.54150078650302
2009-05,112.43525859985395
2009-06,108.78220217896614
2009-07,118.98900993148138
2009-08,126.89833855242975
2009-09,132.20834393009244
2009-10,125.74184725878752
2009-11,128.48345047772906
2009-12,137.683307618401
2010-01,131.61675011791667
2010-02,130.98138850934498
2010-03,140.31569154478814
2010-04,135.57034846533008
2010-05,128.30567438567763
2010-06,126.66566222660951
2010-07,133.8908057638906
2010-08,128.94709831468984
2010-09,137.43258560086122
2010-10,141.8561764219687
2010-11,135.04017777644228
2010-12,142.48810587552128
2011-01,149.1076782176569
2011-02,153.1768463088334
2011-03,148.9468107478649
2011-04,153.85437876761134
2011-05,153.69858865745016
2011-06,153.44017950691813
2011-07,142.37152649985606
2011-08,126.83710307492541
2011-09,116.41802602629366
2011-10,126.39195301075078
2011-11,123.18597177602408
2011-12,123.69588735274591
2012-01,129.42120299107532
2012-02,135.66556331731792
2012-03,135.39610162334108
2012-04,128.19503742765502
2012-05,122.4823458599526
2012-06,130.4701695812837
2012-07,134.51376532430012
2012-08,139.1282676161919
2012-09,138.1801953161213
2012-10,140.88300037037908
2012-11,146.31060951396339
2012-12,149.58610120046
2013-01,153.41117914995448
2013-02,153.90328373534552
2013-03,154.52150572319562
2013-04,159.6156876721166
2013-05,166.24021154401842
2013-06,157.92740252026152
2013-07,168.6916428255274
2013-08,166.08165852894214
2013-09,175.19446446808413
2013-10,181.50941206575465
2013-11,181.79055348415235
2013-12,182.7043055879939
2014-01,177.47114034030727
2014-02,187.94552869035172
2014-03,188.0680273633944
2014-04,192.45522822135948
2014-05,197.18339048562885
2014-06,193.85285632946355
2014-07,186.43117921154848
2014-08,191.48321131923117
2014-09,192.60515474931833
2014-10,185.68498055663053
2014-11,193.15399760888226
2014-12,189.34860877795765
2015-01,204.52761180956173
2015-02,219.21633355010488
2015-03,223.4912649740695
2015-04,225.3555156309209
2015-05,226.71536336906655
2015-06,217.5240299969216
2015-07,230.24452184633375
2015-08,211.07608300850654
2015-09,203.21294271522632
2015-10,222.60714775148355
2015-11,225.9936152059573
2015-12,212.57089709733472
2016-01,203.70404899465572
2016-02,200.75299972778762
2016-03,203.06544029981464
2016-04,206.00070323531406
2016-05,212.6227481408179
2016-06,200.9339735898613
2016-07,210.75708484464081
2016-08,210.53504339461557
2016-09,211.4024308882326
2016-10,215.35691122857145
2016-11,218.61048091738405
2016-12,232.10404987018464
2017-01,227.89906809344626
2017-02,232.62979016894917
2017-03,245.70835949819667
2017-04,254.47909060069833
2017-05,259.8116190713465
2017-06,253.13100529955508
2017-07,251.81121664494611
2017-08,252.35250112266905
2017-09,264.7704641817973
2017-10,272.72057855432706
2017-11,267.1498074988697
2017-12,264.83017200915975
2018-01,273.19606819057276
2018-02,265.51429945390913
2018-03,259.58025476966395
2018-04,277.03409277704776
2018-05,276.76424040215437
2018-06,274.3089180244761
2018-07,283.68843561417435
2018-08,279.641256137646
2018-09,283.6495426593761
2018-10,263.5375383220604
2018-11,259.10837833368134
2018-12,245.09187078169663
2019-01,258.4834131664617
2019-02,271.25992557298355
2019-03,276.44042443134674
2019-04,290.13029134449766
2019-05,275.34249833274197
2019-06,292.49943277866976
2019-07,292.1256566095124
2019-08,290.318886277854
2019-09,300.54154801694307
2019-10,304.2933457057579
2019-11,313.23536424046745
2019-12,316.8746663913133
2020-01,310.1805935476384
2020-02,285.1663184509378
2020-03,235.104155146533
2020-04,245.9372876118034
2020-05,254.56632280651863
2020-06,267.5310245167915
2020-07,261.42863208170945
2020-08,270.8287232893037
2020-09,263.76442374893804
2020-10,252.80933240209734
2020-11,302.62386742965765
2020-12,304.3815682069183
2021-01,297.1825404242282
2021-02,312.2700046483272
2021-03,331.11503204482875
2021-04,343.40976661793485
2021-05,355.1201972001849
2021-06,359.4889390426598
2021-07,365.6791854034747
2021-08,369.71637492872395
2021-09,361.681123250446
2021-10,378.3503448975227
2021-11,372.58788512273554
2021-12,394.92640803504156
2022-01,385.4724633078755
2022-02,367.56321970115044
2022-03,368.7786250275957
2022-04,364.4500527016547
2022-05,366.15111370452865
2022-06,336.4330859911065
2022-07,367.19731521465457
2022-08,348.71635759522934
2022-09,327.3651258246136
2022-10,355.21440350688226
2022-11,381.2929192183398
2022-12,367.4995077560553
2023-01,401.8884471432328
2023-02,411.1163554819782
2023-03,414.03943631993855
2023-04,426.94721183955073
2023-05,410.5879149362158
2023-06,427.984398931973
2023-07,432.82886628694166
