Date,SLOVENIA
2002-05,276.64291706964485
2002-06,286.08139163036543
2002-07,270.89124578418273
2002-08,286.9956244899522
2002-09,273.25229896085864
2002-10,272.8491166635078
2002-11,271.9708716224668
2002-12,265.0437597807662
2003-01,256.52062769959923
2003-02,252.80081576774396
2003-03,254.80422398933214
2003-04,257.669282342909
2003-05,258.25970717286793
2003-06,245.1628062422858
2003-07,253.85009063260955
2003-08,254.2859975888298
2003-09,280.30541322978496
2003-10,286.4057743704693
2003-11,299.5806524075132
2003-12,305.4865950033033
2004-01,322.4702737846331
2004-02,315.4855857662029
2004-03,332.65969157982323
2004-04,358.9780954863817
2004-05,348.7057419523202
2004-06,348.0834216695508
2004-07,363.2721470329028
2004-08,379.8078180584004
2004-09,374.3292107114941
2004-10,387.8034897029527
2004-11,409.25271743991993
2004-12,413.6320431315051
2005-01,429.2767948871052
2005-02,423.07016101361484
2005-03,379.61200573979045
2005-04,367.86482255211706
2005-05,383.3273953410653
2005-06,365.40408179518295
2005-07,379.3679957124476
2005-08,380.44826986292816
2005-09,383.29166219834036
2005-10,390.91786775973355
2005-11,408.40022294660497
2005-12,406.0711342245444
2006-01,417.9764671852175
2006-02,415.52062006615125
2006-03,423.7932788772847
2006-04,472.5502024294118
2006-05,496.71014492563353
2006-06,489.37494547520134
2006-07,523.8305664107398
2006-08,532.6339009625632
2006-09,597.8930795030096
2006-10,707.5748691154351
2006-11,670.2678468474537
2006-12,681.651255790682
2007-01,773.4834877246866
2007-02,733.728878688507
2007-03,782.9185254618114
2007-04,823.0760592172229
2007-05,861.7917692726066
2007-06,931.660776524001
2007-07,993.7126988716316
2007-08,1072.3460830307974
2007-09,1046.4390518871833
2007-10,1011.3618805666657
2007-11,1000.0
2007-12,1043.966145994805
2008-01,939.5485956434682
2008-02,918.6597837339227
2008-03,785.7128786962705
2008-04,777.2153188358539
2008-05,783.9428198050854
2008-06,728.5820826514603
2008-07,747.8397770072858
2008-08,706.772869402275
2008-09,595.8444708923297
2008-10,508.7737887385001
2008-11,432.976265675831
2008-12,381.3679298774974
2009-01,410.3681245807223
2009-02,399.03815812170524
2009-03,391.5554986651122
2009-04,404.87333404303024
2009-05,478.5239643620061
2009-06,498.21696144553704
2009-07,506.163527482358
2009-08,507.2226022944011
2009-09,513.0574043681123
2009-10,515.2863107488295
2009-11,483.5749770946801
2009-12,467.2667460961869
2010-01,479.57806620960065
2010-02,463.5946322892214
2010-03,493.7243418112926
2010-04,477.8447647356339
2010-05,448.02986019731964
2010-06,451.82185899803005
2010-07,436.490674998944
2010-08,440.77046087074683
2010-09,438.0189519321054
2010-10,443.03948882989954
2010-11,429.9154010035035
2010-12,429.38705702549976
2011-01,432.8550831103862
2011-02,417.60983436488357
2011-03,418.0462103477332
2011-04,408.44269914491355
2011-05,411.70678624056853
2011-06,409.19727208821496
2011-07,415.48246685970304
2011-08,389.797557577511
