Date,SLOVENIA
2011-09,359.72684037208995
2011-10,377.76483755544064
2011-11,354.5752671809013
2011-12,363.02518439337433
2012-01,351.99486070408904
2012-02,347.77159054447804
2012-03,345.8737050787071
2012-04,331.8756268558574
2012-05,298.86150524399267
2012-06,297.71498716793093
2012-07,305.0040556003547
2012-08,305.88896364138554
2012-09,350.9653871319988
2012-10,341.9125636604073
2012-11,335.9748119689464
2012-12,358.655453150163
2013-01,381.92603359823147
2013-02,370.0503802155571
2013-03,334.76822259406146
2013-04,357.88161673691553
2013-05,361.3175939615915
2013-06,364.444443449143
2013-07,395.2053613895934
2013-08,384.0654315002251
2013-09,392.65970943853165
2013-10,403.199499091669
2013-11,412.8857483237914
2013-12,425.7990925598721
2014-01,421.807026808556
2014-02,439.2180484597593
2014-03,426.8255186524109
2014-04,447.42133763221995
2014-05,482.9840063940668
2014-06,491.1819209971326
2014-07,478.3458920994443
2014-08,471.2173612035757
2014-09,485.1781605695493
2014-10,467.6263919036639
2014-11,450.01025727245957
2014-12,447.6199119830154
2015-01,443.33018129305475
2015-02,458.99811192124366
2015-03,459.6825162784636
2015-04,496.50157800905043
2015-05,491.3360982283156
2015-06,477.6056623931108
2015-07,484.7920207631101
2015-08,446.2297589885239
2015-09,440.49614027334934
2015-10,470.40826179632995
2015-11,456.71771457011937
2015-12,476.39594699617084
2016-01,456.95610939260047
2016-02,453.19112475540373
2016-03,460.8842334864215
2016-04,454.7336956195647
2016-05,441.0921941262512
2016-06,427.59447990376606
2016-07,464.71286809442927
2016-08,455.8402509184812
2016-09,477.7719222638596
2016-10,456.1729911077883
2016-11,398.31393836351253
2016-12,418.29708068168486
2017-01,416.07295338604865
2017-02,421.2303057970567
2017-03,420.23827861171304
2017-04,423.07023955550716
2017-05,436.47353915568596
2017-06,443.55644613452506
2017-07,467.0842098402841
2017-08,480.64310816558776
2017-09,470.1922637859785
2017-10,469.6298183206746
2017-11,467.6799802751703
2017-12,490.7371760120219
2018-01,505.83896270628276
2018-02,503.75847555647425
2018-03,494.0575584639366
2018-04,506.4680039125163
2018-05,502.14976931134197
2018-06,502.93654167934756
2018-07,528.1656046416
2018-08,515.5080992505481
2018-09,498.90394924500885
2018-10,489.8482693639863
2018-11,509.7605418810456
2018-12,524.3977233241351
2019-01,525.2918259568488
2019-02,528.6637720639061
2019-03,534.3475058378708
2019-04,547.6819419482521
2019-05,558.2317985864066
2019-06,573.0767785555662
2019-07,579.1908577903897
2019-08,582.0533741137739
2019-09,592.5594293883008
2019-10,603.3344252696362
2019-11,661.0833998694065
2019-12,701.6586104128345
2020-01,727.4717738948578
2020-02,682.4621206101281
2020-03,554.817623652824
2020-04,612.8615177602221
2020-05,647.8285445857292
2020-06,672.8483307078537
2020-07,690.8550620853164
2020-08,723.2685473586498
2020-09,684.340842302951
2020-10,637.0700916834162
2020-11,758.6094553974469
2020-12,777.3575389765566
2021-01,798.1386953096203
2021-02,793.8039558587274
2021-03,821.2457395516738
2021-04,898.4497276848336
2021-05,937.5415539545614
2021-06,929.2621193386732
2021-07,1008.1278107795141
2021-08,1044.0746840511629
2021-09,1053.0630906608008
2021-10,1057.247960702988
2021-11,1100.2248596003938
2021-12,1128.7251148461728
2022-01,1116.5078513706471
2022-02,855.0477455739591
2022-03,951.7964391659159
2022-04,891.6690692798612
2022-05,878.4791469323919
2022-06,911.2936491096306
2022-07,954.7864050569101
2022-08,991.3754857508833
2022-09,860.0520925461448
2022-10,884.6893029166993
2022-11,934.6400932819548
2022-12,953.4171116718675
2023-01,1043.8031703615004
2023-02,1101.4740164094922
2023-03,1103.7944862933907
2023-04,1141.1652853452488
2023-05,1150.0183839768285
2023-06,1191.5560925379623
2023-07,1247.6574546394477
