Date,RUSSIA VALUE
1998-12,100.0
1999-01,97.10801060979313
1999-02,131.7671459036115
1999-03,153.08727660047325
1999-04,161.69625625845498
1999-05,187.58299379500818
1999-06,259.9658903031083
1999-07,241.46895645466554
1999-08,202.82952369790004
1999-09,155.42787252471058
1999-10,174.5384180149147
1999-11,227.21282546293227
1999-12,352.04499529918616
2000-01,383.5610241370198
2000-02,419.8331760017313
2000-03,569.0125262065236
2000-04,604.2198108767203
2000-05,501.2070036103861
2000-06,436.98901533857014
2000-07,519.8785524919579
2000-08,657.1995103348481
2000-09,516.8325237204682
2000-10,507.14740965765145
2000-11,352.6010746821428
2000-12,336.77986708969496
2001-01,425.2015600675041
2001-02,388.12307334223897
2001-03,411.5864232806224
2001-04,442.80377013486134
2001-05,494.2937206931715
2001-06,550.3150657678705
2001-07,482.2982261878765
2001-08,463.04347192617706
2001-09,390.8316567111911
2001-10,436.7845751893067
2001-11,566.2549076736834
2001-12,617.8854140062406
2002-01,670.0254741544936
2002-02,659.8076443522598
2002-03,735.4338648725198
2002-04,727.4257351007273
2002-05,668.1946394983439
2002-06,558.2659228051862
2002-07,498.2122826784398
2002-08,504.00038435314434
2002-09,490.4792226144516
2002-10,549.3745127009788
2002-11,545.3935229883706
2002-12,500.5591174838252
2003-01,458.8153238620662
2003-02,494.5067358937942
2003-03,467.8478169427132
2003-04,541.2747719501084
2003-05,608.8472498850314
2003-06,653.0721839313741
2003-07,615.448123557004
2003-08,710.8415563807359
2003-09,723.8316748518582
2003-10,704.7523340992067
2003-11,734.3605985086473
2003-12,750.1637292256654
2004-01,811.3641774369744
2004-02,891.433163053934
2004-03,1018.5028068319154
2004-04,899.7375725586782
2004-05,880.1462277273364
2004-06,878.8307730161775
2004-07,767.3325359611374
2004-08,832.6854501831342
2004-09,866.837122288301
2004-10,887.1998409428857
2004-11,770.4290451391345
2004-12,717.9122420729008
2005-01,778.4755323433382
2005-02,865.1545959266322
2005-03,838.5622755845761
2005-04,854.8363093415835
2005-05,908.3375709647928
2005-06,979.6981800114319
2005-07,1088.454399648824
2005-08,1235.3319075727563
2005-09,1471.2127502571295
2005-10,1348.4759768677927
2005-11,1484.83303528016
2005-12,1570.0120860813474
2006-01,1799.4209782467212
2006-02,1939.0361532271027
2006-03,1931.2659067724983
2006-04,2089.8476588034837
2006-05,1916.6427549686077
2006-06,2018.4435077119203
2006-07,2116.2284090762505
2006-08,2085.269966233266
2006-09,1962.8272251298072
2006-10,2084.033640261629
2006-11,2208.0527059870624
2006-12,2294.381609488437
2007-01,2189.902640403652
2007-02,2157.8810940022317
2007-03,2294.1596542874618
2007-04,2171.434639806825
2007-05,2083.5516426515014
2007-06,2250.7427978819605
2007-07,2348.3225065380548
2007-08,2286.316521546584
2007-09,2402.4361993805064
2007-10,2621.511984966394
2007-11,2601.8463746276957
2007-12,2672.943510409968
2008-01,2216.8194569060806
2008-02,2420.0679183466805
2008-03,2291.0256357939684
2008-04,2383.0112824990906
2008-05,2763.9630418602937
2008-06,2525.584021431737
2008-07,2127.16969639788
2008-08,1935.1011639449193
2008-09,1531.7127031071454
2008-10,1088.499890663272
2008-11,948.5683572150735
2008-12,812.487722359527
2009-01,806.5625401803776
2009-02,811.2761012563142
2009-03,914.2767099663959
2009-04,1109.459624975218
2009-05,1344.2602318311142
2009-06,1166.4440891879487
2009-07,1259.2624435242703
2009-08,1267.1125786750436
2009-09,1398.391960473372
2009-10,1443.6176420211239
2009-11,1434.2295891103709
2009-12,1518.9422708240297
2010-01,1590.1776367454258
2010-02,1554.9759328043021
2010-03,1704.259196485429
2010-04,1729.4427584043394
2010-05,1682.812058914918
2010-06,1630.0408757172859
2010-07,1703.172452737903
2010-08,1654.4418104308495
2010-09,1617.3381443300468
2010-10,1632.6620729525002
2010-11,1717.052110425744
2010-12,1843.4086889045577
2011-01,1908.4970290558174
2011-02,2078.9034039515564
2011-03,2139.9200918519396
2011-04,2070.0856027501263
2011-05,1952.602288160407
2011-06,1950.5501940660854
2011-07,2000.9485215194609
2011-08,1725.9541091691344
2011-09,1490.346343481744
2011-10,1688.8132743651108
2011-11,1730.7092501358263
2011-12,1652.1684053520562
2012-01,1866.4491181665296
2012-02,1998.307048536663
2012-03,1895.9365939664308
2012-04,1848.5913555039733
2012-05,1634.2516339650601
2012-06,1736.9158930556332
2012-07,1785.678464111314
2012-08,1780.2990179133014
2012-09,1848.6179430447448
2012-10,1734.8596445529438
2012-11,1736.3622864772176
2012-12,1796.0518650354236
2013-01,1802.1421117190612
2013-02,1758.741717725029
2013-03,1725.3400412075596
2013-04,1596.1555334638174
2013-05,1581.225837712527
2013-06,1467.2326436407911
2013-07,1565.1316327344534
2013-08,1589.722846549405
2013-09,1708.1652952720085
2013-10,1759.9586480445935
2013-11,1649.077366463693
2013-12,1643.687661088773
2014-01,1578.5041771761769
2014-02,1490.7647186741306
2014-03,1497.113805594177
2014-04,1413.6719646597626
2014-05,1571.1769455321191
2014-06,1674.0871838410008
2014-07,1586.2602160252397
2014-08,1580.7522265970822
2014-09,1573.4391854790501
2014-10,1518.444632836259
2014-11,1385.708043589442
2014-12,1086.1460588990608
2015-01,1198.9874059650424
2015-02,1464.928161076122
2015-03,1506.738539704722
2015-04,1671.3445282904331
2015-05,1564.9110349489545
2015-06,1504.2134252961894
2015-07,1433.0973952053505
2015-08,1342.217106211364
2015-09,1268.4309057141238
2015-10,1355.9486910857677
2015-11,1381.37356597987
2015-12,1187.0410396617267
2016-01,1209.759155950577
2016-02,1239.7901781603314
2016-03,1367.1101999682464
2016-04,1511.7881638899335
2016-05,1388.601929349666
2016-06,1425.231669036576
2016-07,1446.7314351074403
2016-08,1466.963892384263
2016-09,1501.4302221118817
2016-10,1573.4339425530295
2016-11,1686.8654442166385
2016-12,1904.9319366050645
2017-01,1889.2147276737978
2017-02,1770.5552674647831
2017-03,1792.5609209275274
2017-04,1739.3139623211976
2017-05,1562.6654548767794
2017-06,1497.5158300909552
2017-07,1497.233645999726
2017-08,1581.0304773549087
2017-09,1660.0538131434491
2017-10,1705.2084707708564
2017-11,1691.5356329294473
2017-12,1737.5895448209753
2018-01,1886.7887922694147
2018-02,1939.8323768910664
2018-03,1905.7199837063188
2018-04,1849.484038058968
2018-05,1922.4400384325704
2018-06,1910.9097539537079
2018-07,2022.6232730450947
2018-08,1938.9283252006524
2018-09,2109.2217710912655
2018-10,2081.134841410051
2018-11,2051.530745577271
2018-12,1952.3113832131519
2019-01,2214.440211839074
2019-02,2210.285524903423
2019-03,2289.30506169243
2019-04,2332.3372485179593
2019-05,2494.1335507641547
2019-06,2660.227952799738
2019-07,2795.8195797987014
2019-08,2722.2208477671347
2019-09,2833.1647713276307
2019-10,3085.2659561014975
2019-11,3116.788328643688
2019-12,3321.0953568568207
2020-01,3220.2016298898284
2020-02,2768.298568306093
2020-03,2144.8315060750533
2020-04,2363.302803025504
2020-05,2566.8751664088713
2020-06,2520.938096548881
2020-07,2407.1630172477167
2020-08,2371.4081954588096
2020-09,2238.0300410139403
2020-10,2056.363238016329
2020-11,2424.2740101961526
2020-12,2680.188935570594
2021-01,2629.8653509408264
2021-02,2746.8003701107773
2021-03,3015.0588402912663
2021-04,2932.8147018254913
2021-05,3174.6753038331335
2021-06,3401.896285787965
2021-07,3459.5210259467167
2021-08,3650.1530789705407
2021-09,4079.903684821524
2021-10,4212.088292457864
2021-11,3860.0379586811187
2021-12,3854.935687054971
2022-01,3664.967946340159
2022-02,1826.5255193698695
