Date,TAIWAN
1998-12,100.0
1999-01,100.34353843899919
1999-02,108.79114879555517
1999-03,121.34614779350734
1999-04,134.6347036201605
1999-05,130.90296483392945
1999-06,161.9841437655725
1999-07,137.34601743108186
1999-08,156.3025701163797
1999-09,144.8075167292804
1999-10,151.79629183745973
1999-11,160.07064765789764
1999-12,178.90345181199498
2000-01,213.2613206500024
2000-02,207.46350085935376
2000-03,216.83929452768427
2000-04,201.66013532574902
2000-05,202.24238215325346
2000-06,181.95038554058777
2000-07,183.74965854847397
2000-08,179.45278512304137
2000-09,151.72777639317127
2000-10,137.48450376867905
2000-11,123.54771704448511
2000-12,105.24719704854606
2001-01,137.32928895758934
2001-02,128.8090182045258
2001-03,131.93288717432353
2001-04,122.26536678696473
2001-05,119.09824359567014
2001-06,115.69518029968941
2001-07,100.32263383630504
2001-08,100.19865160902965
2001-09,78.27842398715735
2001-10,87.52400542121839
2001-11,100.11448712472726
2001-12,122.5953964329767
2002-01,132.7182166781919
2002-02,125.81612516616774
2002-03,135.9354897277879
2002-04,128.75482332075038
2002-05,119.26393645605275
2002-06,103.38729739731795
2002-07,97.75597533506523
2002-08,92.97823765237553
2002-09,78.32173100637105
2002-10,86.78327933258005
2002-11,88.21599817119605
2002-12,78.58431965395954
2003-01,86.14826858487898
2003-02,75.46912861846843
2003-03,73.44462865776512
2003-04,69.8204918321042
2003-05,73.17154830811423
2003-06,80.6388131802024
2003-07,92.47866576736925
2003-08,103.2747215682673
2003-09,97.95665248264928
2003-10,104.86508900140579
2003-11,95.74740992613124
2003-12,93.19765546488048
2004-01,102.91405176252698
2004-02,106.9596187851423
2004-03,105.3734968323462
2004-04,100.77123807914798
2004-05,96.2820822958797
2004-06,94.0052790304207
2004-07,87.89982095124823
2004-08,93.63873223833572
2004-09,91.73071290122198
2004-10,89.32512848398129
2004-11,90.95372809001354
2004-12,94.9827424064738
2005-01,96.02061686367206
2005-02,99.89432319340818
2005-03,95.97467446306446
2005-04,95.32966020368926
2005-05,103.74282196037696
2005-06,109.10048708312799
2005-07,110.5623929913287
2005-08,102.66940142094963
2005-09,105.67167928212078
2005-10,99.00686782259616
2005-11,109.5996854478269
2005-12,117.39349092152762
2006-01,117.52965326144758
2006-02,119.0398759323587
2006-03,117.42337551937709
2006-04,124.11904246503049
2006-05,113.58156312649065
2006-06,112.11811854517889
2006-07,107.55881288777454
2006-08,111.17407350260727
2006-09,117.02316631697934
2006-10,117.12104948811563
2006-11,124.5741850621995
2006-12,126.95924244760869
2007-01,125.30137648244884
2007-02,125.43714040908098
2007-03,121.73362155361646
2007-04,118.46859327437008
2007-05,124.86291334327365
2007-06,136.9977505268861
2007-07,139.99046444947615
2007-08,136.87068057299163
2007-09,139.11055601210913
2007-10,144.15375482250107
2007-11,126.1398682514048
2007-12,124.95736695956745
2008-01,110.42353354375258
2008-02,123.67186206735435
2008-03,121.39079322492387
2008-04,128.74475749002514
2008-05,124.8326009157314
2008-06,109.21851316492916
2008-07,103.5318730949599
2008-08,108.68474422029527
2008-09,92.37754329200317
2008-10,83.27528592857578
2008-11,74.22901070084313
2008-12,71.13396635019616
2009-01,69.41420077717824
2009-02,72.81632114658703
2009-03,80.65957154954154
2009-04,94.88293919094004
2009-05,102.37318809042658
2009-06,95.46093197435448
2009-07,105.99369294593349
2009-08,101.93485564088847
2009-09,112.80694919437708
2009-10,107.15112089363096
2009-11,109.37704872219699
2009-12,124.2209584711228
2010-01,119.91316396706371
2010-02,117.65099831069055
2010-03,126.67190307949672
2010-04,132.18657994884222
2010-05,129.17924877241376
2010-06,126.93186434771701
2010-07,130.77440093630617
2010-08,132.38249347206335
2010-09,136.5169681349311
2010-10,137.7606075475077
2010-11,149.40639502745447
2010-12,163.04654421769118
2011-01,164.64830785506095
2011-02,149.08841619886203
2011-03,147.58704957604252
2011-04,150.5421339747592
2011-05,154.66846008390655
2011-06,146.94302108751933
2011-07,149.84028133589283
2011-08,136.05653533792122
2011-09,130.6723522311633
2011-10,134.30676038459083
2011-11,125.99882811164547
2011-12,134.54451952112694
2012-01,145.42548203025305
2012-02,152.88874342932112
2012-03,150.14821490352435
2012-04,144.76282123646018
2012-05,147.17431136121115
2012-06,142.6441699232398
2012-07,148.8626712395624
2012-08,149.75288664498464
2012-09,157.30456041729497
2012-10,146.62977545609914
2012-11,156.59314546605324
2012-12,155.87171532111614
2013-01,151.75585095064952
2013-02,158.1874632708511
2013-03,159.7030127992118
2013-04,161.82591383159715
2013-05,164.4919264419177
2013-06,160.2890708353541
2013-07,158.8078350972937
2013-08,159.5362114230333
2013-09,159.72749927213704
2013-10,166.12075111482304
2013-11,163.3448860406882
2013-12,163.7117411612193
2014-01,161.76969373394982
2014-02,160.64663844362173
2014-03,165.4809782572643
2014-04,166.44525478596105
2014-05,175.79081079720686
2014-06,183.8417215297278
2014-07,188.84120503087797
2014-08,199.24089061404158
2014-09,193.2526637988891
2014-10,199.72337965826586
2014-11,203.57352251448916
2014-12,205.1693067313011
2015-01,222.26926776627238
2015-02,231.8092253830821
2015-03,240.28556262420403
2015-04,240.70672033514495
2015-05,245.5659114098945
2015-06,234.45856149515032
2015-07,219.8706858702942
2015-08,199.9879791922094
2015-09,195.61241168247585
2015-10,208.68315500314978
2015-11,210.92127855507613
2015-12,203.47555046822976
2016-01,194.90078475686389
2016-02,202.03378848289196
2016-03,208.93634177011427
2016-04,196.83682655236547
2016-05,206.05991079077899
2016-06,216.46040528797334
2016-07,229.93015520365918
2016-08,235.57460254941827
2016-09,240.4113319134806
2016-10,250.0213317208353
2016-11,252.4100413604134
2016-12,250.61164949585313
2017-01,256.7139536815924
2017-02,273.2796643975124
2017-03,276.254226700485
2017-04,276.9055923150059
2017-05,274.6393055791058
2017-06,282.3525447512582
2017-07,281.690315387689
2017-08,284.1074545972953
2017-09,276.2103535453027
2017-10,298.0820909101321
2017-11,281.56478259481423
2017-12,282.89046557002695
2018-01,293.3991110099239
2018-02,290.61907488442074
2018-03,291.92459939308947
2018-04,283.5736223199285
2018-05,293.03035892457234
2018-06,288.85307306389683
2018-07,304.26176794257606
2018-08,309.5826461347705
2018-09,311.1263875951871
2018-10,281.3160918079197
2018-11,279.4287390146541
2018-12,272.9052262235761
2019-01,276.5584496837486
2019-02,291.92329550004047
2019-03,302.80281799225907
2019-04,315.41463734836583
2019-05,292.52852394489645
2019-06,301.9028723180445
2019-07,320.0878051192934
2019-08,316.91288232492434
2019-09,333.8667874559096
2019-10,352.812409057243
2019-11,362.46189607290194
2019-12,382.6628497300625
2020-01,369.4003465835881
2020-02,365.6482269818188
2020-03,317.0851076157917
2020-04,362.4984627175858
2020-05,347.94440591502513
2020-06,376.4651794325945
2020-07,417.0136995952177
2020-08,405.47593757193533
2020-09,422.2445550310194
2020-10,430.61075934580214
2020-11,461.365593067935
2020-12,498.5913562731087
2021-01,534.9074105577072
2021-02,560.0167039572818
2021-03,575.9282378346946
2021-04,605.6492532064033
2021-05,589.1838818966304
2021-06,611.6360456267805
2021-07,599.1873932353319
2021-08,629.7297620380571
2021-09,615.370707259209
2021-10,620.2146128814823
2021-11,651.6903330343694
2021-12,680.300968387722
2022-01,676.5715539778271
2022-02,658.0531614459736
2022-03,649.9228013503217
2022-04,618.232218347036
2022-05,630.8664146915327
2022-06,556.1618163418516
2022-07,589.1295188341038
2022-08,590.256265472126
2022-09,510.25012380579795
2022-10,479.88749023160113
2022-11,562.9606095804633
2022-12,513.7453321186671
2023-01,568.834285221773
2023-02,575.9506126066038
2023-03,579.4535846160154
2023-04,546.0960045427663
2023-05,607.0203272861816
2023-06,604.8743927671164
