Date,SRI LANKA
2005-06,237.22198810585405
2005-07,236.56774281663954
2005-08,240.4107542485281
2005-09,291.1688873533296
2005-10,291.7340247024409
2005-11,272.46629255875104
2005-12,234.15836337660687
2006-01,241.64474972029882
2006-02,259.38189909769176
2006-03,260.07284835885474
2006-04,241.34325646538494
2006-05,238.21419429321995
2006-06,235.0946065675656
2006-07,235.95967641721106
2006-08,239.74389401212767
2006-09,255.01561244823245
2006-10,260.61725869877245
2006-11,300.28372349325554
2006-12,305.1959049879577
2007-01,335.6259175196936
2007-02,321.72389070177167
2007-03,300.4233177380156
2007-04,280.99882372659505
2007-05,268.2302384991341
2007-06,271.14900861156474
2007-07,244.30916967189623
2007-08,256.8179941671429
2007-09,235.14303980596748
2007-10,241.4804257732087
2007-11,233.58413633959483
2007-12,238.27317157912475
2008-01,230.8619173387123
2008-02,227.69415526878046
2008-03,217.95119649474103
2008-04,218.8685298681441
2008-05,214.164942230507
2008-06,206.22461314751988
2008-07,196.01534216530274
2008-08,196.8921648726904
2008-09,172.29918740262767
2008-10,145.0165539146151
2008-11,140.53739617259558
2008-12,101.84770170504073
2009-01,136.21112986721698
2009-02,125.6361816700073
2009-03,123.62931721799184
2009-04,135.74533347362737
2009-05,203.39664555390448
2009-06,239.46323522402267
2009-07,237.72459284997993
2009-08,229.0988179081018
2009-09,250.0234780956489
2009-10,237.49044132269054
2009-11,238.67268789009415
2009-12,287.62142763601236
2010-01,297.7231790864253
2010-02,291.0619778066637
2010-03,318.5802501125112
2010-04,329.0021846964752
2010-05,356.47964632713234
2010-06,401.053704203215
2010-07,432.2908684883792
2010-08,458.0619182971617
2010-09,557.0037219166389
2010-10,517.6691154699041
2010-11,550.0073833572364
2010-12,535.5332452859116
2011-01,522.0606396107759
2011-02,525.8867525270434
2011-03,495.241688620671
2011-04,471.84222730978064
2011-05,486.48470315056545
2011-06,442.6171534734223
2011-07,441.50571829714534
2011-08,451.2691358438512
2011-09,468.86744127771397
2011-10,422.20727140581965
2011-11,385.11035619277845
2011-12,401.07159535603904
2012-01,393.5252983096407
2012-02,366.01093340570003
2012-03,377.0475285349509
2012-04,381.6131737757943
2012-05,374.24295336933153
2012-06,357.8513217498797
2012-07,370.7197131978607
2012-08,383.33859811330734
2012-09,441.13724861796453
2012-10,393.6195626332744
2012-11,393.25543401597696
2012-12,416.33743430408185
2013-01,424.54196188968706
2013-02,443.18713345151775
2013-03,477.38892711168796
2013-04,475.23967869417953
2013-05,543.2752520605464
2013-06,476.64265642523884
2013-07,476.40912122055335
2013-08,419.99153958435284
2013-09,414.9249476922792
2013-10,434.679300446786
2013-11,414.7740929704348
2013-12,440.75876779260585
2014-01,477.5036298387119
2014-02,425.0520551150909
2014-03,441.8979583963543
2014-04,462.8088494501037
2014-05,466.857629056133
2014-06,458.81831714367496
2014-07,499.7459942962136
2014-08,529.3986300770235
2014-09,565.2140189336133
2014-10,583.4943069668311
2014-11,554.7126731673211
2014-12,598.0181979838345
2015-01,575.2241211250773
2015-02,574.129894555235
2015-03,571.7842673345933
2015-04,570.6700706046313
2015-05,549.7168391487412
2015-06,554.8516726654735
2015-07,609.5930584747763
2015-08,570.1900735163817
2015-09,509.2246516296565
2015-10,521.810271769028
2015-11,539.1748918153429
2015-12,519.0383491419179
2016-01,462.0974186062058
2016-02,467.7380098461688
2016-03,422.0550818057906
2016-04,444.2608629317076
2016-05,451.5560060097838
2016-06,451.0744028174181
2016-07,465.57069528655944
2016-08,502.4037356953311
2016-09,501.2931170002167
2016-10,503.11151886881476
2016-11,514.2960210561829
2016-12,509.2950425829754
2017-01,484.342507242114
2017-02,499.59404879365684
2017-03,474.6248486392556
2017-04,534.7439262316185
2017-05,522.0883127442606
2017-06,544.7989746326439
2017-07,514.6634513283942
2017-08,488.19591605175026
2017-09,493.29235762832803
2017-10,504.7351277300926
2017-11,474.33489317208017
2017-12,460.3607181297447
2018-01,480.00718399810364
2018-02,482.978412078744
2018-03,474.5163470293179
2018-04,485.8148862560658
2018-05,469.26591353248
2018-06,459.35579607337775
2018-07,444.10964140972465
2018-08,446.7618759828961
2018-09,398.98977412385324
2018-10,432.2232183134512
2018-11,449.9130765380253
2018-12,433.88676145538216
2019-01,439.98598046411774
2019-02,448.01917976061776
2019-03,453.8035736571411
2019-04,435.13227205624617
2019-05,407.17155906825076
2019-06,403.1961702301429
2019-07,445.2190681170365
2019-08,445.34921616475333
2019-09,440.30037369473297
2019-10,437.0596545973797
2019-11,476.280414380569
2019-12,456.80419503618117
2020-01,447.4970679976307
2020-02,416.0536060431967
2020-03,306.03024494976074
2020-04,304.5634335338824
2020-05,300.6022490805642
2020-06,345.9631976548793
2020-07,303.2723866927875
2020-08,352.7305243600407
2020-09,358.3645133447219
2020-10,347.57767253045915
2020-11,374.2739581313578
2020-12,372.16377119641595
2021-01,418.2092979193404
2021-02,372.3132676359087
2021-03,372.12519266599236
2021-04,347.8588636938114
2021-05,347.57499652391675
2021-06,349.6678885172432
2021-07,350.40077628148276
2021-08,341.15127368068977
2021-09,378.0613828013562
2021-10,379.0239768541723
2021-11,366.7096148173783
2021-12,423.87312569007923
2022-01,434.65950424354554
2022-02,385.72046820234493
2022-03,212.51076828796835
2022-04,153.33401608635782
2022-05,168.5863397330043
2022-06,149.67803886038692
2022-07,152.36549039299206
2022-08,182.8895297325257
2022-09,188.55731534361402
2022-10,158.95191949615312
2022-11,170.34100413760527
2022-12,156.90072283351634
2023-01,160.1277076045541
2023-02,159.10165129104672
2023-03,163.7974901094063
2023-04,167.82608974571474
2023-05,178.63703789205476
2023-06,178.6619755132358
2023-07,192.4054689343919
