Date,KOREA
1998-12,99.99999999999999
1999-01,106.86069586071798
1999-02,98.11294289835733
1999-03,117.66223437165351
1999-04,151.97213049648394
1999-05,154.47798363991825
1999-06,202.55153382658204
1999-07,203.12120686054823
1999-08,209.72120903813942
1999-09,177.31506200845894
1999-10,181.86538539612295
1999-11,231.271279800171
1999-12,225.41507898652128
2000-01,234.00943726616794
2000-02,203.83405632522806
2000-03,230.35061575579516
2000-04,214.23167652344284
2000-05,207.45909414143173
2000-06,228.8771742555016
2000-07,198.78587843218037
2000-08,200.60388328121957
2000-09,176.9642071500164
2000-10,149.40268580814285
2000-11,135.93080200450996
2000-12,121.24134362515025
2001-01,156.0869662979185
2001-02,146.62803919984478
2001-03,131.92223181885214
2001-04,149.9535506043956
2001-05,168.7223310304894
2001-06,159.3974622654423
2001-07,143.23085946432724
2001-08,142.53485092500276
2001-09,119.0706472287936
2001-10,139.26657473039705
2001-11,175.5741328791909
2001-12,190.107994130967
2002-01,211.93581795643988
2002-02,232.6123776219033
2002-03,251.51139671886568
2002-04,243.495868500374
2002-05,235.64124798263356
2002-06,214.65719222820198
2002-07,210.5494185134072
2002-08,211.39417080675685
2002-09,180.0228715798859
2002-10,188.47525054021966
2002-11,211.57935099351167
2002-12,175.21425412238258
2003-01,163.850242630355
2003-02,156.00607922903905
2003-03,139.54871928729867
2003-04,155.82349861814063
2003-05,156.9114970818758
2003-06,173.40648961349888
2003-07,196.25795389663173
2003-08,212.8206125309368
2003-09,187.74375142499332
2003-10,209.53005967238025
2003-11,202.84797078511744
2003-12,198.1654541403166
2004-01,222.3925886088378
2004-02,230.6008999316414
2004-03,242.26146664175363
2004-04,232.60270644873262
2004-05,213.221548048691
2004-06,208.79964343136984
2004-07,193.8553301797529
2004-08,210.24428884037135
2004-09,213.15596592752672
2004-10,212.26229682185826
2004-11,224.88486215463462
2004-12,225.92755136583833
2005-01,253.09824266905164
2005-02,274.71506039398434
2005-03,264.9548490617435
2005-04,253.757628346457
2005-05,278.33106666218134
2005-06,284.6946874194123
2005-07,318.84174551727176
2005-08,304.8794880758174
2005-09,348.78017067821264
2005-10,330.2057341498073
2005-11,375.1251832796826
2005-12,411.35774646301996
2006-01,435.54720866954136
2006-02,431.1415041613389
2006-03,423.01335849491585
2006-04,433.9671392712507
2006-05,393.16939670826446
2006-06,388.47005898325784
2006-07,388.6228832316677
2006-08,397.0410297293189
2006-09,413.5726324509747
2006-10,408.73151152199813
2006-11,415.5514641829791
2006-12,416.5064380258167
2007-01,404.133184033943
2007-02,415.3125183929636
2007-03,425.1409488831427
2007-04,439.8142288486125
2007-05,482.9691071766572
2007-06,495.6339935567989
2007-07,542.8952712472724
2007-08,520.8898883594694
2007-09,536.5352818946294
2007-10,564.8290302697485
2007-11,503.65472273571504
2007-12,498.0534251737602
2008-01,424.80455531291807
2008-02,437.29853360854787
2008-03,400.99413535024325
2008-04,437.4772390820946
2008-05,430.5874089066096
2008-06,372.7006333390429
2008-07,370.29787431976484
2008-08,338.2690076260184
2008-09,316.81671941592936
2008-10,259.27090985400076
2008-11,215.19416857205678
2008-12,235.3697495128186
2009-01,245.33781393287936
2009-02,203.70328167682052
2009-03,246.25363781430323
2009-04,299.60037109252374
2009-05,291.94436109132585
2009-06,291.66851818294737
2009-07,342.27598856440306
2009-08,342.12662505140116
2009-09,376.3898985012282
2009-10,349.4746541327379
2009-11,346.14450467125937
2009-12,392.37008277894665
2010-01,387.3955363934901
2010-02,392.45512874783
2010-03,432.8109211717555
2010-04,465.3272617663152
2010-05,437.11131998485223
2010-06,441.91478202501924
2010-07,446.9134928308411
2010-08,446.2891923511066
2010-09,464.73765000826614
2010-10,463.44397553536334
2010-11,495.0409925940297
2010-12,533.5627526976978
2011-01,535.9080870008816
2011-02,499.04715416208126
2011-03,542.5334234130293
2011-04,553.103342751595
2011-05,551.0771474037269
2011-06,535.8739584995149
2011-07,550.3112938867494
2011-08,475.66226347501794
2011-09,444.4490598302126
2011-10,491.98957042214374
2011-11,477.38816238560673
2011-12,486.5369202904906
2012-01,533.4035126505969
2012-02,547.9554615818082
2012-03,547.5825807138694
2012-04,551.7402146324438
2012-05,523.5513715114708
2012-06,525.0546400564226
2012-07,560.6297282973977
2012-08,543.0524069866112
2012-09,569.0681564428896
2012-10,548.6286868790305
2012-11,561.065421005576
2012-12,581.9503892189101
2013-01,544.2975238660096
2013-02,593.4053876272519
2013-03,578.2955304224705
2013-04,549.7560672570187
2013-05,561.8847022182579
2013-06,514.4163562639353
2013-07,522.1713308512533
2013-08,545.7721961054405
2013-09,567.6404919709379
2013-10,590.4391651681336
2013-11,596.9101507966154
2013-12,580.0970864331274
2014-01,560.3623980051666
2014-02,566.210320170074
2014-03,568.5621904920847
2014-04,574.6479922226098
2014-05,605.9286983231787
2014-06,608.9065917783681
2014-07,634.3796623425354
2014-08,639.4248916787225
2014-09,612.0340330997669
2014-10,597.6236014353512
2014-11,585.3306818785417
2014-12,589.9110991348874
2015-01,647.9327863799789
2015-02,655.7822861872627
2015-03,693.6205008057884
2015-04,708.9694222755073
2015-05,683.2825755051156
2015-06,643.8169934439973
2015-07,597.1177862528896
2015-08,554.8897590286621
2015-09,566.7831347730903
2015-10,637.3404772459928
2015-11,643.2202551327588
2015-12,615.7421873295675
2016-01,583.578470874599
2016-02,567.6499695225955
2016-03,617.5493751718205
2016-04,611.6897447891984
2016-05,599.8050245077418
2016-06,625.7791753798284
2016-07,659.6604445472553
2016-08,683.3753821898011
2016-09,686.5106906933523
2016-10,678.1031936577969
2016-11,682.558742430072
2016-12,692.8115185070374
2017-01,728.3528624475742
2017-02,763.6720550372813
2017-03,798.6775639025066
2017-04,792.3040951704911
2017-05,829.2594952061917
2017-06,825.8234172656755
2017-07,824.3154076528764
2017-08,797.1281107436259
2017-09,818.3538354388952
2017-10,900.2609010879966
2017-11,879.6189673037321
2017-12,899.4394567916918
2018-01,899.0163634339849
2018-02,860.0666053845592
2018-03,874.9013785835728
2018-04,915.0561611693277
2018-05,897.5014324869167
2018-06,837.8385473416083
2018-07,823.192745191346
2018-08,843.2991186827289
2018-09,848.434265246365
2018-10,745.0257397708943
2018-11,770.5962122812082
2018-12,751.4516737505369
2019-01,825.8643573676849
2019-02,816.6847460882725
2019-03,803.0861051359981
2019-04,807.8885749994902
2019-05,736.931966566573
2019-06,784.9797593363207
2019-07,753.2800559486114
2019-08,723.3122315229795
2019-09,783.4776141155847
2019-10,800.6838487931344
2019-11,798.0399524483341
2019-12,865.5564343165667
2020-01,830.1958472401571
2020-02,775.8593960767062
2020-03,687.1355914671653
2020-04,744.6031090209655
2020-05,749.5818430556544
2020-06,803.0046968692075
2020-07,817.8677092995468
2020-08,825.3662786814797
2020-09,868.1616155183227
2020-10,879.5843055486494
2020-11,1009.6826223284772
2020-12,1153.054054966909
2021-01,1176.9205556835163
2021-02,1180.550568054629
2021-03,1222.4109721925743
2021-04,1228.7829964535917
2021-05,1215.0203787528123
2021-06,1270.545790702869
2021-07,1198.960193573599
2021-08,1185.7233881999093
2021-09,1128.8303486150958
2021-10,1104.483751014779
2021-11,1083.6448037000164
2021-12,1142.3744027630964
2022-01,1041.2999928941526
2022-02,1047.5145951491293
2022-03,1057.2039165608173
2022-04,1044.4791741869462
2022-05,1047.6647340784261
2022-06,890.8038556288883
2022-07,966.4268747260192
2022-08,947.5064742578888
2022-09,795.4073849189925
2022-10,854.1810905851671
2022-11,942.4535528893368
2022-12,864.9626183658867
2023-01,955.2597674200497
2023-02,909.9321156591338
2023-03,931.7090882754659
2023-04,908.4028204950354
2023-05,985.8838867600309
2023-06,969.7146700875688
2023-07,1021.9357371108717
