Date,INDONESIA
1998-12,100.0
1999-01,100.15290133158386
1999-02,99.30507991011821
1999-03,103.52095535362447
1999-04,147.47747018743064
1999-05,181.1439614771973
1999-06,240.18488571665128
1999-07,199.97720335427618
1999-08,172.18667052740722
1999-09,150.985536001569
1999-10,205.58617531659274
1999-11,188.1231261811638
1999-12,226.63531067247666
2000-01,203.3176738584946
2000-02,187.41464444016034
2000-03,186.8495640649601
2000-04,170.24858469491633
2000-05,123.97995427248553
2000-06,133.87608104186654
2000-07,130.20761435042905
2000-08,137.34971253392388
2000-09,119.28630593248609
2000-10,109.70737645252812
2000-11,109.7370737338801
2000-12,92.18621450589634
2001-01,102.65693346980966
2001-02,102.60777025662657
2001-03,86.8183165085161
2001-04,72.4878708918259
2001-05,93.23015457767316
2001-06,98.63581339703184
2001-07,116.13357979014958
2001-08,117.06662239323148
2001-09,93.90085429814935
2001-10,85.9563413563061
2001-11,83.2728890494661
2001-12,88.95635055610062
2002-01,112.36933422969456
2002-02,113.15839776179531
2002-03,125.84373129589798
2002-04,144.53799561210045
2002-05,149.31834135048302
2002-06,132.53077006188138
2002-07,124.13745955550306
2002-08,120.08582601191591
2002-09,111.43335942073232
2002-10,91.74010536653591
2002-11,102.19282409604693
2002-12,107.80072393078092
2003-01,92.25410844715657
2003-02,95.40146496861733
2003-03,95.27138828891478
2003-04,111.79909160909713
2003-05,124.29828637866692
2003-06,134.09539401913187
2003-07,129.8209349904605
2003-08,135.4995003461743
2003-09,151.05733237605108
2003-10,155.5703268997374
2003-11,149.26872513397296
2003-12,159.82055963748422
2004-01,178.78718303263787
2004-02,179.00806408529266
2004-03,173.45124207619742
2004-04,191.30225277709272
2004-05,167.90188790555385
2004-06,167.62366193141338
2004-07,183.5084209725442
2004-08,180.0617204190814
2004-09,198.11771911039335
2004-10,205.23623334387855
2004-11,231.2037307111445
2004-12,225.73546809826038
2005-01,248.83636677270528
2005-02,246.29860523558128
2005-03,248.84531664475392
2005-04,238.90907023589327
2005-05,267.05753220738706
2005-06,279.99974774996167
2005-07,299.9553343437797
2005-08,249.7328869588706
2005-09,261.8772425877732
2005-10,256.3766140258369
2005-11,276.56803243961235
2005-12,301.1218622446025
2006-01,328.6116279529711
2006-02,337.8980444940801
2006-03,368.4776809442842
2006-04,403.7188890758885
2006-05,339.9014512920509
2006-06,342.4350737890904
2006-07,365.0585605675727
2006-08,385.393195386568
2006-09,409.6534275090018
2006-10,421.12618393106436
2006-11,444.9398991681773
2006-12,470.9215564201206
2007-01,455.13550811617154
2007-02,432.11248373546994
2007-03,456.81566202284296
2007-04,482.21105083552055
2007-05,511.0924271455208
2007-06,522.334693990655
2007-07,563.7510477470489
2007-08,532.934990519911
2007-09,572.8362479830016
2007-10,655.788521681315
2007-11,648.3105401234163
2007-12,658.4496175729611
2008-01,637.4137018413928
2008-02,674.6281566797867
