Date,KAZAKHSTAN
2005-11,320.25636449847957
2005-12,651.2203886002519
2006-01,525.6487441616387
2006-02,876.0812402693981
2006-03,957.3089952631148
2006-04,999.3349316662731
2006-05,801.6381536052655
2006-06,668.318546402514
2006-07,685.749740992254
2006-08,722.8987507937179
2006-09,790.4033901288952
2006-10,795.5142789681255
2006-11,909.5243906505765
2006-12,1140.5346919005938
2007-01,1053.9387350176646
2007-02,1068.3062211289616
2007-03,1100.4338026017579
2007-04,1064.6820912174078
2007-05,1039.5196652499824
2007-06,1120.5176444367055
2007-07,1102.3663531385598
2007-08,994.0983066113283
2007-09,1034.6908028187067
2007-10,1020.3765959030598
2007-11,999.9999999999999
2007-12,1052.5857958034615
2008-01,997.041544484383
2008-02,990.8295238086089
2008-03,921.0958573309782
2008-04,990.4124755537167
2008-05,1047.6834847027712
2008-06,998.9202883790348
2008-07,892.8768861765525
2008-08,780.8635160266122
2008-09,576.5850042696532
2008-10,489.42011880212306
2008-11,537.642976615725
2008-12,467.31039703331874
2009-01,420.77348041574385
2009-02,414.4151160509094
2009-03,445.92123985406056
2009-04,518.8878659537444
2009-05,639.8980895319751
2009-06,576.5522235016555
2009-07,646.4033104576575
2009-08,667.7936661665285
2009-09,691.3877578904804
2009-10,719.1941254439715
2009-11,758.2850548267279
2009-12,829.9250367505042
2010-01,866.5037631646661
2010-02,847.6966569207863
2010-03,896.074257895721
2010-04,874.9999760555938
2010-05,823.616473859835
2010-06,744.6522585254946
2010-07,731.1794602903229
2010-08,708.1280330493366
2010-09,661.2096271353222
2010-10,647.7697343483852
2010-11,755.2272985025273
2010-12,756.7621451008006
2011-01,794.0339782963359
2011-02,834.3745059568192
2011-03,789.2399727010313
2011-04,755.7429633002561
2011-05,763.1857811891488
2011-06,702.4217893114774
2011-07,657.0933013696693
2011-08,592.1671870175715
2011-09,552.8190928991287
2011-10,592.7105601725871
2011-11,583.8924850515111
2011-12,553.9081362431189
2012-01,587.4753428115697
2012-02,642.3271327450105
2012-03,730.2889533979002
2012-04,726.7065840068244
2012-05,710.6886103300387
2012-06,676.8078102386015
2012-07,753.0971358025384
2012-08,747.6610613398187
2012-09,752.2448173159893
2012-10,723.5261538272347
2012-11,764.2074663724331
2012-12,733.6109625616652
2013-01,721.6117738079787
2013-02,787.9831886810547
2013-03,795.1522650444298
2013-04,749.9113718699232
2013-05,760.6127713480186
2013-06,743.1487990598673
2013-07,736.0263034402581
2013-08,704.8911714205891
2013-09,715.7921614250096
2013-10,713.6203284775426
2013-11,778.0912818451089
2013-12,775.3011394019613
2014-01,741.4876298644699
2014-02,702.8730219389686
2014-03,666.2106584464243
2014-04,715.9429123458748
2014-05,793.2536075572244
2014-06,873.0248622293557
2014-07,955.5467500355034
2014-08,996.4019286032579
2014-09,1005.6581295651604
2014-10,918.2644028644544
2014-11,846.0189505849794
2014-12,832.6660220998302
2015-01,690.4299490376967
2015-02,710.9161909424222
2015-03,812.2918231151804
2015-04,751.0723251012072
2015-05,749.069621864415
2015-06,721.5692100434283
2015-07,644.965749880857
2015-08,579.5451997595263
