Date,KAZAKHSTAN
2015-09,456.09422488206985
2015-10,500.87655679920084
2015-11,558.2128286574363
2015-12,505.03299540776845
2016-01,449.0406642483742
2016-02,456.17371732233994
2016-03,468.8263955826159
2016-04,417.4618138436101
2016-05,497.1515919560572
2016-06,479.3237465326317
2016-07,503.0641600029169
2016-08,493.12712666649225
2016-09,525.2333541317023
2016-10,537.4947086317717
2016-11,546.8840004963847
2016-12,555.076750563267
2017-01,659.2658982537364
2017-02,706.6893118919421
2017-03,699.8236312149237
2017-04,677.0395466774256
2017-05,661.8129553188977
2017-06,674.9720197262224
2017-07,671.8013849650366
2017-08,695.0777939644684
2017-09,672.6107703807969
2017-10,712.2271262194892
2017-11,766.2203223951653
2017-12,829.893292827922
2018-01,891.12880874698
2018-02,969.9413573931758
2018-03,961.8969602346527
2018-04,944.8144277124957
2018-05,942.713868813498
2018-06,936.0084780359362
2018-07,914.9515955049909
2018-08,882.7456444785391
2018-09,862.3768341408282
2018-10,944.9659037815945
2018-11,933.8471027473182
2018-12,868.553876782486
2019-01,859.9135093072304
2019-02,954.2466692749521
2019-03,951.2026716714583
2019-04,1016.9529554115194
2019-05,1034.6218456172517
2019-06,1076.9520429892882
2019-07,1187.3403259972652
2019-08,1165.4256777678693
2019-09,1051.2996678766106
2019-10,1097.9275852294309
2019-11,1106.2991844668006
2019-12,1081.00997212289
2020-01,1166.507534865204
2020-02,1124.0551176820438
2020-03,844.3645661593536
2020-04,891.9765345855682
2020-05,984.6439681725541
2020-06,1053.0180420145648
2020-07,1034.7488181436404
2020-08,1078.9373594532422
2020-09,1026.2875083940253
2020-10,982.8982915490011
2020-11,1049.1938673927536
2020-12,1137.150533055701
2021-01,1171.6659599135942
2021-02,1342.3286504447115
2021-03,1485.461234953572
2021-04,1671.5156432725967
2021-05,1786.001780027934
2021-06,1952.7766487019699
2021-07,1947.5849703059778
2021-08,2103.8402311139703
2021-09,2211.9862049637886
2021-10,2762.7700258987434
2021-11,2586.1433610450476
2021-12,2357.528030505503
2022-01,1854.214797588653
2022-02,1466.2056270047065
2022-03,1391.4984945341587
2022-04,1612.9626584773462
2022-05,1399.7216310025867
2022-06,1312.0235334988377
2022-07,1538.4694544171143
2022-08,1762.7933327673275
2022-09,1626.1156564247979
2022-10,1780.0526992427856
2022-11,1927.9950105467437
2022-12,1807.6889906783042
2023-01,1806.217991633544
2023-02,1871.8032801623935
2023-03,1867.6772261067172
2023-04,1976.6622303326615
2023-05,2014.9582291597685
2023-06,2024.5767020735111
2023-07,2211.4122446506894
