Date,DENMARK
1998-12,100.0
1999-01,99.77623515674408
1999-02,94.3616614453685
1999-03,94.33518533797597
1999-04,103.2849918309161
1999-05,101.89137607416515
1999-06,104.21818793527045
1999-07,107.48947547364865
1999-08,109.28279426794502
1999-09,111.71981139529517
1999-10,114.69960921448823
1999-11,123.86526582815112
1999-12,131.7584722089947
2000-01,127.75488274554925
2000-02,134.6043674201385
2000-03,147.9590569418484
2000-04,141.22863437294603
2000-05,148.18958086436226
2000-06,143.2132665669386
2000-07,151.28802488296964
2000-08,166.85966209321344
2000-09,164.9366143120544
2000-10,163.88702742479623
2000-11,151.71201904566124
2000-12,145.88462604121452
2001-01,164.55962438096202
2001-02,151.36212089684182
2001-03,142.7111685729371
2001-04,146.192587358398
2001-05,152.84645915145526
2001-06,150.3863596168987
2001-07,150.49833582096122
2001-08,137.0294767605188
2001-09,124.71682497495316
2001-10,128.6297878845178
2001-11,130.8204815737463
2001-12,131.6921077942251
2002-01,128.95919249958408
2002-02,131.42753092552837
2002-03,135.45792734250026
2002-04,126.49758615409635
2002-05,124.88965458044187
2002-06,119.5789884879656
2002-07,105.09283307251226
2002-08,108.43776945243921
2002-09,93.20770869003562
2002-10,95.57701772834305
2002-11,99.01271551205687
2002-12,94.27132493145366
2003-01,88.1109116509536
2003-02,83.79418760059599
2003-03,90.48435836755974
2003-04,99.96470553678228
2003-05,101.41055239951416
2003-06,103.42169370181608
2003-07,103.38196664014325
2003-08,115.45394400686199
2003-09,112.9453273213935
2003-10,120.36855997883627
2003-11,116.18727082777511
2003-12,117.8392755566822
2004-01,125.09989244653109
2004-02,132.347929690543
2004-03,129.22949494253814
2004-04,130.60005974395304
2004-05,128.7656170615333
2004-06,136.76195654320458
2004-07,135.58876693447405
2004-08,136.81282289809735
2004-09,142.23544527560355
2004-10,137.6321389579284
2004-11,141.79128993699925
2004-12,143.93708518326608
2005-01,146.02748108914903
2005-02,154.4979930365486
2005-03,160.21777172786238
2005-04,156.22726060267652
2005-05,167.94258184516792
2005-06,174.19868558795162
2005-07,179.0205372657872
2005-08,185.7335154669123
2005-09,190.88184902064683
2005-10,187.89811272353558
2005-11,195.1085741491222
2005-12,207.82880756314398
2006-01,206.7827503378202
2006-02,211.3700607362855
2006-03,222.61573826219077
2006-04,227.41238177064298
2006-05,213.19689801896948
2006-06,211.86732832511515
2006-07,211.4602848363718
2006-08,224.60284853069197
2006-09,232.54414308280826
2006-10,240.92471594480483
2006-11,247.1280042028522
2006-12,259.3839553756165
2007-01,270.40878721339396
2007-02,266.4864901078077
2007-03,278.47091920255497
2007-04,290.63748829161557
2007-05,301.1930119165035
2007-06,292.52373849275784
2007-07,299.48267363819605
2007-08,299.42282926701984
2007-09,302.8227710893471
2007-10,309.86107401808067
2007-11,293.4905523494304
2007-12,295.07012701893495
2008-01,257.94812402551264
2008-02,274.04476814564526
2008-03,273.20843677185786
2008-04,276.5288345803029
2008-05,294.26297228691703
2008-06,272.3175039973338
2008-07,267.5159103770664
2008-08,270.90569383643907
2008-09,225.06676618627267
2008-10,185.3077920962164
2008-11,172.55674477178266
2008-12,163.46738059615876
2009-01,173.36418719784075
2009-02,156.99385623910982
2009-03,152.2130782180298
2009-04,180.48543711265697
2009-05,191.44823757725752
2009-06,193.53518139996353
2009-07,205.19156381802026
2009-08,218.79413204653144
2009-09,219.22312771301338
2009-10,211.02028965683095
2009-11,214.08008799310812
2009-12,217.1190553504823
2010-01,231.12510815864297
2010-02,232.38177347308485
2010-03,253.1552615534817
2010-04,272.61673205985915
2010-05,261.7880942446042
2010-06,264.6302861730447
2010-07,274.41909116699156
2010-08,267.87632570760235
2010-09,279.39190489302325
2010-10,283.77183696856906
2010-11,283.73502003180334
2010-12,304.39907466384136
2011-01,303.83482020275176
2011-02,316.62366418881766
2011-03,315.57211034871546
2011-04,311.51769529630144
2011-05,306.2489582550414
2011-06,289.0260407063758
2011-07,281.4021650309662
2011-08,243.13193921820894
2011-09,236.91325872495213
2011-10,244.90993189702945
2011-11,261.3315187023906
2011-12,265.17252393040184
2012-01,274.5527861045822
2012-02,307.2680073782564
2012-03,305.5953321516079
2012-04,317.41034812886187
2012-05,299.29486367318134
2012-06,310.9782976401115
2012-07,337.7270081653087
2012-08,341.07773963207813
2012-09,341.5288759522068
2012-10,336.21419419429327
2012-11,340.61963899689727
2012-12,344.37377481490114
2013-01,372.3127491955396
2013-02,374.7498509334987
2013-03,368.9780111445037
2013-04,374.0578803939005
2013-05,365.5014201662382
2013-06,350.6319672634439
2013-07,371.8514054534085
2013-08,376.45860008603466
2013-09,382.9346245365679
2013-10,387.6138522427205
2013-11,405.2414918798113
2013-12,414.903165135343
2014-01,437.9817923134658
2014-02,491.3222028851744
2014-03,483.1941053409985
2014-04,483.541327204929
2014-05,485.70996684393435
2014-06,502.38639781894966
2014-07,501.7240628585139
2014-08,503.1319633042111
2014-09,523.8287206201002
2014-10,515.512118657948
2014-11,520.1680378466589
2014-12,504.3934542706134
2015-01,551.1271854848267
2015-02,601.4430612114274
2015-03,663.0748798611647
2015-04,671.4144259282012
2015-05,680.8766160049497
2015-06,654.3452810544372
2015-07,700.142856166076
2015-08,654.7243446180345
2015-09,637.5180960822098
2015-10,647.2321350926079
2015-11,698.1127415337062
2015-12,699.0172745676697
2016-01,669.999283127597
2016-02,651.6651452475062
2016-03,662.6483738295335
2016-04,674.2167095610862
2016-05,704.6355088114435
2016-06,676.3593051960873
2016-07,701.2563188758046
2016-08,659.9456184203882
2016-09,627.3651387836729
2016-10,603.0880453505333
2016-11,577.8819317209322
2016-12,610.3216192614068
2017-01,622.1303595593706
2017-02,629.7972778199303
2017-03,641.4181824997423
2017-04,678.9522503015327
2017-05,698.3542957484153
2017-06,694.0375205300443
2017-07,701.4022405152932
2017-08,720.5927601040927
2017-09,722.0747237888258
2017-10,743.3165233477503
2017-11,714.8983717697702
2017-12,726.9081678336777
2018-01,722.5479442673875
2018-02,717.7253784610995
2018-03,702.1548633260321
2018-04,699.9400542821529
2018-05,705.6799134635435
2018-06,688.3398352735663
2018-07,726.4152363414643
2018-08,734.078950514395
2018-09,708.6664376234651
2018-10,655.4358000041212
2018-11,678.568367835394
2018-12,649.9431311153648
2019-01,669.8002708369928
2019-02,714.3043383059162
2019-03,749.2144791420457
2019-04,748.3828017957915
2019-05,726.1935003916932
2019-06,750.9887175626441
2019-07,748.2536791071843
2019-08,775.5837990720097
2019-09,777.4113926510463
2019-10,788.6669726749225
2019-11,830.4878901422617
2019-12,853.8506383637559
2020-01,880.0566615499552
2020-02,833.3700498786375
2020-03,805.8479777319493
2020-04,874.6967304469067
2020-05,925.2647452753164
2020-06,935.9947685263709
2020-07,971.0208652362396
2020-08,1001.8618249925244
2020-09,1034.5319941817436
2020-10,1012.8313082570363
2020-11,1080.8610903289648
2020-12,1130.8241042443997
2021-01,1096.318714238903
2021-02,1094.662150580025
2021-03,1144.4706722516905
2021-04,1194.674148235557
2021-05,1223.775876339099
2021-06,1282.9770404491835
2021-07,1345.254167467826
2021-08,1401.7852160858054
2021-09,1348.24218570352
2021-10,1441.3395010356624
2021-11,1392.7075999214815
2021-12,1453.9104513002321
2022-01,1308.1234140607144
2022-02,1322.7407277786397
2022-03,1396.7341498529445
2022-04,1426.0659789682256
2022-05,1349.4501578917695
2022-06,1309.2630041557406
2022-07,1450.012817908391
2022-08,1357.1479636677334
2022-09,1226.7290929365356
2022-10,1334.0910486465848
2022-11,1436.3061175935045
2022-12,1482.3538476984306
2023-01,1480.9327519244982
2023-02,1556.4770557926804
2023-03,1644.5697478073953
2023-04,1684.2686497382115
2023-05,1671.9031785995005
2023-06,1664.966541493954
2023-07,1660.9601597726232
